case,period,history_quality_pct,bars,ticks,initial_stop_atr,trailing_atr,trail_start_r,close_at_session_end,initial_balance,final_balance,net_profit,return_pct,gross_profit,gross_loss,profit_factor,equity_dd_amount,equity_dd_pct,balance_dd_amount,balance_dd_pct,trades,wins,losses,win_rate,long_trades,long_win_rate,short_trades,short_win_rate,largest_win,largest_loss,average_win,average_loss,expected_payoff,recovery_factor,sharpe_ratio,commission,swap,score,status,report,graph
baseline-active,M5 (2025.08.28 - 2026.08.27),100.0,70506,89181485,4.0,6.0,1.0,True,10000.0,13308.53,3308.53,33.085300000000004,20811.88,-17503.35,1.19,1962.33,13.4,1705.42,11.82,256,105,151,41.02,124,38.71,132,43.18,781.59,-209.03,198.21,-114.67,12.92,1.69,3.34,-188.33999999999992,-167.53,6.285300000000003,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\US100 Momentum Continuation Research 2026-08-31\Backtest Reports\LastYear\baseline-active.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\US100 Momentum Continuation Research 2026-08-31\Backtest Reports\LastYear\baseline-active.png
ny-gate-exact,M5 (2025.08.28 - 2026.08.27),100.0,70506,89181485,4.0,6.0,1.0,True,10000.0,10299.07,299.07,2.9907,2890.71,-2591.64,1.12,666.73,6.66,594.71,5.95,50,21,29,42.0,50,42.0,0,0.0,361.08,-116.59,137.65,-88.12,5.98,0.45,2.1,-36.24,-48.95,-10.3293,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\US100 Momentum Continuation Research 2026-08-31\Backtest Reports\LastYear\ny-gate-exact.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\US100 Momentum Continuation Research 2026-08-31\Backtest Reports\LastYear\ny-gate-exact.png
ny-long-only,M5 (2025.08.28 - 2026.08.27),100.0,70506,89181485,4.0,6.0,1.0,True,10000.0,9881.61,-118.39,-1.1839,7140.17,-7258.56,0.98,1437.73,12.96,1339.77,12.17,124,48,76,38.71,124,38.71,0,0.0,376.63,-159.05,148.75,-94.5,-0.95,-0.08,-0.32,-76.49000000000004,-138.29,-27.103900000000003,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\US100 Momentum Continuation Research 2026-08-31\Backtest Reports\LastYear\ny-long-only.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\US100 Momentum Continuation Research 2026-08-31\Backtest Reports\LastYear\ny-long-only.png
h1-exact,M5 (2025.08.28 - 2026.08.27),100.0,70506,89181485,2.5,2.5,0.0,False,10000.0,9992.47,-7.53,-0.07529999999999999,8247.77,-8255.3,1.0,2638.54,23.89,2463.85,22.61,245,100,145,40.82,245,40.82,0,0.0,445.06,-172.16,82.48,-56.21,-0.03,0.0,-0.01,-104.86000000000003,-545.8699999999998,-47.8553,valid,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\US100 Momentum Continuation Research 2026-08-31\Backtest Reports\LastYear\h1-exact.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\US100 Momentum Continuation Research 2026-08-31\Backtest Reports\LastYear\h1-exact.png
