starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,symbol
300.0,401.26,101.26,33.75,22,10,12,45.45,6.8,0.3092,0.0001,14.26,XAUUSD
300.0,371.71,71.71,23.9,86,39,47,45.35,6.11,0.071,0.0213,39.39,US30
