initial,final,net,return_pct,profit_factor,win_rate_pct,wins,losses,trades,equity_dd_amount,equity_dd_pct,balance_dd_amount,balance_dd_pct,gross_profit,gross_loss,largest_win,largest_loss,average_win,average_loss,expected_payoff,recovery_factor,sharpe,history_quality,commission,swap,symbol,slug,variant,development_return_pct,development_pf,development_dd_pct,development_trades,decision
10000.0,11728.41,1728.41,17.2841,1.22,32.8,62,127,189,1433.01,11.31,1233.16,9.81,9733.32,-8004.91,804.73,-124.23,156.99,-60.83,9.15,1.21,4.71,100%,-279.05,0.0,BTCUSD,btcusd,early-20d-score1,15.648099999999998,1.27,7.2,135,KEEP CANDIDATE
10000.0,11424.119999999999,1424.12,14.2412,1.28,36.89,38,65,103,1288.08,10.38,1055.9,8.6,6562.92,-5138.8,434.08,-122.96,172.71,-76.9,13.83,1.11,7.07,100%,-140.06,-120.98,USTEC,ustec,quality-20d-score1-r125,2.8477999999999994,1.06,10.84,99,WATCH — NOT ROBUST
10000.0,9558.16,-441.84,-4.418399999999999,0.96,36.07,88,156,244,2269.32,20.55,2097.09,19.15,9811.96,-10253.8,396.39,-109.89,111.5,-62.46,-1.81,-0.19,-1.38,100%,-509.39,-25.7,US500,us500,literal-20d-neutral-rth,47.81229999999999,1.59,9.05,198,REJECT
10000.0,9193.78,-806.22,-8.0622,0.89,28.19,42,107,149,2738.32,23.12,2501.44,21.43,6388.66,-7194.88,746.1,-114.44,152.11,-66.71,-5.41,-0.29,-2.34,99%,-57.36,0.0,XAUUSD,xauusd,robust-40d-score1,4.9784,1.08,11.26,145,REJECT
