event;time_msc;bid;ask;current_high;current_low;previous_high;previous_low
0;1761308819000;1.16127;1.16132;1.16135;1.16121;1.16136;1.16116
0;1761308820000;1.16128;1.16133;1.16128;1.16128;1.16135;1.16121
0;1761308822000;1.16129;1.16134;1.16129;1.16128;1.16135;1.16121
0;1761308825000;1.16127;1.16132;1.16129;1.16127;1.16135;1.16121
0;1761308828000;1.16128;1.16133;1.16129;1.16127;1.16135;1.16121
0;1761308830000;1.16129;1.16134;1.16129;1.16127;1.16135;1.16121
0;1761308833000;1.16127;1.16132;1.16129;1.16127;1.16135;1.16121
0;1761308836000;1.16129;1.16134;1.16129;1.16127;1.16135;1.16121
0;1761308839000;1.16132;1.16137;1.16132;1.16127;1.16135;1.16121
0;1761308841000;1.16133;1.16138;1.16133;1.16127;1.16135;1.16121
0;1761308844000;1.16131;1.16136;1.16133;1.16127;1.16135;1.16121
0;1761308847000;1.16133;1.16138;1.16133;1.16127;1.16135;1.16121
0;1761308850000;1.16136;1.16141;1.16136;1.16127;1.16135;1.16121
0;1761308852000;1.16137;1.16142;1.16137;1.16127;1.16135;1.16121
0;1761308855000;1.16135;1.16140;1.16137;1.16127;1.16135;1.16121
0;1761308858000;1.16138;1.16143;1.16138;1.16127;1.16135;1.16121
0;1761308860000;1.16142;1.16147;1.16142;1.16127;1.16135;1.16121
0;1761308863000;1.16139;1.16144;1.16142;1.16127;1.16135;1.16121
0;1761308866000;1.16136;1.16141;1.16142;1.16127;1.16135;1.16121
0;1761308869000;1.16138;1.16143;1.16142;1.16127;1.16135;1.16121
0;1761308871000;1.16137;1.16142;1.16142;1.16127;1.16135;1.16121
0;1761308879000;1.16135;1.16140;1.16142;1.16127;1.16135;1.16121
0;1761308880000;1.16135;1.16140;1.16135;1.16135;1.16142;1.16127
0;1761308881000;1.16133;1.16138;1.16135;1.16133;1.16142;1.16127
0;1761308882000;1.16131;1.16136;1.16135;1.16131;1.16142;1.16127
0;1761308884000;1.16129;1.16134;1.16135;1.16129;1.16142;1.16127
0;1761308885000;1.16130;1.16135;1.16135;1.16129;1.16142;1.16127
0;1761308887000;1.16129;1.16134;1.16135;1.16129;1.16142;1.16127
0;1761308888000;1.16131;1.16136;1.16135;1.16129;1.16142;1.16127
0;1761308890000;1.16130;1.16135;1.16135;1.16129;1.16142;1.16127
0;1761308891000;1.16129;1.16134;1.16135;1.16129;1.16142;1.16127
0;1761308892000;1.16128;1.16133;1.16135;1.16128;1.16142;1.16127
0;1761308894000;1.16129;1.16134;1.16135;1.16128;1.16142;1.16127
0;1761308895000;1.16131;1.16136;1.16135;1.16128;1.16142;1.16127
0;1761308897000;1.16133;1.16138;1.16135;1.16128;1.16142;1.16127
0;1761308898000;1.16132;1.16137;1.16135;1.16128;1.16142;1.16127
0;1761308900000;1.16133;1.16138;1.16135;1.16128;1.16142;1.16127
0;1761308901000;1.16132;1.16137;1.16135;1.16128;1.16142;1.16127
0;1761308902000;1.16133;1.16138;1.16135;1.16128;1.16142;1.16127
0;1761308904000;1.16135;1.16140;1.16135;1.16128;1.16142;1.16127
0;1761308905000;1.16137;1.16142;1.16137;1.16128;1.16142;1.16127
0;1761308907000;1.16136;1.16141;1.16137;1.16128;1.16142;1.16127
0;1761308908000;1.16137;1.16142;1.16137;1.16128;1.16142;1.16127
0;1761308910000;1.16136;1.16141;1.16137;1.16128;1.16142;1.16127
0;1761308911000;1.16137;1.16142;1.16137;1.16128;1.16142;1.16127
0;1761308912000;1.16139;1.16144;1.16139;1.16128;1.16142;1.16127
0;1761308914000;1.16141;1.16146;1.16141;1.16128;1.16142;1.16127
0;1761308915000;1.16140;1.16145;1.16141;1.16128;1.16142;1.16127
0;1761308917000;1.16139;1.16144;1.16141;1.16128;1.16142;1.16127
0;1761308918000;1.16138;1.16143;1.16141;1.16128;1.16142;1.16127
0;1761308920000;1.16139;1.16144;1.16141;1.16128;1.16142;1.16127
0;1761308921000;1.16138;1.16143;1.16141;1.16128;1.16142;1.16127
0;1761308922000;1.16139;1.16144;1.16141;1.16128;1.16142;1.16127
0;1761308924000;1.16140;1.16145;1.16141;1.16128;1.16142;1.16127
0;1761308925000;1.16139;1.16144;1.16141;1.16128;1.16142;1.16127
0;1761308927000;1.16140;1.16145;1.16141;1.16128;1.16142;1.16127
0;1761308928000;1.16139;1.16144;1.16141;1.16128;1.16142;1.16127
0;1761308930000;1.16140;1.16145;1.16141;1.16128;1.16142;1.16127
0;1761308931000;1.16139;1.16144;1.16141;1.16128;1.16142;1.16127
0;1761308932000;1.16140;1.16145;1.16141;1.16128;1.16142;1.16127
0;1761308934000;1.16139;1.16144;1.16141;1.16128;1.16142;1.16127
0;1761308935000;1.16140;1.16145;1.16141;1.16128;1.16142;1.16127
0;1761308939000;1.16138;1.16143;1.16141;1.16128;1.16142;1.16127
0;1761308940000;1.16137;1.16142;1.16137;1.16137;1.16141;1.16128
0;1761308940441;1.16136;1.16141;1.16137;1.16136;1.16141;1.16128
0;1761308940882;1.16135;1.16140;1.16137;1.16135;1.16141;1.16128
0;1761308941323;1.16134;1.16139;1.16137;1.16134;1.16141;1.16128
0;1761308941764;1.16132;1.16137;1.16137;1.16132;1.16141;1.16128
0;1761308942205;1.16131;1.16136;1.16137;1.16131;1.16141;1.16128
0;1761308942647;1.16130;1.16135;1.16137;1.16130;1.16141;1.16128
0;1761308943088;1.16129;1.16134;1.16137;1.16129;1.16141;1.16128
0;1761308943529;1.16127;1.16132;1.16137;1.16127;1.16141;1.16128
0;1761308943970;1.16126;1.16131;1.16137;1.16126;1.16141;1.16128
0;1761308944411;1.16125;1.16130;1.16137;1.16125;1.16141;1.16128
0;1761308944852;1.16124;1.16129;1.16137;1.16124;1.16141;1.16128
0;1761308945294;1.16122;1.16127;1.16137;1.16122;1.16141;1.16128
0;1761308945735;1.16121;1.16126;1.16137;1.16121;1.16141;1.16128
0;1761308946176;1.16122;1.16127;1.16137;1.16121;1.16141;1.16128
0;1761308946617;1.16121;1.16126;1.16137;1.16121;1.16141;1.16128
0;1761308947058;1.16122;1.16127;1.16137;1.16121;1.16141;1.16128
0;1761308947499;1.16121;1.16126;1.16137;1.16121;1.16141;1.16128
0;1761308947941;1.16123;1.16128;1.16137;1.16121;1.16141;1.16128
0;1761308948382;1.16122;1.16127;1.16137;1.16121;1.16141;1.16128
0;1761308948823;1.16123;1.16128;1.16137;1.16121;1.16141;1.16128
0;1761308949264;1.16122;1.16127;1.16137;1.16121;1.16141;1.16128
0;1761308949705;1.16124;1.16129;1.16137;1.16121;1.16141;1.16128
0;1761308950147;1.16123;1.16128;1.16137;1.16121;1.16141;1.16128
0;1761308950588;1.16127;1.16132;1.16137;1.16121;1.16141;1.16128
0;1761308951029;1.16128;1.16133;1.16137;1.16121;1.16141;1.16128
0;1761308951470;1.16127;1.16132;1.16137;1.16121;1.16141;1.16128
0;1761308951911;1.16128;1.16133;1.16137;1.16121;1.16141;1.16128
0;1761308952352;1.16126;1.16131;1.16137;1.16121;1.16141;1.16128
0;1761308952794;1.16127;1.16132;1.16137;1.16121;1.16141;1.16128
0;1761308953235;1.16125;1.16130;1.16137;1.16121;1.16141;1.16128
0;1761308953676;1.16126;1.16131;1.16137;1.16121;1.16141;1.16128
0;1761308954117;1.16124;1.16129;1.16137;1.16121;1.16141;1.16128
0;1761308954558;1.16125;1.16130;1.16137;1.16121;1.16141;1.16128
0;1761308954999;1.16123;1.16128;1.16137;1.16121;1.16141;1.16128
0;1761308955441;1.16124;1.16129;1.16137;1.16121;1.16141;1.16128
0;1761308955882;1.16117;1.16122;1.16137;1.16117;1.16141;1.16128
0;1761308956323;1.16118;1.16123;1.16137;1.16117;1.16141;1.16128
0;1761308956764;1.16117;1.16122;1.16137;1.16117;1.16141;1.16128
0;1761308957205;1.16119;1.16124;1.16137;1.16117;1.16141;1.16128
0;1761308957647;1.16118;1.16123;1.16137;1.16117;1.16141;1.16128
0;1761308958088;1.16120;1.16125;1.16137;1.16117;1.16141;1.16128
0;1761308958529;1.16119;1.16124;1.16137;1.16117;1.16141;1.16128
0;1761308958970;1.16121;1.16126;1.16137;1.16117;1.16141;1.16128
0;1761308959411;1.16120;1.16125;1.16137;1.16117;1.16141;1.16128
0;1761308959852;1.16122;1.16127;1.16137;1.16117;1.16141;1.16128
0;1761308960294;1.16121;1.16126;1.16137;1.16117;1.16141;1.16128
0;1761308960735;1.16128;1.16133;1.16137;1.16117;1.16141;1.16128
0;1761308961176;1.16129;1.16134;1.16137;1.16117;1.16141;1.16128
0;1761308961617;1.16128;1.16133;1.16137;1.16117;1.16141;1.16128
0;1761308962058;1.16129;1.16134;1.16137;1.16117;1.16141;1.16128
0;1761308962499;1.16128;1.16133;1.16137;1.16117;1.16141;1.16128
0;1761308962941;1.16129;1.16134;1.16137;1.16117;1.16141;1.16128
0;1761308963382;1.16128;1.16133;1.16137;1.16117;1.16141;1.16128
0;1761308963823;1.16129;1.16134;1.16137;1.16117;1.16141;1.16128
0;1761308964264;1.16128;1.16133;1.16137;1.16117;1.16141;1.16128
0;1761308964705;1.16129;1.16134;1.16137;1.16117;1.16141;1.16128
0;1761308965147;1.16128;1.16133;1.16137;1.16117;1.16141;1.16128
0;1761308965588;1.16129;1.16134;1.16137;1.16117;1.16141;1.16128
0;1761308966029;1.16127;1.16132;1.16137;1.16117;1.16141;1.16128
0;1761308966470;1.16126;1.16131;1.16137;1.16117;1.16141;1.16128
0;1761308966911;1.16127;1.16132;1.16137;1.16117;1.16141;1.16128
0;1761308967352;1.16126;1.16131;1.16137;1.16117;1.16141;1.16128
0;1761308967794;1.16128;1.16133;1.16137;1.16117;1.16141;1.16128
0;1761308968235;1.16127;1.16132;1.16137;1.16117;1.16141;1.16128
0;1761308968676;1.16129;1.16134;1.16137;1.16117;1.16141;1.16128
0;1761308969117;1.16128;1.16133;1.16137;1.16117;1.16141;1.16128
0;1761308969558;1.16130;1.16135;1.16137;1.16117;1.16141;1.16128
0;1761308969999;1.16129;1.16134;1.16137;1.16117;1.16141;1.16128
0;1761308970441;1.16131;1.16136;1.16137;1.16117;1.16141;1.16128
0;1761308970882;1.16130;1.16135;1.16137;1.16117;1.16141;1.16128
0;1761308971323;1.16138;1.16143;1.16138;1.16117;1.16141;1.16128
0;1761308971764;1.16139;1.16144;1.16139;1.16117;1.16141;1.16128
0;1761308972205;1.16138;1.16143;1.16139;1.16117;1.16141;1.16128
0;1761308972647;1.16139;1.16144;1.16139;1.16117;1.16141;1.16128
0;1761308973088;1.16138;1.16143;1.16139;1.16117;1.16141;1.16128
0;1761308973529;1.16139;1.16144;1.16139;1.16117;1.16141;1.16128
0;1761308973970;1.16138;1.16143;1.16139;1.16117;1.16141;1.16128
0;1761308974411;1.16139;1.16144;1.16139;1.16117;1.16141;1.16128
0;1761308974852;1.16138;1.16143;1.16139;1.16117;1.16141;1.16128
0;1761308975294;1.16139;1.16144;1.16139;1.16117;1.16141;1.16128
0;1761308975735;1.16138;1.16143;1.16139;1.16117;1.16141;1.16128
0;1761308976176;1.16139;1.16144;1.16139;1.16117;1.16141;1.16128
0;1761308976617;1.16137;1.16142;1.16139;1.16117;1.16141;1.16128
0;1761308977058;1.16138;1.16143;1.16139;1.16117;1.16141;1.16128
0;1761308977499;1.16139;1.16144;1.16139;1.16117;1.16141;1.16128
0;1761308977941;1.16140;1.16145;1.16140;1.16117;1.16141;1.16128
0;1761308978382;1.16141;1.16146;1.16141;1.16117;1.16141;1.16128
0;1761308978823;1.16142;1.16147;1.16142;1.16117;1.16141;1.16128
0;1761308979264;1.16143;1.16148;1.16143;1.16117;1.16141;1.16128
0;1761308979705;1.16144;1.16149;1.16144;1.16117;1.16141;1.16128
0;1761308980147;1.16145;1.16150;1.16145;1.16117;1.16141;1.16128
0;1761308980588;1.16146;1.16151;1.16146;1.16117;1.16141;1.16128
0;1761308981029;1.16147;1.16152;1.16147;1.16117;1.16141;1.16128
0;1761308981470;1.16148;1.16153;1.16148;1.16117;1.16141;1.16128
0;1761308981911;1.16150;1.16155;1.16150;1.16117;1.16141;1.16128
0;1761308982352;1.16149;1.16154;1.16150;1.16117;1.16141;1.16128
0;1761308982794;1.16150;1.16155;1.16150;1.16117;1.16141;1.16128
0;1761308983235;1.16148;1.16153;1.16150;1.16117;1.16141;1.16128
0;1761308983676;1.16149;1.16154;1.16150;1.16117;1.16141;1.16128
0;1761308984117;1.16147;1.16152;1.16150;1.16117;1.16141;1.16128
0;1761308984558;1.16148;1.16153;1.16150;1.16117;1.16141;1.16128
0;1761308984999;1.16146;1.16151;1.16150;1.16117;1.16141;1.16128
