policy,bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,final_rr,exit_price,result,r_multiple,setup_score,atr,spread_r,spread_points,atr_percentile,session_metric,stop_mode,rr_mode,entry_model,balance_before,risk_amount,pnl,balance_after
dynamic_conservative,ORB,XAGUSD,M15,2026-05,2026-05-27 23:15:00,2026-05-28 00:00:00,SELL,74.576,74.715786,3.0,74.576,trail_stop,-0.0021,100,0.139786,0.0021,30.0,0.0104,0.8441,"max(structure,1.0ATR)",conservative,ORB 15m breakout,300.0,15.0,-0.03,299.97
dynamic_conservative,ORB,BTCUSD,M15,2026-05,2026-05-28 23:15:00,2026-05-29 01:15:00,BUY,73492.12,73316.612857,3.0,73492.12,trail_stop,-0.0001,100,175.507143,0.0001,1400.0,0.2083,0.6621,"max(structure,1.0ATR)",conservative,ORB 15m breakout,299.97,15.0,-0.0,299.97
dynamic_conservative,LTA,EURUSD,M30,2026-05,2026-05-29 01:30:00,2026-05-29 10:00:00,SELL,1.16444,1.16568,3.0,1.16444,trail_stop,-0.0645,90,0.000418,0.0645,8.0,0.1562,,"max(structure,1.0ATR)",conservative,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure,299.97,15.0,-0.97,299.0
dynamic_conservative,ORB,BTCUSD,M15,2026-05,2026-05-30 23:15:00,2026-05-31 00:15:00,SELL,73723.53,73895.1,2.0,73895.1,loss,-1.0001,95,171.57,0.0001,1400.0,0.3125,2.1081,"max(structure,1.0ATR)",conservative,ORB 15m breakout,299.0,14.95,-14.95,284.05
dynamic_conservative,ORB,BTCUSD,M15,2026-05,2026-05-31 23:15:00,2026-06-01 00:15:00,SELL,73823.7,74107.22,2.0,73823.7,trail_stop,-0.0,95,283.52,0.0,1400.0,1.0,2.1457,"max(structure,1.0ATR)",conservative,ORB 15m breakout,284.05,14.2,-0.0,284.05
dynamic_conservative,ORB,XAGUSD,M15,2026-06,2026-06-01 23:15:00,2026-06-01 23:45:00,BUY,74.995,74.867,3.0,74.995,trail_stop,-0.0023,100,0.128,0.0023,30.0,0.0312,1.009,"max(structure,1.0ATR)",conservative,ORB 15m breakout,284.05,14.2,-0.03,284.02
dynamic_conservative,ORB,XAGUSD,M15,2026-06,2026-06-02 23:15:00,2026-06-03 00:15:00,SELL,74.601,75.001,2.0,75.001,loss,-1.0008,95,0.4,0.0007,30.0,0.1042,2.2108,"max(structure,1.0ATR)",conservative,ORB 15m breakout,284.02,14.2,-14.21,269.8
dynamic_conservative,LTA,US30,M15,2026-06,2026-06-03 05:15:00,2026-06-03 07:30:00,SELL,51352.7,51380.35679,3.0,51269.72963,win,2.9241,96,12.378571,0.0759,21.0,0.0208,,"max(structure,1.0ATR)",conservative,Entry Model 1 - Double Wick Confirmation,269.8,13.49,39.45,309.25
dynamic_conservative,LTA,US30,M15,2026-06,2026-06-04 01:00:00,2026-06-04 02:15:00,BUY,50824.8,50763.28857,3.0,50763.28857,loss,-1.0341,91,40.742857,0.0341,21.0,0.5417,,"max(structure,1.0ATR)",conservative,Entry Model 1 - Double Wick Confirmation,309.25,15.46,-15.99,293.26
dynamic_conservative,ORB,BTCUSD,M15,2026-06,2026-06-05 23:15:00,2026-06-06 00:00:00,SELL,61275.99,61782.438571,3.0,61275.99,trail_stop,-0.0,100,506.448571,0.0,1008.0,0.4688,0.9553,"max(structure,1.0ATR)",conservative,ORB 15m breakout,293.26,14.66,-0.0,293.26
dynamic_conservative,ORB,BTCUSD,M15,2026-06,2026-06-06 23:30:00,2026-06-07 00:45:00,BUY,60732.77,60511.48,3.0,60732.77,trail_stop,-0.0,100,221.29,0.0,1008.0,0.1354,1.2993,"max(structure,1.0ATR)",conservative,ORB 15m breakout,293.26,14.66,-0.0,293.26
dynamic_conservative,ORB,BTCUSD,M15,2026-06,2026-06-07 23:15:00,2026-06-08 01:00:00,BUY,63036.77,62505.334286,2.0,63036.77,trail_stop,-0.0,100,531.435714,0.0,1008.0,1.0,0.5165,"max(structure,1.0ATR)",conservative,ORB 15m breakout,293.26,14.66,-0.0,293.26
dynamic_conservative,ORB,XAGUSD,M15,2026-06,2026-06-08 23:15:00,2026-06-09 00:15:00,SELL,68.063,68.218714,3.0,67.595857,win,2.9981,100,0.155714,0.0019,30.0,0.0104,0.5394,"max(structure,1.0ATR)",conservative,ORB 15m breakout,293.26,14.66,43.96,337.22
dynamic_conservative,LTA,US30,M30,2026-06,2026-06-09 01:00:00,2026-06-09 13:30:00,BUY,50837.4,50697.78786,3.0,51256.23642,win,2.985,93,89.414286,0.015,21.0,0.4271,,"max(structure,1.0ATR)",conservative,Entry Model 1 - Double Wick Confirmation + Entry Model 3 - Confirmation of Internal Structure,337.22,16.86,50.33,387.55
dynamic_conservative,ORB,XAUUSD,M15,2026-06,2026-06-10 23:15:00,2026-06-11 01:30:00,BUY,4053.897,4023.761,2.0,4114.169,win,1.9999,95,30.136,0.0001,260.0,0.8646,2.2137,"max(structure,1.0ATR)",conservative,ORB 15m breakout,387.55,19.38,38.75,426.3
dynamic_conservative,ORB,XAGUSD,M15,2026-06,2026-06-11 00:15:00,2026-06-11 12:30:00,BUY,62.833,61.49,2.0,62.833,trail_stop,-0.0002,95,1.343,0.0002,30.0,0.9479,3.1264,"max(structure,1.0ATR)",conservative,ORB 15m breakout,426.3,21.32,-0.0,426.3
dynamic_conservative,ORB,BTCUSD,M15,2026-06,2026-06-12 23:15:00,2026-06-12 23:30:00,SELL,63403.7,63532.453571,3.0,63532.453571,loss,-1.0001,100,128.753571,0.0001,1000.0,0.5,0.6054,"max(structure,1.0ATR)",conservative,ORB 15m breakout,426.3,21.32,-21.32,404.98
dynamic_conservative,ORB,BTCUSD,M15,2026-06,2026-06-13 23:15:00,2026-06-13 23:30:00,BUY,64451.51,64329.964286,2.0,64451.51,trail_stop,-0.0001,95,121.545714,0.0001,1000.0,0.75,0.3575,"max(structure,1.0ATR)",conservative,ORB 15m breakout,404.98,20.25,-0.0,404.98
dynamic_conservative,ORB,BTCUSD,M15,2026-06,2026-06-14 23:15:00,2026-06-15 04:45:00,BUY,65596.87,65214.06,2.0,65596.87,trail_stop,-0.0,100,382.81,0.0,1000.0,1.0,1.2255,"max(structure,1.0ATR)",conservative,ORB 15m breakout,404.98,20.25,-0.0,404.98
dynamic_conservative,ORB,XAGUSD,M15,2026-06,2026-06-15 23:15:00,2026-06-16 00:45:00,SELL,69.909,70.053429,3.0,69.909,trail_stop,-0.0021,100,0.144429,0.0021,30.0,0.0104,0.5401,"max(structure,1.0ATR)",conservative,ORB 15m breakout,404.98,20.25,-0.04,404.94
dynamic_conservative,ORB,BTCUSD,M15,2026-06,2026-06-16 23:15:00,2026-06-17 01:30:00,SELL,65656.65,65799.541429,3.0,65656.65,trail_stop,-0.0001,100,142.891429,0.0001,1000.0,0.5,0.8359,"max(structure,1.0ATR)",conservative,ORB 15m breakout,404.94,20.25,-0.0,404.94
dynamic_conservative,ORB,BTCUSD,M15,2026-06,2026-06-17 23:15:00,2026-06-18 03:15:00,BUY,64353.81,64091.565,3.0,64353.81,trail_stop,-0.0,100,262.245,0.0,1000.0,0.6458,0.6405,"max(structure,1.0ATR)",conservative,ORB 15m breakout,404.94,20.25,-0.0,404.94
dynamic_conservative,LTA,EURUSD,M15,2026-06,2026-06-18 06:00:00,2026-06-18 07:15:00,BUY,1.15222,1.15093,3.0,1.15093,loss,-1.062,90,0.000427,0.062,8.0,0.25,,"max(structure,1.0ATR)",conservative,Entry Model 3 - Confirmation of Internal Structure,404.94,20.25,-21.5,383.43
dynamic_conservative,LTA,EURUSD,M30,2026-06,2026-06-19 01:30:00,2026-06-19 06:30:00,SELL,1.1453,1.14661,3.0,1.14399,trail_stop,0.9389,96,0.000589,0.0611,8.0,0.2708,,"max(structure,1.0ATR)",conservative,Entry Model 1 - Double Wick Confirmation,383.43,19.17,18.0,401.44
dynamic_conservative,ORB,BTCUSD,M15,2026-06,2026-06-20 23:15:00,2026-06-21 03:30:00,BUY,64223.71,64109.215714,3.0,64223.71,trail_stop,-0.0001,100,114.494286,0.0001,1000.0,0.2083,0.5198,"max(structure,1.0ATR)",conservative,ORB 15m breakout,401.44,20.07,-0.0,401.43
dynamic_conservative,ORB,BTCUSD,M15,2026-06,2026-06-21 23:15:00,2026-06-21 23:30:00,BUY,63713.77,63516.015,2.0,63516.015,loss,-1.0001,100,197.755,0.0001,1000.0,1.0,0.876,"max(structure,1.0ATR)",conservative,ORB 15m breakout,401.43,20.07,-20.07,381.36
dynamic_conservative,ORB,XAGUSD,M15,2026-06,2026-06-22 23:15:00,2026-06-23 00:15:00,SELL,65.003,65.150643,3.0,64.560071,win,2.998,100,0.147643,0.002,30.0,0.5,0.7992,"max(structure,1.0ATR)",conservative,ORB 15m breakout,381.36,19.07,57.17,438.53
dynamic_conservative,ORB,BTCUSD,M15,2026-06,2026-06-23 23:15:00,2026-06-24 00:30:00,BUY,62534.22,62399.476429,3.0,62938.450714,win,2.9999,100,134.743571,0.0001,1000.0,0.0104,0.928,"max(structure,1.0ATR)",conservative,ORB 15m breakout,438.53,21.93,65.78,504.3
dynamic_conservative,LTA,EURUSD,M30,2026-06,2026-06-24 00:00:00,2026-06-24 06:00:00,SELL,1.13742,1.13837,3.0,1.13742,trail_stop,-0.0842,98,0.000364,0.0842,8.0,0.0312,,"max(structure,1.0ATR)",conservative,Entry Model 1 - Double Wick Confirmation,504.3,25.22,-2.12,502.18
dynamic_conservative,ORB,BTCUSD,M15,2026-06,2026-06-25 23:15:00,2026-06-26 00:15:00,BUY,59869.72,59630.061429,3.0,59630.061429,loss,-1.0,100,239.658571,0.0,1000.0,0.6146,0.7222,"max(structure,1.0ATR)",conservative,ORB 15m breakout,502.18,25.11,-25.11,477.07
dynamic_conservative,LTA,EURUSD,M30,2026-06,2026-06-26 03:00:00,2026-06-26 08:00:00,BUY,1.13635,1.13531,3.0,1.13947,win,2.9231,94,0.000566,0.0769,8.0,0.1979,,"max(structure,1.0ATR)",conservative,Entry Model 3 - Confirmation of Internal Structure,477.07,23.85,69.73,546.8
