prague_day;start_balance;min_equity;daily_loss_usd;end_balance;max_margin_usd
2026.07.19;10000.00;10000.00;0.00;10000.00;0.00
2026.07.20;10000.00;10000.00;0.00;10000.00;0.00
2026.07.21;10000.00;10000.00;0.00;10000.00;0.00
2026.07.22;10000.00;10000.00;0.00;10000.00;0.00
2026.07.23;10000.00;10000.00;0.00;10000.00;0.00
2026.07.24;10000.00;10000.00;0.00;10000.00;0.00
2026.07.27;10000.00;10000.00;0.00;10000.00;0.00
2026.07.28;10000.00;9946.96;53.04;10049.63;2017.89
2026.07.29;10049.63;10049.63;0.00;10049.63;0.00
2026.07.30;10049.63;10049.63;0.00;10049.63;0.00
2026.07.31;10049.63;10049.63;0.00;10049.63;0.00
2026.08.03;10049.63;10049.63;0.00;10049.63;0.00
2026.08.04;10049.63;10049.63;0.00;10049.63;0.00
2026.08.05;10049.63;10049.63;0.00;10049.63;0.00
2026.08.06;10049.63;10049.63;0.00;10049.63;0.00
2026.08.07;10049.63;10049.63;0.00;10049.63;0.00
2026.08.10;10049.63;10049.63;0.00;10049.63;0.00
2026.08.11;10049.63;10049.63;0.00;10049.63;0.00
2026.08.12;10049.63;10049.63;0.00;10049.63;0.00
2026.08.13;10049.63;10049.63;0.00;10049.63;0.00
2026.08.14;10049.63;10049.63;0.00;10049.63;0.00
2026.08.17;10049.63;10049.63;0.00;10049.63;0.00
2026.08.18;10049.63;10049.63;0.00;10049.63;0.00
2026.08.19;10049.63;10049.63;0.00;10049.63;0.00
2026.08.20;10049.63;10049.63;0.00;10049.63;0.00
2026.08.21;10049.63;10049.63;0.00;10049.63;0.00
2026.08.24;10049.63;10049.63;0.00;10049.63;0.00
2026.08.25;10049.63;10049.63;0.00;10049.63;0.00
2026.08.26;10049.63;10049.63;0.00;10049.63;0.00
2026.08.27;10049.63;10046.66;2.97;10103.73;1377.39
2026.08.28;10103.73;10103.73;0.00;10103.73;0.00
2026.08.31;10103.73;10103.73;0.00;10103.73;0.00
2026.09.01;10103.73;10103.73;0.00;10103.73;0.00
2026.09.02;10103.73;10103.73;0.00;10103.73;0.00
2026.09.03;10103.73;10103.73;0.00;10103.73;0.00
2026.09.04;10103.73;10103.73;0.00;10103.73;0.00
2026.09.07;10103.73;10103.73;0.00;10103.73;0.00
2026.09.08;10103.73;10103.73;0.00;10103.73;0.00
2026.09.09;10103.73;10103.73;0.00;10103.73;0.00
2026.09.10;10103.73;10103.73;0.00;10103.73;0.00
2026.09.11;10103.73;10099.90;3.83;10161.99;875.06
2026.09.14;10161.99;10105.39;56.60;10220.16;1141.21
2026.09.15;10220.16;10200.56;19.60;10272.75;1428.09
2026.09.16;10272.75;10162.24;110.51;10162.24;1596.89
2026.09.17;10162.24;10162.24;0.00;10162.24;0.00
2026.09.18;10162.24;10162.24;0.00;10162.24;0.00
