starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,symbol
300.0,477.47,177.47,59.16,86,39,47,45.35,12.43,0.1445,0.0213,39.39,US30
300.0,387.05,87.05,29.02,22,10,12,45.45,6.04,0.2745,0.0001,15.14,XAUUSD
