starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,max_drawdown_pct,skipped_same_symbol_open,skipped_lot_too_small,skipped_guardrail,symbol
300.0,276.52,-23.48,-7.83,7,1,3,14.29,-2.0,7.89,2,0,103,BTCUSD
