time,balance,drawdown_pct,symbol,r_multiple
,10000.0,0.0,START,0.0
2026-05-25T04:55:00+00:00,10133.32,0.0,USDSGD,0.3333
2026-05-25T18:30:00+00:00,10741.32,0.0,USDSGD,1.5
2026-05-26T01:15:00+00:00,11254.5,0.0,USDSGD,1.1944
2026-05-26T15:30:00+00:00,10804.32,4.0,EURJPY,-1.0
2026-05-26T17:10:00+00:00,11122.35,1.17,USDSGD,0.7359
2026-05-27T05:55:00+00:00,11270.64,0.0,USDSGD,0.3333
2026-05-27T13:15:00+00:00,11796.61,0.0,USDSGD,1.1667
2026-05-27T14:15:00+00:00,11953.89,0.0,EURJPY,0.3333
2026-05-28T01:05:00+00:00,12671.12,0.0,USDSGD,1.5
2026-05-28T10:30:00+00:00,12840.05,0.0,USDSGD,0.3333
2026-05-28T14:25:00+00:00,13867.25,0.0,EURJPY,2.0
2026-05-29T00:55:00+00:00,14699.29,0.0,USDSGD,1.5
2026-05-29T03:20:00+00:00,14111.32,4.0,USDSGD,-1.0
2026-05-29T13:05:00+00:00,15009.25,0.0,EURJPY,1.5908
2026-06-01T13:05:00+00:00,15809.72,0.0,EURJPY,1.3333
2026-06-01T13:45:00+00:00,15177.33,4.0,USDSGD,-1.0
2026-06-01T18:05:00+00:00,16087.97,0.0,USDSGD,1.5
2026-06-02T01:15:00+00:00,16302.46,0.0,USDSGD,0.3333
2026-06-02T10:20:00+00:00,17280.61,0.0,USDSGD,1.5
2026-06-03T00:50:00+00:00,16589.38,4.0,USDSGD,-1.0
2026-06-03T04:25:00+00:00,15925.81,7.84,USDSGD,-1.0
2026-06-04T08:45:00+00:00,15288.77,11.53,USDSGD,-1.0
2026-06-04T15:30:00+00:00,15964.29,7.62,EURJPY,1.1046
2026-06-04T16:00:00+00:00,16709.32,3.31,USDSGD,1.1667
2026-06-05T03:30:00+00:00,17711.87,0.0,USDSGD,1.5
2026-06-05T07:15:00+00:00,18538.45,0.0,USDSGD,1.1667
