timestamp,percentage,depth,notional
2025-08-11 00:04:31,-4,8752.94300000,1025058169.56020000
2025-08-11 00:04:31,-3,7804.60100000,915949909.80940000
2025-08-11 00:04:31,-2,5617.32600000,662025300.20980000
2025-08-11 00:04:31,-1,1813.42400000,215162495.73160000
2025-08-11 00:04:31,1,2872.69100000,343797563.34930000
2025-08-11 00:04:31,2,3951.35900000,474161254.22690000
2025-08-11 00:04:31,3,4760.30100000,572908831.03570000
2025-08-11 00:04:31,4,5096.34600000,614324767.41040000
2025-08-11 00:04:31,5,5336.94900000,644311715.80040000
2025-08-11 00:05:04,-5,9296.55800000,1086862210.10110000
2025-08-11 00:05:04,-4,8733.75200000,1022760690.31130000
2025-08-11 00:05:04,-3,7814.04000000,916970058.53650000
2025-08-11 00:05:04,-2,5628.31900000,663259056.51690000
2025-08-11 00:05:04,-1,1818.36400000,215713966.53320000
2025-08-11 00:05:04,1,2887.17400000,345500442.23130000
2025-08-11 00:05:04,2,3969.98600000,476351801.33510000
2025-08-11 00:05:04,3,4743.97900000,570801626.20970000
2025-08-11 00:05:04,4,5119.96800000,617118897.34840000
2025-08-11 00:05:04,5,5360.68700000,647118944.83510000
2025-08-11 00:05:32,-5,9313.51800000,1088927215.31540000
2025-08-11 00:05:32,-4,8760.45000000,1025930500.46410000
2025-08-11 00:05:32,-3,7838.98700000,919933025.45990000
2025-08-11 00:05:32,-2,5655.00400000,666420164.28480000
2025-08-11 00:05:32,-1,1836.36300000,217856392.49990000
2025-08-11 00:05:32,1,2884.35300000,345154181.00480000
2025-08-11 00:05:32,2,3965.01300000,475748321.94640000
2025-08-11 00:05:32,3,4737.64200000,570032713.47410000
2025-08-11 00:05:32,4,5113.40000000,616321699.27520000
2025-08-11 00:05:32,5,5354.04000000,646311749.53200000
2025-08-11 00:06:03,-5,9316.84400000,1089539335.92150000
2025-08-11 00:06:03,-4,8766.94500000,1026887691.92660000
2025-08-11 00:06:03,-3,7839.14700000,920129127.68860000
2025-08-11 00:06:03,-2,5549.47700000,654226616.94090000
2025-08-11 00:06:03,-1,1780.12600000,211296224.93760000
2025-08-11 00:06:03,1,2901.27400000,347241090.38730000
2025-08-11 00:06:03,2,3975.79700000,477120975.62050000
2025-08-11 00:06:03,3,4772.75500000,574416930.60610000
2025-08-11 00:06:03,4,5100.19900000,614772956.62610000
2025-08-11 00:06:03,5,5339.15600000,644557684.28600000
2025-08-11 00:06:32,-5,9392.94600000,1098295330.73120000
2025-08-11 00:06:32,-4,8811.14200000,1032006781.45940000
2025-08-11 00:06:32,-3,7844.63200000,920784894.28940000
2025-08-11 00:06:32,-2,5494.55800000,647820572.74050000
2025-08-11 00:06:32,-1,1755.16300000,208357259.58310000
2025-08-11 00:06:32,1,2845.87300000,340650254.69200000
2025-08-11 00:06:32,2,3987.05600000,478661949.32590000
2025-08-11 00:06:32,3,4713.72000000,567431871.14990000
2025-08-11 00:06:32,4,5024.92800000,605795907.07410000
2025-08-11 00:06:32,5,5263.63400000,635550778.22000000
2025-08-11 00:07:01,-5,9367.26200000,1095199862.75200000
2025-08-11 00:07:01,-4,8789.98900000,1029434793.42390000
2025-08-11 00:07:01,-3,7834.64200000,919514419.31520000
2025-08-11 00:07:01,-2,5524.30500000,651216359.33360000
2025-08-11 00:07:01,-1,1767.90900000,209816253.32870000
2025-08-11 00:07:01,1,2960.45600000,354283543.67080000
2025-08-11 00:07:01,2,4044.76800000,485341749.78030000
2025-08-11 00:07:01,3,4841.78300000,582640898.60500000
2025-08-11 00:07:01,4,5170.51000000,623152241.79470000
2025-08-11 00:07:01,5,5409.97800000,652998676.26900000
2025-08-11 00:07:31,-5,9419.66300000,1101542447.65000000
2025-08-11 00:07:31,-4,8822.72800000,1033516962.55190000
2025-08-11 00:07:31,-3,7878.63800000,924858267.26870000
2025-08-11 00:07:31,-2,5527.05400000,651712089.89030000
2025-08-11 00:07:31,-1,1781.44300000,211504910.52520000
2025-08-11 00:07:31,1,2850.22800000,341187680.62570000
2025-08-11 00:07:31,2,3997.45100000,479939107.58610000
2025-08-11 00:07:31,3,4719.02700000,568094433.24520000
2025-08-11 00:07:31,4,5028.83000000,606288510.33740000
2025-08-11 00:07:31,5,5276.40600000,637156330.17420000
2025-08-11 00:08:00,-5,9408.74000000,1100240757.41690000
2025-08-11 00:08:00,-4,8810.43400000,1032058282.10420000
2025-08-11 00:08:00,-3,7866.31800000,923394890.72750000
2025-08-11 00:08:00,-2,5515.24700000,650306869.88890000
2025-08-11 00:08:00,-1,1767.23700000,209815943.28630000
2025-08-11 00:08:00,1,2939.28800000,351827231.30460000
2025-08-11 00:08:00,2,4089.93500000,490993512.40260000
2025-08-11 00:08:00,3,4812.22200000,579236215.49460000
2025-08-11 00:08:00,4,5122.09700000,617440129.81700000
2025-08-11 00:08:00,5,5368.93200000,648216172.45190000
2025-08-11 00:08:31,-5,9424.58300000,1102174347.01370000
2025-08-11 00:08:31,-4,8815.46800000,1032741842.56890000
2025-08-11 00:08:31,-3,7851.32700000,921749589.21940000
2025-08-11 00:08:31,-2,5436.02500000,641121660.45120000
2025-08-11 00:08:31,-1,1708.06300000,202880440.50700000
2025-08-11 00:08:31,1,2955.41200000,353814246.44320000
2025-08-11 00:08:31,2,4089.34100000,490979636.30590000
2025-08-11 00:08:31,3,4811.19700000,579177743.98750000
2025-08-11 00:08:31,4,5136.47900000,619299839.49050000
2025-08-11 00:08:31,5,5369.30600000,648348374.05400000
2025-08-11 00:09:03,-5,9404.29000000,1099683542.58870000
2025-08-11 00:09:03,-4,8796.34100000,1030401355.53170000
2025-08-11 00:09:03,-3,7842.18900000,920580728.04410000
2025-08-11 00:09:03,-2,5491.08300000,647480790.13420000
2025-08-11 00:09:03,-1,1729.26600000,205343641.11840000
2025-08-11 00:09:03,1,2980.60500000,356797913.03420000
2025-08-11 00:09:03,2,4123.99000000,495099961.49950000
2025-08-11 00:09:03,3,4843.04800000,582948988.20340000
2025-08-11 00:09:03,4,5171.74900000,623486008.40870000
2025-08-11 00:09:03,5,5402.62800000,652285375.81890000
2025-08-11 00:09:33,-5,9426.65600000,1102308944.10660000
2025-08-11 00:09:33,-4,8816.42000000,1032765256.39580000
2025-08-11 00:09:33,-3,7861.56600000,922863276.09590000
2025-08-11 00:09:33,-2,5508.84100000,649574824.22370000
2025-08-11 00:09:33,-1,1747.03900000,207441608.67120000
2025-08-11 00:09:33,1,2947.90400000,352874014.51830000
2025-08-11 00:09:33,2,4091.97800000,491259379.40780000
2025-08-11 00:09:33,3,4810.98500000,579101657.85800000
2025-08-11 00:09:33,4,5139.81300000,619653844.73020000
2025-08-11 00:09:33,5,5371.35000000,648535025.89870000
2025-08-11 00:10:06,-5,9383.72400000,1097137049.18790000
2025-08-11 00:10:06,-4,8805.21100000,1031233926.10730000
2025-08-11 00:10:06,-3,7849.33000000,921258411.45950000
2025-08-11 00:10:06,-2,5536.77400000,652705779.71070000
2025-08-11 00:10:06,-1,1845.23700000,218953590.53570000
2025-08-11 00:10:06,1,2928.25100000,350433837.28610000
2025-08-11 00:10:06,2,4046.56900000,485584896.22260000
2025-08-11 00:10:06,3,4856.56200000,584460052.61290000
2025-08-11 00:10:06,4,5186.09900000,625069584.26440000
2025-08-11 00:10:06,5,5426.73300000,655060097.79390000
2025-08-11 00:10:40,-5,9332.42900000,1090850113.07490000
2025-08-11 00:10:40,-4,8766.24900000,1026381063.01370000
2025-08-11 00:10:40,-3,7839.16700000,919772205.00880000
2025-08-11 00:10:40,-2,5632.19400000,663613770.12280000
2025-08-11 00:10:40,-1,1829.06500000,216895365.23240000
2025-08-11 00:10:40,1,2856.35700000,341713556.50620000
2025-08-11 00:10:40,2,3977.57700000,477166667.62660000
2025-08-11 00:10:40,3,4769.41100000,573778240.96040000
2025-08-11 00:10:40,4,5131.22500000,618333415.44530000
2025-08-11 00:10:40,5,5377.51500000,649014698.47100000
2025-08-11 00:11:01,-5,9275.88700000,1084347461.82010000
2025-08-11 00:11:01,-4,8720.05400000,1021046126.62150000
2025-08-11 00:11:01,-3,7800.30500000,915259477.41680000
2025-08-11 00:11:01,-2,5617.80100000,661926160.96340000
2025-08-11 00:11:01,-1,1779.90900000,211103330.08700000
2025-08-11 00:11:01,1,2878.97500000,344471747.38520000
2025-08-11 00:11:01,2,3988.46600000,478525183.33510000
2025-08-11 00:11:01,3,4768.04400000,573654028.83650000
2025-08-11 00:11:01,4,5134.06800000,618737675.70490000
2025-08-11 00:11:01,5,5373.40200000,648560969.43710000
2025-08-11 00:11:31,-5,9404.36200000,1099541852.62290000
2025-08-11 00:11:31,-4,8816.25500000,1032548514.74120000
2025-08-11 00:11:31,-3,7856.67500000,922143563.12090000
2025-08-11 00:11:31,-2,5558.66900000,655272374.21430000
2025-08-11 00:11:31,-1,1790.46200000,212495042.33380000
2025-08-11 00:11:31,1,2895.27600000,346512933.07860000
2025-08-11 00:11:31,2,3994.73000000,479387781.15580000
2025-08-11 00:11:31,3,4794.68000000,577044364.88560000
2025-08-11 00:11:31,4,5124.20900000,617655795.23780000
2025-08-11 00:11:31,5,5362.55300000,647362804.42930000
2025-08-11 00:12:00,-5,9336.89700000,1091472649.24730000
2025-08-11 00:12:00,-4,8760.42500000,1025815104.28600000
2025-08-11 00:12:00,-3,7807.00900000,916141084.45240000
2025-08-11 00:12:00,-2,5626.99900000,663077367.22180000
2025-08-11 00:12:00,-1,1742.32000000,206723325.67730000
2025-08-11 00:12:00,1,2899.70800000,347007345.52140000
2025-08-11 00:12:00,2,3996.64800000,479564183.84480000
2025-08-11 00:12:00,3,4769.54800000,573884052.01280000
2025-08-11 00:12:00,4,5136.07000000,619032263.20260000
2025-08-11 00:12:00,5,5377.29000000,649094664.21140000
2025-08-11 00:12:32,-5,9372.98000000,1095615932.99230000
2025-08-11 00:12:32,-4,8801.98300000,1030602539.08990000
2025-08-11 00:12:32,-3,7878.27000000,924385496.40720000
2025-08-11 00:12:32,-2,5668.35800000,667890673.41600000
2025-08-11 00:12:32,-1,1895.04400000,224701617.61560000
2025-08-11 00:12:32,1,2827.19700000,338236043.58880000
2025-08-11 00:12:32,2,3935.53800000,472121320.79340000
2025-08-11 00:12:32,3,4723.44600000,568251541.44980000
2025-08-11 00:12:32,4,5087.41200000,613069570.86620000
2025-08-11 00:12:32,5,5332.72300000,643627511.03590000
2025-08-11 00:13:03,-5,9343.02700000,1092139013.46110000
2025-08-11 00:13:03,-4,8776.97900000,1027683686.26640000
2025-08-11 00:13:03,-3,7850.94300000,921188928.94760000
2025-08-11 00:13:03,-2,5647.95100000,665486313.77340000
2025-08-11 00:13:03,-1,1835.29800000,217651529.06710000
2025-08-11 00:13:03,1,2884.49600000,345120979.17860000
2025-08-11 00:13:03,2,3973.79400000,476734439.82970000
2025-08-11 00:13:03,3,4749.99800000,571449072.90810000
2025-08-11 00:13:03,4,5116.92600000,616641335.59890000
2025-08-11 00:13:03,5,5357.29300000,646591530.16730000
2025-08-11 00:13:32,-5,9353.79800000,1093415915.37530000
2025-08-11 00:13:32,-4,8773.74500000,1027354427.51870000
2025-08-11 00:13:32,-3,7830.24000000,918827262.77210000
2025-08-11 00:13:32,-2,5643.94600000,665042542.29220000
2025-08-11 00:13:32,-1,1789.64500000,212284899.13180000
2025-08-11 00:13:32,1,2882.25100000,344899327.01400000
2025-08-11 00:13:32,2,3957.76400000,474867705.60340000
2025-08-11 00:13:32,3,4726.44200000,568672661.15360000
2025-08-11 00:13:32,4,5094.49300000,614009761.61870000
2025-08-11 00:13:32,5,5329.93500000,643350741.57530000
2025-08-11 00:14:04,-5,9369.48600000,1095275587.60920000
2025-08-11 00:14:04,-4,8795.85800000,1029955374.08330000
2025-08-11 00:14:04,-3,7855.37400000,921787684.05890000
2025-08-11 00:14:04,-2,5664.51500000,667481535.85990000
2025-08-11 00:14:04,-1,1823.46200000,216293194.22620000
2025-08-11 00:14:04,1,2853.08200000,341407792.61370000
2025-08-11 00:14:04,2,3939.89500000,472730759.45380000
2025-08-11 00:14:04,3,4708.25400000,566493840.33320000
2025-08-11 00:14:04,4,5075.77800000,611762969.06420000
2025-08-11 00:14:04,5,5313.37400000,641370111.93860000
2025-08-11 00:14:30,-5,9393.86000000,1098280573.38360000
2025-08-11 00:14:30,-4,8807.87700000,1031529273.26140000
2025-08-11 00:14:30,-3,7849.20300000,921227369.00430000
2025-08-11 00:14:30,-2,5549.47700000,654153691.21310000
2025-08-11 00:14:30,-1,1813.70300000,215205962.74450000
2025-08-11 00:14:30,1,2845.24200000,340524820.91880000
2025-08-11 00:14:30,2,3916.62400000,470007350.80810000
2025-08-11 00:14:30,3,4717.70700000,567802877.15900000
2025-08-11 00:14:30,4,5046.90900000,608376644.24620000
2025-08-11 00:14:30,5,5282.68500000,637764798.00750000
2025-08-11 00:15:02,-5,9331.64800000,1090928237.66320000
2025-08-11 00:15:02,-4,8749.40900000,1024604839.49290000
2025-08-11 00:15:02,-3,7794.01000000,914681004.39040000
2025-08-11 00:15:02,-2,5496.33000000,647845750.99580000
2025-08-11 00:15:02,-1,1770.28000000,210040580.67930000
2025-08-11 00:15:02,1,2859.25100000,342196786.60650000
2025-08-11 00:15:02,2,3928.87500000,471469574.53650000
2025-08-11 00:15:02,3,4730.49500000,569330124.79260000
2025-08-11 00:15:02,4,5057.98400000,609691531.16220000
2025-08-11 00:15:02,5,5295.38700000,639281298.76700000
2025-08-11 00:15:35,-5,9348.93600000,1092995325.35510000
2025-08-11 00:15:35,-4,8762.95100000,1026236211.91250000
2025-08-11 00:15:35,-3,7797.59900000,915157552.79500000
2025-08-11 00:15:35,-2,5446.71700000,642096753.04310000
2025-08-11 00:15:35,-1,1690.48300000,200654746.80130000
2025-08-11 00:15:35,1,2917.04500000,349150468.15530000
2025-08-11 00:15:35,2,4050.17700000,486184900.38170000
2025-08-11 00:15:35,3,4760.22600000,572916730.81550000
2025-08-11 00:15:35,4,5088.16600000,613339273.12840000
2025-08-11 00:15:35,5,5323.87100000,642722304.65150000
2025-08-11 00:16:00,-5,9350.35000000,1093160923.44570000
2025-08-11 00:16:00,-4,8764.42400000,1026407790.71880000
2025-08-11 00:16:00,-3,7798.19300000,915227496.34360000
2025-08-11 00:16:00,-2,5447.78900000,642221561.40120000
2025-08-11 00:16:00,-1,1689.21900000,200504644.17620000
2025-08-11 00:16:00,1,2925.22300000,350127850.63880000
2025-08-11 00:16:00,2,4057.70900000,487085304.51470000
2025-08-11 00:16:00,3,4767.89000000,573833235.02550000
2025-08-11 00:16:00,4,5095.87800000,614261703.53440000
2025-08-11 00:16:00,5,5331.57000000,643643119.76480000
2025-08-11 00:16:32,-5,9329.82500000,1090722117.52260000
2025-08-11 00:16:32,-4,8742.95200000,1023861857.30230000
2025-08-11 00:16:32,-3,7777.84100000,912810943.23300000
2025-08-11 00:16:32,-2,5427.53500000,639817517.38270000
2025-08-11 00:16:32,-1,1670.47200000,198275648.27400000
2025-08-11 00:16:32,1,2901.11200000,347237769.73210000
2025-08-11 00:16:32,2,4044.59900000,485519977.81520000
2025-08-11 00:16:32,3,4755.59300000,572365804.27930000
2025-08-11 00:16:32,4,5083.42000000,612773042.93840000
2025-08-11 00:16:32,5,5320.37500000,642311012.82170000
2025-08-11 00:17:01,-5,9332.49200000,1091061958.30590000
2025-08-11 00:17:01,-4,8740.99500000,1023669422.33100000
2025-08-11 00:17:01,-3,7781.45300000,913253948.39590000
2025-08-11 00:17:01,-2,5430.51200000,640184418.59060000
2025-08-11 00:17:01,-1,1673.18000000,198606309.41860000
2025-08-11 00:17:01,1,2912.59900000,348625275.05860000
2025-08-11 00:17:01,2,4044.36900000,485500712.28850000
2025-08-11 00:17:01,3,4770.76300000,574239849.34780000
2025-08-11 00:17:01,4,5082.99400000,612734252.04970000
2025-08-11 00:17:01,5,5318.18400000,642053454.05220000
2025-08-11 00:17:31,-5,9461.57200000,1106476038.60650000
2025-08-11 00:17:31,-4,8844.80800000,1036190182.38930000
2025-08-11 00:17:31,-3,7892.94300000,926631007.94360000
2025-08-11 00:17:31,-2,5546.92000000,654113685.36830000
2025-08-11 00:17:31,-1,1784.99700000,211967244.64280000
2025-08-11 00:17:31,1,2917.36700000,349235730.89660000
2025-08-11 00:17:31,2,4054.09000000,486733550.29960000
2025-08-11 00:17:31,3,4773.70300000,574653410.97850000
2025-08-11 00:17:31,4,5101.01300000,615022844.29090000
2025-08-11 00:17:31,5,5331.82100000,643816541.74150000
2025-08-11 00:18:02,-5,9400.64400000,1099186854.21110000
2025-08-11 00:18:02,-4,8819.24800000,1032957819.42310000
2025-08-11 00:18:02,-3,7872.42900000,924024613.04630000
2025-08-11 00:18:02,-2,5683.28900000,669878967.05350000
2025-08-11 00:18:02,-1,1860.30300000,220760892.50580000
2025-08-11 00:18:02,1,2885.76100000,345374018.63950000
2025-08-11 00:18:02,2,3965.22800000,475843150.68330000
2025-08-11 00:18:02,3,4765.70600000,573560460.05670000
2025-08-11 00:18:02,4,5096.84100000,614369003.06240000
2025-08-11 00:18:02,5,5334.93100000,644044101.54210000
2025-08-11 00:18:33,-5,9423.11300000,1101833588.18420000
2025-08-11 00:18:33,-4,8836.67000000,1035023511.16270000
2025-08-11 00:18:33,-3,7872.42700000,924074546.21810000
2025-08-11 00:18:33,-2,5578.22600000,657637120.12190000
2025-08-11 00:18:33,-1,1793.91200000,212937071.48760000
2025-08-11 00:18:33,1,2865.98900000,343025688.90790000
2025-08-11 00:18:33,2,3934.71800000,472214556.55090000
2025-08-11 00:18:33,3,4726.73300000,568909701.59840000
2025-08-11 00:18:33,4,5053.98300000,609243287.54900000
2025-08-11 00:18:33,5,5292.48500000,638971952.85710000
2025-08-11 00:19:01,-5,9336.30700000,1091565764.87540000
2025-08-11 00:19:01,-4,8725.37400000,1021947595.21280000
2025-08-11 00:19:01,-3,7780.90400000,913248407.97790000
2025-08-11 00:19:01,-2,5436.82000000,640969487.50040000
2025-08-11 00:19:01,-1,1694.78900000,201183872.54350000
2025-08-11 00:19:01,1,2888.45500000,345758491.06490000
2025-08-11 00:19:01,2,4022.42900000,482915028.66670000
2025-08-11 00:19:01,3,4746.60800000,571388829.65810000
2025-08-11 00:19:01,4,5056.30300000,609572637.08310000
2025-08-11 00:19:01,5,5301.99100000,640206767.63500000
2025-08-11 00:19:32,-5,9418.86800000,1101335987.02920000
2025-08-11 00:19:32,-4,8802.79700000,1031129934.77280000
2025-08-11 00:19:32,-3,7859.43700000,922555616.79260000
2025-08-11 00:19:32,-2,5512.95900000,649996142.87770000
2025-08-11 00:19:32,-1,1741.83200000,206774226.63030000
2025-08-11 00:19:32,1,2998.62400000,358956353.37740000
2025-08-11 00:19:32,2,4131.73200000,496013793.51710000
2025-08-11 00:19:32,3,4853.13300000,584150266.77530000
2025-08-11 00:19:32,4,5179.02100000,624342507.26850000
2025-08-11 00:19:32,5,5408.14500000,652922705.91290000
2025-08-11 00:20:06,-5,9396.88800000,1098667890.00290000
2025-08-11 00:20:06,-4,8810.86800000,1031910169.94730000
2025-08-11 00:20:06,-3,7851.80000000,921561605.98740000
2025-08-11 00:20:06,-2,5549.75300000,654215768.44510000
2025-08-11 00:20:06,-1,1842.66200000,218627864.19380000
2025-08-11 00:20:06,1,2942.60100000,352196513.79850000
2025-08-11 00:20:06,2,4025.78500000,483127202.80600000
2025-08-11 00:20:06,3,4820.34700000,580128998.14570000
2025-08-11 00:20:06,4,5149.03400000,620637289.00570000
2025-08-11 00:20:06,5,5386.91200000,650286116.47450000
2025-08-11 00:20:40,-5,9420.46800000,1101478852.69420000
2025-08-11 00:20:40,-4,8834.53800000,1034726998.46370000
2025-08-11 00:20:40,-3,7870.08300000,923753432.52360000
2025-08-11 00:20:40,-2,5573.04900000,656985574.52350000
2025-08-11 00:20:40,-1,1784.03800000,211731187.86110000
2025-08-11 00:20:40,1,2999.94800000,359055713.48510000
2025-08-11 00:20:40,2,4073.39400000,488818707.04060000
2025-08-11 00:20:40,3,4868.72200000,585918949.65890000
2025-08-11 00:20:40,4,5194.71800000,626099040.49810000
2025-08-11 00:20:40,5,5432.85100000,655781915.37710000
2025-08-11 00:21:01,-5,9419.56400000,1101407846.90410000
2025-08-11 00:21:01,-4,8803.47200000,1031199296.10000000
2025-08-11 00:21:01,-3,7860.22300000,922637602.23660000
2025-08-11 00:21:01,-2,5508.92600000,649515337.48350000
2025-08-11 00:21:01,-1,1740.39500000,206596093.49640000
2025-08-11 00:21:01,1,3000.48100000,359177735.19100000
2025-08-11 00:21:01,2,4132.67100000,496126700.37980000
2025-08-11 00:21:01,3,4853.61600000,584208016.52440000
2025-08-11 00:21:01,4,5181.48100000,624645162.70070000
2025-08-11 00:21:01,5,5408.94500000,653019496.57640000
2025-08-11 00:21:32,-5,9433.41800000,1103082321.91740000
2025-08-11 00:21:32,-4,8821.67100000,1033371565.71130000
2025-08-11 00:21:32,-3,7880.07100000,925006084.98130000
2025-08-11 00:21:32,-2,5529.31000000,651953923.23540000
2025-08-11 00:21:32,-1,1796.70500000,213276061.98480000
2025-08-11 00:21:32,1,3005.65900000,359797481.31080000
2025-08-11 00:21:32,2,4151.37200000,498372708.09130000
2025-08-11 00:21:32,3,4877.45200000,587077702.23590000
2025-08-11 00:21:32,4,5185.67800000,625079183.53580000
2025-08-11 00:21:32,5,5422.24800000,654569704.02070000
2025-08-11 00:22:03,-5,9456.07300000,1105846703.16590000
2025-08-11 00:22:03,-4,8838.10600000,1035418234.78770000
2025-08-11 00:22:03,-3,7894.76800000,926834211.23140000
2025-08-11 00:22:03,-2,5473.43700000,645514038.02730000
2025-08-11 00:22:03,-1,1785.79100000,212038095.90340000
2025-08-11 00:22:03,1,2990.51700000,358019768.65570000
2025-08-11 00:22:03,2,4127.38200000,495537635.73300000
2025-08-11 00:22:03,3,4852.16700000,584090979.00630000
2025-08-11 00:22:03,4,5176.58000000,624105063.71940000
2025-08-11 00:22:03,5,5407.42700000,652903731.82840000
2025-08-11 00:22:32,-5,9410.62000000,1100788334.98780000
2025-08-11 00:22:32,-4,8700.25600000,1019722866.96490000
2025-08-11 00:22:32,-3,7836.69800000,920211153.16020000
2025-08-11 00:22:32,-2,5284.15500000,623487068.14770000
