symbol,trades,wins,losses,win_rate_pct,profit_factor,net_r,ending_balance,return_pct,max_drawdown_pct,london_trades,new_york_trades,new_york_limit_trades,new_york_stop_trades,new_york_limit_win_rate_pct,new_york_limit_profit_factor_r,new_york_limit_net_r,new_york_stop_win_rate_pct,new_york_stop_profit_factor_r,new_york_stop_net_r,both_filled_days,limit_only_days,stop_only_days,max_concurrent_trades,max_planned_exposure_pct,locked_stop_exits,params,score
XAUUSD..,71,54,17,76.05633802816901,0.9009047672248705,-1.5000000000002633,983.4373009379092,-1.6562699062090847,5.001469067790518,0,71,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,50,"{""breakout_fraction"": 0.03, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": false, ""trade_new_york"": true, ""use_regime_filter"": false, ""volume_factor"": 0.0}",1.488355799370063
XAUUSD..,20,13,7,65.0,0.8474592761596622,-1.000000000000004,989.3592651951177,-1.0640734804882257,3.966680560545687,0,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,10,"{""breakout_fraction"": 0.03, ""distribution_rr"": 1.5, ""enable_distribution"": true, ""enable_fade"": true, ""fade_rr"": 1.5, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": false, ""trade_new_york"": true, ""use_regime_filter"": true, ""volume_factor"": 0.0}",1.3465845242920396
XAUUSD..,40,30,10,75.0,0.8127158610094423,-1.7999999999999314,981.2484667072774,-1.875153329272261,3.841661782920508,0,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,28,"{""breakout_fraction"": 0.03, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": true, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": true, ""use_regime_filter"": true, ""volume_factor"": 0.0}",1.2983486328728642
XAUUSD..,20,13,7,65.0,0.7984511205527259,-1.3500000000000527,985.8417255480333,-1.4158274451966713,3.50748206899211,0,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,11,"{""breakout_fraction"": 0.03, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": true, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": false, ""trade_new_york"": true, ""use_regime_filter"": true, ""volume_factor"": 0.0}",1.2190281376558385
XAUUSD..,17,12,5,70.58823529411765,1.0860366945955497,0.4999999999999868,1004.3517781668822,0.43517781668822586,2.970100000000002,0,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,10,"{""breakout_fraction"": 0.03, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": false, ""trade_new_york"": true, ""use_regime_filter"": true, ""volume_factor"": 0.0}",-999999983.0
XAUUSD..,17,12,5,70.58823529411765,1.157969237550175,0.8500000000000356,1007.9353627401139,0.7935362740113971,2.970100000000002,0,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,9,"{""breakout_fraction"": 0.03, ""distribution_rr"": 1.5, ""enable_distribution"": false, ""enable_fade"": true, ""fade_rr"": 1.5, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": false, ""trade_new_york"": true, ""use_regime_filter"": true, ""volume_factor"": 0.0}",-999999983.0
XAUUSD..,17,12,5,70.58823529411765,1.4708034670506835,2.4999999999999867,1024.1414854452573,2.4141485445257294,2.970099999999991,0,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,10,"{""breakout_fraction"": 0.03, ""distribution_rr"": 3.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": false, ""trade_new_york"": true, ""use_regime_filter"": true, ""volume_factor"": 0.0}",-999999983.0
XAUUSD..,16,14,2,87.5,1.7132819125170333,1.4500000000000415,1014.3756807560104,1.4375680756010478,1.0000000000000004,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,13,"{""breakout_fraction"": 0.03, ""distribution_rr"": 1.5, ""enable_distribution"": false, ""enable_fade"": true, ""fade_rr"": 1.5, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": true, ""volume_factor"": 0.0}",-999999984.0
XAUUSD..,16,14,2,87.5,1.0441563519839716,0.10000000000009546,1000.8839845095029,0.08839845095027776,1.1045955393776543,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,14,"{""breakout_fraction"": 0.03, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": true, ""volume_factor"": 0.0}",-999999984.0
XAUUSD..,16,14,2,87.5,1.0441563519839716,0.10000000000009546,1000.8839845095029,0.08839845095027776,1.1045955393776543,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,14,"{""breakout_fraction"": 0.03, ""distribution_rr"": 3.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": true, ""volume_factor"": 0.0}",-999999984.0
XAUUSD..,15,13,2,86.66666666666667,2.743752062671027,3.6500000000000044,1036.6477815952946,3.664778159529458,1.9899999999999904,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,11,"{""breakout_fraction"": 0.03, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": true, ""volume_factor"": 0.0}",-999999985.0
XAUUSD..,15,13,2,86.66666666666667,2.2738153471723406,2.6500000000000066,1026.5094778873631,2.650947788736313,1.9900000000000015,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,11,"{""breakout_fraction"": 0.03, ""distribution_rr"": 1.5, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 1.5, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": true, ""volume_factor"": 0.0}",-999999985.0
XAUUSD..,15,13,2,86.66666666666667,3.6631773738358318,5.650000000000004,1057.0738480338791,5.707384803387905,1.990000000000007,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,11,"{""breakout_fraction"": 0.03, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": true, ""volume_factor"": 0.0}",-999999985.0
XAUUSD..,14,9,5,64.28571428571429,0.6357810265953244,-1.8000000000000318,981.7112634054041,-1.8288736594595845,4.185609532963438,0,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,8,"{""breakout_fraction"": 0.03, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 2.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": false, ""trade_new_york"": true, ""use_regime_filter"": true, ""volume_factor"": 0.0}",-999999986.0
XAUUSD..,14,9,5,64.28571428571429,0.8291298956995115,-0.8000000000000318,991.3358836348687,-0.8664116365131314,4.185609532963442,0,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,8,"{""breakout_fraction"": 0.03, ""distribution_rr"": 3.0, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 3.0, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": false, ""trade_new_york"": true, ""use_regime_filter"": true, ""volume_factor"": 0.0}",-999999986.0
XAUUSD..,14,9,5,64.28571428571429,0.5376779058183155,-2.30000000000007,976.8989532906714,-2.3101046709328554,4.185609532963427,0,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0,8,"{""breakout_fraction"": 0.03, ""distribution_rr"": 1.5, ""enable_distribution"": true, ""enable_fade"": false, ""fade_rr"": 1.5, ""london_window_minutes"": 240, ""max_trades_per_day"": 2, ""ny_window_minutes"": 180, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": false, ""trade_new_york"": true, ""use_regime_filter"": true, ""volume_factor"": 0.0}",-999999986.0
