time,balance,floating_pnl,equity,peak,drawdown_usd,drawdown_pct
2026-06-02T12:00:00+00:00,1000.0,0.0,1000.0,1000.0,0.0,0.0
2026-06-02T16:00:00+00:00,1000.0,0.0,1000.0,1000.0,0.0,0.0
2026-06-02T20:00:00+00:00,1000.0,0.0,1000.0,1000.0,0.0,0.0
2026-06-03T00:00:00+00:00,1000.0,0.0,1000.0,1000.0,0.0,0.0
2026-06-03T04:00:00+00:00,1000.0,0.0,1000.0,1000.0,0.0,0.0
2026-06-03T08:00:00+00:00,1000.0,0.0,1000.0,1000.0,0.0,0.0
2026-06-03T12:00:00+00:00,1000.0,-168.7,831.3,1000.0,168.70000000000005,16.870000000000005
2026-06-03T16:00:00+00:00,1000.0,16.3,1016.3,1016.3,0.0,0.0
2026-06-03T20:00:00+00:00,1000.0,90.8,1090.8,1090.8,0.0,0.0
2026-06-04T00:00:00+00:00,1000.0,-49.2,950.8,1090.8,140.0,12.834616795012835
2026-06-04T04:00:00+00:00,1000.0,-375.1,624.9,1090.8,465.9,42.71177117711771
2026-06-04T08:00:00+00:00,1000.0,-198.1,801.9,1090.8,288.9,26.48514851485149
2026-06-04T12:00:00+00:00,1000.0,-605.5,394.5,1090.8,696.3,63.83388338833883
2026-06-04T16:00:00+00:00,1000.0,-392.9,607.1,1090.8,483.69999999999993,44.34360102676934
2026-06-04T20:00:00+00:00,1000.0,-318.7,681.3,1090.8,409.5,37.54125412541254
2026-06-05T00:00:00+00:00,1000.0,-158.6,841.4,1090.8,249.39999999999998,22.863953061972865
2026-06-05T04:00:00+00:00,841.4,-146.3,695.0999999999999,1090.8,395.70000000000005,36.276127612761286
2026-06-05T08:00:00+00:00,841.4,31.8,873.1999999999999,1090.8,217.60000000000002,19.94866153281995
2026-06-05T12:00:00+00:00,841.4,-535.1,306.29999999999995,1090.8,784.5,71.91969196919692
2026-06-05T16:00:00+00:00,841.4,-1150.3,-308.9,1090.8,1399.6999999999998,128.3186651998533
2026-06-05T20:00:00+00:00,-303.0999999999999,172.4,-130.6999999999999,1090.8,1221.4999999999998,111.98203153648696
2026-06-08T00:00:00+00:00,-303.0999999999999,27.2,-275.8999999999999,1090.8,1366.6999999999998,125.29336266960027
2026-06-08T04:00:00+00:00,-303.0999999999999,322.1,19.000000000000114,1090.8,1071.7999999999997,98.25815914924824
2026-06-08T08:00:00+00:00,-303.0999999999999,560.8,257.70000000000005,1090.8,833.0999999999999,76.37513751375137
2026-06-08T12:00:00+00:00,-303.0999999999999,117.9,-185.1999999999999,1090.8,1275.9999999999998,116.97836450311696
2026-06-08T16:00:00+00:00,-303.0999999999999,42.5,-260.5999999999999,1090.8,1351.3999999999999,123.89072240557388
2026-06-08T20:00:00+00:00,-303.0999999999999,150.4,-152.6999999999999,1090.8,1243.4999999999998,113.99889988998899
2026-06-09T00:00:00+00:00,-303.0999999999999,250.3,-52.7999999999999,1090.8,1143.6,104.84048404840485
2026-06-09T04:00:00+00:00,-303.0999999999999,125.3,-177.7999999999999,1090.8,1268.6,116.2999633296663
2026-06-09T08:00:00+00:00,-303.0999999999999,183.3,-119.7999999999999,1090.8,1210.6,110.98276494316097
2026-06-09T12:00:00+00:00,-119.59999999999991,145.8,26.200000000000102,1090.8,1064.6,97.59809314264758
2026-06-09T16:00:00+00:00,-119.59999999999991,-748.6,-868.1999999999999,1090.8,1959.0,179.5929592959296
2026-06-09T20:00:00+00:00,-119.59999999999991,-673.6,-793.1999999999999,1090.8,1884.0,172.71727172717272
2026-06-10T00:00:00+00:00,-119.59999999999991,-1085.8,-1205.3999999999999,1090.8,2296.2,210.5060506050605
2026-06-10T04:00:00+00:00,-119.59999999999991,-1520.0,-1639.6,1090.8,2730.3999999999996,250.31169783645032
2026-06-10T08:00:00+00:00,-119.59999999999991,-1578.3,-1697.8999999999999,1090.8,2788.7,255.65639897323064
2026-06-10T12:00:00+00:00,-119.59999999999991,-1798.0,-1917.6,1090.8,3008.3999999999996,275.79757975797577
2026-06-10T16:00:00+00:00,-119.59999999999991,-2048.3,-2167.9,1090.8,3258.7,298.74404107077373
2026-06-10T20:00:00+00:00,-2167.9,503.3,-1664.6000000000001,1090.8,2755.4,252.60359369270265
2026-06-11T00:00:00+00:00,-2167.9,457.8,-1710.1000000000001,1090.8,2800.9,256.7748441510818
2026-06-11T04:00:00+00:00,-2167.9,390.2,-1777.7,1090.8,2868.5,262.972130546388
2026-06-11T08:00:00+00:00,-2167.9,372.7,-1795.2,1090.8,2886.0,264.5764576457646
2026-06-11T12:00:00+00:00,-2167.9,398.5,-1769.4,1090.8,2860.2,262.2112211221122
2026-06-11T16:00:00+00:00,-2167.9,415.1,-1752.8000000000002,1090.8,2843.6000000000004,260.68940227356075
2026-06-11T20:00:00+00:00,-2167.9,-890.8,-3058.7,1090.8,4149.5,380.4088742207554
2026-06-12T00:00:00+00:00,-2167.9,-865.3,-3033.2,1090.8,4124.0,378.07114044737807
2026-06-12T04:00:00+00:00,-3032.6000000000004,-184.9,-3217.5000000000005,1090.8,4308.3,394.96699669967
2026-06-12T08:00:00+00:00,-3032.6000000000004,111.7,-2920.9000000000005,1090.8,4011.7000000000007,367.7759442610929
2026-06-12T12:00:00+00:00,-3032.6000000000004,-166.7,-3199.3,1090.8,4290.1,393.2984965163183
2026-06-12T16:00:00+00:00,-3032.6000000000004,75.4,-2957.2000000000003,1090.8,4048.0,371.1037770443711
2026-06-12T20:00:00+00:00,-3032.6000000000004,85.9,-2946.7000000000003,1090.8,4037.5,370.14118078474513
2026-06-15T00:00:00+00:00,-3032.6000000000004,841.2,-2191.4000000000005,1090.8,3282.2000000000007,300.898423175651
2026-06-15T04:00:00+00:00,-3032.6000000000004,1197.9,-1834.7000000000003,1090.8,2925.5,268.19765309864323
2026-06-15T08:00:00+00:00,-3032.6000000000004,1257.9,-1774.7000000000003,1090.8,2865.5,262.6971030436377
2026-06-15T12:00:00+00:00,-3032.6000000000004,1405.9,-1626.7000000000003,1090.8,2717.5,249.12907957462414
2026-06-15T16:00:00+00:00,-3032.6000000000004,1307.7,-1724.9000000000003,1090.8,2815.7000000000003,258.1316464979832
2026-06-15T20:00:00+00:00,-3032.6000000000004,1007.0,-2025.6000000000004,1090.8,3116.4000000000005,285.6985698569857
2026-06-16T00:00:00+00:00,-3032.6000000000004,1107.7,-1924.9000000000003,1090.8,3015.7000000000003,276.4668133480015
2026-06-16T04:00:00+00:00,-3032.6000000000004,1140.4,-1892.2000000000003,1090.8,2983.0,273.46901356802346
2026-06-16T08:00:00+00:00,-3032.6000000000004,1385.3,-1647.3000000000004,1090.8,2738.1000000000004,251.01760176017603
2026-06-16T12:00:00+00:00,-3032.6000000000004,1462.1,-1570.5000000000005,1090.8,2661.3,243.97689768976903
2026-06-16T16:00:00+00:00,-3032.6000000000004,1321.7,-1710.9000000000003,1090.8,2801.7000000000003,256.8481848184819
2026-06-16T20:00:00+00:00,-1712.3000000000002,89.7,-1622.6000000000001,1090.8,2713.4,248.75320865419877
2026-06-17T00:00:00+00:00,-1712.3000000000002,31.2,-1681.1000000000001,1090.8,2771.9,254.11624495782914
2026-06-17T04:00:00+00:00,-1712.3000000000002,135.0,-1577.3000000000002,1090.8,2668.1000000000004,244.60029336266965
2026-06-17T08:00:00+00:00,-1712.3000000000002,154.4,-1557.9,1090.8,2648.7,242.8217821782178
2026-06-17T12:00:00+00:00,-1712.3000000000002,65.9,-1646.4,1090.8,2737.2,250.93509350935093
2026-06-17T16:00:00+00:00,-1712.3000000000002,-192.7,-1905.0000000000002,1090.8,2995.8,274.6424642464247
