Date,STMT,PC,ME
1994-02-04,0.074287169844399,NA,0.07884819125546283
1994-03-22,-0.02617159271397226,NA,-0.02753532411440487
1994-04-18,0.059073532744503963,NA,0.06318876260881179
1994-05-17,-0.01930527168811839,NA,-0.01972420434561081
1994-07-06,0.006557925152612117,NA,0.008235284170092016
1994-08-16,0.02579193644488681,NA,0.028313900997027183
1994-09-27,-0.010756919189529724,NA,-0.010726410486382253
1994-11-15,0.031211441516976902,NA,0.03398041101645387
1994-12-20,-0.018141556927265573,NA,-0.019101068510469246
1995-02-01,0.04989787379812948,NA,0.0540597289071696
1995-03-28,0.015664204235543887,NA,0.017397663208005596
1995-05-23,9.559324050778858e-4,NA,0.0018645015441173273
1995-07-06,-0.13507087162816353,NA,-0.14279717594737074
1995-08-22,0.03061895376200309,NA,0.033287303762475726
1995-09-26,0.04152900266992843,NA,0.04512343623990884
1995-11-15,0.01431092828668628,NA,0.015647942121043118
1995-12-19,-0.03072655726850617,NA,-0.03221962244808791
1996-01-31,-0.013997050912651571,NA,-0.01393362190896438
1996-03-26,0.01707953722095802,NA,0.01877067355585693
1996-05-21,0.015880901855147095,NA,0.017652057398830037
1996-07-03,-0.007735298931742458,NA,-0.007409614202794225
1996-08-20,0.005730828636342416,NA,0.0068564995366366295
1996-09-24,-0.062090659874301624,NA,-0.06569789000859115
1996-11-13,-0.0022681638387549636,NA,-0.0014472285944219104
1996-12-17,0.009446079635661438,NA,0.010600264330284806
1997-02-05,0.007084405098048176,NA,0.008123811749868376
1997-03-25,0.03919277313601706,NA,0.042470573371034964
1997-05-20,-0.034491593697479395,NA,-0.036216626226022106
1997-07-02,0.004089177525792808,NA,0.005243175234297608
1997-08-19,0.010025262841573674,NA,0.011427519220255462
1997-09-30,0.002511250389649663,NA,0.0034417125631548305
1997-11-12,-0.017682264467147605,NA,-0.018033185867236377
1997-12-16,0.00914008948092582,NA,0.010432047667800289
1998-02-04,0.018483599405487383,NA,0.020486782918542223
1998-03-31,0.002653278427651893,NA,0.0035096876690021775
1998-05-19,-0.006157337899276722,NA,-0.005796983791245722
1998-07-01,-0.01738231767516535,NA,-0.01773078232011136
1998-08-18,0.014910574773013146,NA,0.01663026116261786
1998-09-29,0.027454791211019104,NA,0.030469485923953845
