starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,symbol
300.0,355.62,55.62,18.54,16,9,7,56.25,3.91,0.2442,0.0198,12.8,US30
300.0,300.26,0.26,0.09,3,2,1,66.67,0.02,0.007,0.0001,1.36,XAUUSD
