symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr,risk_per_lot,lot_min,lot_max,lot_step
US100,30,1.1111111111111112,2025-12,2025-12-30,2025-12-30 08:30:00,2025-12-30 13:45:00,BUY,25546.81,25510.81,25586.81,25510.81,loss,-1.0533,0.0533,192.0,-36.0,25546.81,25520.53,1.9522,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2025-12,2025-12-31,2025-12-31 08:30:00,2025-12-31 12:00:00,SELL,25399.04,25435.04,25359.04,25435.04,loss,-1.06,0.06,216.0,-36.0,25424.59,25399.04,1.7889,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-01,2026-01-06,2026-01-06 08:30:00,2026-01-06 09:15:00,SELL,25387.62,25423.62,25347.62,25423.62,loss,-1.06,0.06,216.0,-36.0,25486.96,25387.62,9.801,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-01,2026-01-07,2026-01-07 08:45:00,2026-01-07 14:30:00,SELL,25599.15,25635.15,25559.15,25635.15,loss,-1.06,0.06,216.0,-36.0,25627.02,25599.15,2.4332,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-01,2026-01-08,2026-01-08 08:30:00,2026-01-08 10:00:00,BUY,25630.09,25594.09,25670.09,25594.09,loss,-1.06,0.06,216.0,-36.0,25630.09,25591.17,1.3751,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-01,2026-01-13,2026-01-13 08:30:00,2026-01-13 13:30:00,SELL,25759.55,25795.55,25719.55,25795.55,loss,-1.06,0.06,216.0,-36.0,25781.85,25759.55,1.4592,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-01,2026-01-14,2026-01-14 08:30:00,2026-01-14 10:15:00,SELL,25705.4,25741.4,25665.4,25665.4,win,1.0511,0.06,216.0,40.0,25728.69,25705.4,1.5419,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-01,2026-01-15,2026-01-15 09:00:00,2026-01-15 09:15:00,BUY,25601.44,25565.44,25641.44,25641.44,win,1.0511,0.06,216.0,40.0,25601.44,25530.34,2.486,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-01,2026-01-20,2026-01-20 08:30:00,2026-01-20 08:30:00,SELL,25098.24,25134.24,25058.24,25058.24,win,1.0511,0.06,216.0,40.0,25162.11,25098.24,1.7833,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-01,2026-01-21,2026-01-21 09:00:00,2026-01-21 09:45:00,SELL,25070.55,25106.55,25030.55,25030.55,win,1.0511,0.06,216.0,40.0,25108.74,25070.55,1.9621,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-01,2026-01-22,2026-01-22 08:30:00,2026-01-22 09:15:00,BUY,25546.27,25510.27,25586.27,25586.27,win,1.0511,0.06,216.0,40.0,25546.27,25460.47,2.8689,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-01,2026-01-27,2026-01-27 08:30:00,2026-01-27 11:30:00,SELL,25866.54,25902.54,25826.54,25902.54,loss,-1.06,0.06,216.0,-36.0,25903.02,25866.54,2.6846,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-01,2026-01-28,2026-01-28 08:45:00,2026-01-28 10:30:00,SELL,26168.2,26204.2,26128.2,26204.2,loss,-1.06,0.06,216.0,-36.0,26222.26,26168.2,2.4658,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-01,2026-01-29,2026-01-29 09:45:00,2026-01-29 10:45:00,SELL,26118.43,26154.43,26078.43,26078.43,win,1.0511,0.06,216.0,40.0,26171.25,26118.43,2.601,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-02,2026-02-03,2026-02-03 08:30:00,2026-02-03 10:30:00,SELL,25897.35,25933.35,25857.35,25857.35,win,1.0511,0.06,216.0,40.0,25930.25,25897.35,1.5827,36.0,0.01,500.0,0.01
US100,30,1.1111111111111112,2026-02,2026-02-04,2026-02-04 08:30:00,2026-02-04 08:30:00,SELL,25319.04,25355.04,25279.04,25355.04,loss,-1.06,0.06,216.0,-36.0,25418.43,25319.04,4.4038,36.0,0.01,500.0,0.01
