month,day,symbol,side,leg,legs,entry_time,exit_time,entry,sl,initial_sl,tp,exit_price,lot,pnl,balance_after,exit_kind,execution_mode
2025-08,2025-08-18,XAUUSD-VIP,buy,1,1,2025-08-18T06:00:00+00:00,2025-08-18T06:10:00+00:00,3350.58,3346.6308,3346.6308,3356.89873,3349.58,0.1,-10.0,311.05,regime,silver_optimized
2025-08,2025-08-18,XAUUSD-VIP,buy,1,1,2025-08-18T07:00:00+00:00,2025-08-18T07:05:00+00:00,3349.74,3345.92124,3345.92124,3355.85002,3349.61593,0.1,-1.24,309.81,trail,silver_optimized
2025-08,2025-08-18,XAGUSD-VIP,buy,1,1,2025-08-18T23:36:00+00:00,2025-08-18T23:44:00+00:00,38.049,38.01623,38.01623,38.10089,38.026,0.1,-11.5,298.31,regime,silver_optimized
2025-08,2025-08-18,XAGUSD-VIP,buy,1,1,2025-08-18T23:40:00+00:00,2025-08-18T23:44:00+00:00,38.056,38.02368,38.02368,38.10717,38.03176,0.1,-12.12,286.19,trail,silver_optimized
2025-08,2025-08-19,XAGUSD-VIP,buy,1,1,2025-08-19T00:12:00+00:00,2025-08-19T00:20:00+00:00,38.066,38.01174,38.01174,38.15192,38.065,0.1,-0.5,285.69,regime,silver_optimized
2025-08,2025-08-19,CL-OIL-VIP,sell,1,1,2025-08-19T14:20:00+00:00,2025-08-19T15:00:00+00:00,62.055,62.47222,62.47222,61.39124,62.135,0.1,-8.0,277.69,regime,silver_optimized
2025-08,2025-08-21,XAGUSD-VIP,buy,1,1,2025-08-21T02:00:00+00:00,2025-08-21T02:04:00+00:00,37.869,37.80166,37.80166,37.97562,37.85649,0.1,-6.25,271.44,trail,silver_optimized
2025-08,2025-08-21,XAGUSD-VIP,buy,1,1,2025-08-21T02:28:00+00:00,2025-08-21T02:44:00+00:00,37.87,37.80413,37.80413,37.97429,37.8576,0.1,-6.2,265.24,trail,silver_optimized
2025-08,2025-08-21,XAGUSD-VIP,buy,1,1,2025-08-21T02:44:00+00:00,2025-08-21T02:52:00+00:00,37.9,37.83027,37.83027,38.0104,37.862,0.1,-19.0,246.24,regime,silver_optimized
2025-08,2025-08-21,XAGUSD-VIP,buy,1,1,2025-08-21T03:08:00+00:00,2025-08-21T03:16:00+00:00,37.874,37.80652,37.80652,37.98085,37.852,0.1,-11.0,235.24,regime,silver_optimized
2025-08,2025-08-22,XAGUSD-VIP,buy,1,1,2025-08-22T02:00:00+00:00,2025-08-22T02:32:00+00:00,38.12,38.06795,38.06795,38.20241,38.13696,0.1,8.48,243.72,trail,silver_optimized
2025-08,2025-08-22,XAUUSD-VIP,sell,1,1,2025-08-22T06:00:00+00:00,2025-08-22T06:20:00+00:00,3328.44,3331.11246,3331.11246,3324.16407,3328.97434,0.1,-5.34,238.38,trail,silver_optimized
2025-08,2025-08-22,XAUUSD-VIP,sell,1,1,2025-08-22T06:10:00+00:00,2025-08-22T06:20:00+00:00,3329.37,3332.10911,3332.10911,3324.98742,3329.02433,0.1,3.46,241.84,trail,silver_optimized
2025-08,2025-08-22,XAUUSD-VIP,sell,1,1,2025-08-22T06:20:00+00:00,2025-08-22T06:50:00+00:00,3327.35,3330.38035,3330.38035,3322.50143,3327.97277,0.1,-6.23,235.61,trail,silver_optimized
2025-08,2025-08-22,XAUUSD-VIP,sell,1,1,2025-08-22T07:30:00+00:00,2025-08-22T08:00:00+00:00,3330.34,3333.81415,3333.81415,3324.78136,3328.38561,0.1,19.54,255.15,trail,silver_optimized
2025-08,2025-08-22,XAGUSD-VIP,buy,1,1,2025-08-22T20:16:00+00:00,2025-08-22T20:28:00+00:00,38.937,38.87144,38.87144,39.0408,38.906,0.1,-15.5,239.65,regime,silver_optimized
2025-08,2025-08-25,XAUUSD-VIP,buy,1,1,2025-08-25T10:30:00+00:00,2025-08-25T10:40:00+00:00,3367.62,3364.94247,3364.94247,3371.90404,3367.01,0.1,-6.1,233.55,regime,silver_optimized
2025-08,2025-08-27,XAGUSD-VIP,buy,1,1,2025-08-27T00:12:00+00:00,2025-08-27T00:20:00+00:00,38.654,38.6063,38.6063,38.72952,38.636,0.1,-9.0,224.55,regime,silver_optimized
2025-08,2025-08-28,XAGUSD-VIP,buy,1,1,2025-08-28T05:24:00+00:00,2025-08-28T05:40:00+00:00,38.725,38.67432,38.67432,38.80525,38.686,0.1,-19.5,205.05,regime,silver_optimized
2025-08,2025-08-28,XAUUSD-VIP,buy,1,1,2025-08-28T10:45:00+00:00,2025-08-28T10:55:00+00:00,3397.27,3394.14853,3394.14853,3402.26436,3396.97,0.1,-3.0,202.05,regime,silver_optimized
2025-08,2025-08-28,XAGUSD-VIP,buy,1,1,2025-08-28T19:52:00+00:00,2025-08-28T20:00:00+00:00,39.08,39.03082,39.03082,39.15787,39.072,0.1,-4.0,198.05,regime,silver_optimized
2025-08,2025-08-28,XAGUSD-VIP,buy,1,1,2025-08-28T19:44:00+00:00,2025-08-28T20:04:00+00:00,39.055,39.00689,39.00689,39.13117,39.06692,0.1,5.96,204.01,trail,silver_optimized
2025-09,2025-09-09,XAGUSD-VIP,buy,1,1,2025-09-08T23:12:00+00:00,2025-09-09T00:00:00+00:00,41.308,41.26335,41.26335,41.37869,41.295,0.1,-6.5,197.51,regime,silver_optimized
2025-09,2025-09-09,XAGUSD-VIP,buy,1,1,2025-09-08T23:40:00+00:00,2025-09-09T00:00:00+00:00,41.307,41.26389,41.26389,41.37526,41.295,0.1,-6.0,191.51,regime,silver_optimized
2025-09,2025-09-09,XAGUSD-VIP,buy,1,1,2025-09-08T23:48:00+00:00,2025-09-09T00:00:00+00:00,41.315,41.273,41.273,41.3815,41.295,0.1,-10.0,181.51,regime,silver_optimized
2025-09,2025-09-09,XAGUSD-VIP,buy,1,1,2025-09-08T23:56:00+00:00,2025-09-09T00:00:00+00:00,41.307,41.2652,41.2652,41.37318,41.29165,0.1,-7.67,173.84,trail,silver_optimized
2025-09,2025-09-09,XAGUSD-VIP,buy,1,1,2025-09-09T00:12:00+00:00,2025-09-09T00:40:00+00:00,41.322,41.26792,41.26792,41.40763,41.29644,0.1,-12.78,161.06,trail,silver_optimized
2025-09,2025-09-15,XAGUSD-VIP,buy,1,1,2025-09-15T23:04:00+00:00,2025-09-15T23:24:00+00:00,42.631,42.58727,42.58727,42.70024,42.607,0.1,-12.0,149.06,regime,silver_optimized
2025-09,2025-09-15,XAGUSD-VIP,buy,1,1,2025-09-15T23:16:00+00:00,2025-09-15T23:24:00+00:00,42.629,42.58803,42.58803,42.69387,42.607,0.1,-11.0,138.06,regime,silver_optimized
2025-12,2025-12-27,BTCUSD,sell,1,1,2025-12-27T12:44:00+00:00,2025-12-27T12:52:00+00:00,87447.57,87541.49343,87541.49343,87296.62163,87454.08,0.2,-1.3,136.76,regime,silver_optimized
2025-12,2025-12-27,BTCUSD,sell,1,1,2025-12-27T12:56:00+00:00,2025-12-27T13:08:00+00:00,87442.97,87525.97427,87525.97427,87309.57027,87435.75,0.2,1.44,138.2,regime,silver_optimized
2026-01,2026-01-10,BTCUSD,sell,1,1,2026-01-10T14:16:00+00:00,2026-01-10T14:24:00+00:00,90604.58,90681.06646,90681.06646,90481.65533,90586.77,0.2,3.56,141.76,regime,silver_optimized
2026-01,2026-01-10,BTCUSD,sell,1,1,2026-01-10T14:44:00+00:00,2026-01-10T14:52:00+00:00,90617.45,90685.73766,90685.73766,90507.70197,90658.37,0.2,-8.18,133.58,regime,silver_optimized
2026-04,2026-04-25,BTCUSD,sell,1,1,2026-04-25T13:24:00+00:00,2026-04-25T13:40:00+00:00,77614.43,77704.10364,77704.10364,77470.31165,77621.19,0.2,-1.35,132.23,regime,silver_optimized
2026-05,2026-05-02,BTCUSD,sell,1,1,2026-05-02T12:52:00+00:00,2026-05-02T13:00:00+00:00,78190.37,78289.33811,78289.33811,78031.3141,78263.96,0.2,-14.72,117.51,regime,silver_optimized
