2026-05-21 01:00:09,340 | INFO | BACKTEST {'strategy': 'signal_with_tp_protection', 'start': '2026-05-13T00:00:00+00:00', 'end': '2026-05-21T00:00:00+00:00', 'total_pnl': 1432.6, 'end_balance_if_sequential': 2432.6, 'symbols': [{'symbol': 'BTCUSD', 'name': 'Bitcoin', 'trades': 9, 'wins': 7, 'losses': 2, 'win_rate': 77.78, 'pnl': 586.51, 'max_drawdown': 53.21}, {'symbol': 'XAUUSD-VIP', 'name': 'Gold', 'trades': 4, 'wins': 3, 'losses': 1, 'win_rate': 75.0, 'pnl': 92.19, 'max_drawdown': 34.21}, {'symbol': 'XAGUSD-VIP', 'name': 'Silver', 'trades': 33, 'wins': 19, 'losses': 14, 'win_rate': 57.58, 'pnl': 304.56, 'max_drawdown': 226.15}, {'symbol': 'AUDUSD-VIP', 'name': 'AUDUSD', 'trades': 21, 'wins': 14, 'losses': 7, 'win_rate': 66.67, 'pnl': 239.17, 'max_drawdown': 60.43}, {'symbol': 'USDCAD-VIP', 'name': 'USDCAD', 'trades': 4, 'wins': 3, 'losses': 1, 'win_rate': 75.0, 'pnl': 107.26, 'max_drawdown': 25.43}, {'symbol': 'USDJPY-VIP', 'name': 'USDJPY', 'trades': 11, 'wins': 8, 'losses': 3, 'win_rate': 72.73, 'pnl': 106.03, 'max_drawdown': 65.13}, {'symbol': 'EURGBP-VIP', 'name': 'EURGBP', 'trades': 17, 'wins': 6, 'losses': 11, 'win_rate': 35.29, 'pnl': -66.64, 'max_drawdown': 132.88}, {'symbol': 'AUDCAD-VIP', 'name': 'AUDCAD', 'trades': 5, 'wins': 3, 'losses': 2, 'win_rate': 60.0, 'pnl': -15.51, 'max_drawdown': 56.73}, {'symbol': 'GBPCHF-VIP', 'name': 'GBPCHF', 'trades': 1, 'wins': 1, 'losses': 0, 'win_rate': 100.0, 'pnl': 79.03, 'max_drawdown': 0.0}]}
2026-05-21 01:00:31,387 | INFO | BACKTEST {'strategy': 'signal_no_tp_protection', 'start': '2026-05-13T00:00:00+00:00', 'end': '2026-05-21T00:00:00+00:00', 'total_pnl': 1991.23, 'end_balance_if_sequential': 2991.23, 'symbols': [{'symbol': 'BTCUSD', 'name': 'Bitcoin', 'trades': 9, 'wins': 7, 'losses': 2, 'win_rate': 77.78, 'pnl': 850.07, 'max_drawdown': 53.21}, {'symbol': 'XAUUSD-VIP', 'name': 'Gold', 'trades': 4, 'wins': 2, 'losses': 2, 'win_rate': 50.0, 'pnl': 121.62, 'max_drawdown': 34.21}, {'symbol': 'XAGUSD-VIP', 'name': 'Silver', 'trades': 33, 'wins': 17, 'losses': 16, 'win_rate': 51.52, 'pnl': 224.55, 'max_drawdown': 226.15}, {'symbol': 'AUDUSD-VIP', 'name': 'AUDUSD', 'trades': 21, 'wins': 14, 'losses': 7, 'win_rate': 66.67, 'pnl': 295.11, 'max_drawdown': 73.03}, {'symbol': 'USDCAD-VIP', 'name': 'USDCAD', 'trades': 4, 'wins': 3, 'losses': 1, 'win_rate': 75.0, 'pnl': 156.97, 'max_drawdown': 25.43}, {'symbol': 'USDJPY-VIP', 'name': 'USDJPY', 'trades': 11, 'wins': 6, 'losses': 5, 'win_rate': 54.55, 'pnl': 214.61, 'max_drawdown': 93.44}, {'symbol': 'EURGBP-VIP', 'name': 'EURGBP', 'trades': 17, 'wins': 6, 'losses': 11, 'win_rate': 35.29, 'pnl': -10.18, 'max_drawdown': 114.45}, {'symbol': 'AUDCAD-VIP', 'name': 'AUDCAD', 'trades': 5, 'wins': 1, 'losses': 4, 'win_rate': 20.0, 'pnl': -19.56, 'max_drawdown': 60.18}, {'symbol': 'GBPCHF-VIP', 'name': 'GBPCHF', 'trades': 1, 'wins': 1, 'losses': 0, 'win_rate': 100.0, 'pnl': 158.04, 'max_drawdown': 0.0}]}
2026-05-21 01:00:39,414 | INFO | NO SIGNAL BTCUSD M1
2026-05-21 01:00:39,535 | INFO | SIGNAL XAUUSD-VIP BUY entry 4474.80000 sl 4461.40000 tps [4488.2, 4494.9, 4515.0] risk_usd 40.20 dry_run=True
2026-05-21 01:00:39,649 | INFO | SIGNAL XAGUSD-VIP BUY entry 75.37400 sl 75.26178 tps [75.48622, 75.54233, 75.59843] risk_usd 16.83 dry_run=True
2026-05-21 01:00:39,774 | INFO | SIGNAL AUDUSD-VIP BUY entry 0.71522 sl 0.71482 tps [0.71562, 0.71582, 0.71641] risk_usd 29.77 dry_run=True
2026-05-21 01:00:39,887 | INFO | SIGNAL USDCAD-VIP SELL entry 1.37671 sl 1.37777 tps [1.37565, 1.37512, 1.37459] risk_usd 57.91 dry_run=True
2026-05-21 01:00:40,003 | INFO | SIGNAL USDJPY-VIP BUY entry 158.72100 sl 158.64423 tps [158.79777, 158.87454, 158.95131] risk_usd 36.23 dry_run=True
2026-05-21 01:00:40,125 | INFO | NO SIGNAL EURGBP-VIP M1
2026-05-21 01:00:40,245 | INFO | NO SIGNAL AUDCAD-VIP M1
2026-05-21 01:00:40,374 | INFO | SIGNAL GBPCHF-VIP SELL entry 1.05812 sl 1.05895 tps [1.05729, 1.05646, 1.05563] risk_usd 79.02 dry_run=True
2026-05-21 01:01:28,979 | INFO | NO SIGNAL BTCUSD M1
2026-05-21 01:01:29,103 | INFO | NO SIGNAL XAUUSD-VIP M5
2026-05-21 01:01:29,219 | INFO | NO SIGNAL XAGUSD-VIP M1
2026-05-21 01:01:29,336 | INFO | NO SIGNAL AUDUSD-VIP M1
2026-05-21 01:01:29,461 | INFO | NO SIGNAL USDCAD-VIP M5
2026-05-21 01:01:29,590 | INFO | NO SIGNAL USDJPY-VIP M1
2026-05-21 01:01:29,713 | INFO | NO SIGNAL EURGBP-VIP M1
2026-05-21 01:01:29,842 | INFO | NO SIGNAL AUDCAD-VIP M1
2026-05-21 01:01:29,960 | INFO | NO SIGNAL GBPCHF-VIP M5
