starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,530.69,230.69,76.9,108,33,75,30.56,19.92,0.1845,0.0173,41.0,M15
300.0,203.66,-96.34,-32.11,42,10,32,23.81,-5.12,-0.1219,0.0175,50.68,M30
