time,balance,drawdown_pct
2025-08-02T08:01:57.626591+00:00,25000.0,0.0
2025-08-22T16:00:00+00:00,24875.0,0.5
2025-08-29T16:00:00+00:00,25086.4375,0.0
2025-09-08T12:00:00+00:00,25299.672218749998,0.0
2025-09-11T12:00:00+00:00,25173.17385765625,0.4999999999999954
2025-09-16T04:00:00+00:00,25387.14583544633,0.0
2025-09-22T00:00:00+00:00,25602.93657504762,0.0
2025-09-26T16:00:00+00:00,25820.561535935525,0.0
2025-10-09T20:00:00+00:00,25902.284916744054,0.0
2025-10-13T00:00:00+00:00,26122.45433853638,0.0
2025-10-21T16:00:00+00:00,25991.8420668437,0.4999999999999936
2025-10-27T16:00:00+00:00,25861.88285650948,0.9974999999999932
2025-11-13T04:00:00+00:00,26081.70886078981,0.15597874999999387
2025-11-17T20:00:00+00:00,25951.300316485864,0.6551988562499882
2025-12-01T12:00:00+00:00,26171.886369175994,0.0
2025-12-18T16:00:00+00:00,26394.34740331399,0.0
2025-12-22T00:00:00+00:00,26618.699356242156,0.0
2025-12-29T08:00:00+00:00,26485.605859460946,0.499999999999997
2025-12-31T04:00:00+00:00,26353.17783016364,0.9974999999999993
2026-01-12T00:00:00+00:00,26577.17984172003,0.1559787500000053
2026-01-16T16:00:00+00:00,26444.29394251143,0.6551988562500004
2026-01-21T08:00:00+00:00,26669.070441022777,0.0
2026-01-27T20:00:00+00:00,26895.75753977147,0.0
2026-03-18T08:00:00+00:00,26947.091387302353,0.0
2026-03-18T12:00:00+00:00,27176.141664094423,0.0
2026-03-26T08:00:00+00:00,27407.138868239224,0.0
2026-04-08T00:00:00+00:00,27270.103173898027,0.5000000000000034
2026-04-15T04:00:00+00:00,27133.752658028538,0.997500000000002
2026-04-21T16:00:00+00:00,26998.083894738396,1.4925124999999968
2026-04-29T16:00:00+00:00,27227.567607843674,0.6551988562499934
2026-05-01T16:00:00+00:00,27091.429769804454,1.1519228619687487
2026-05-06T08:00:00+00:00,26955.972620955432,1.6461632476589037
2026-05-11T00:00:00+00:00,27093.01210701167,1.1461494128873884
2026-05-11T00:00:00+00:00,26957.54704647661,1.6404186658229503
2026-05-12T00:00:00+00:00,26822.759311244226,2.132216572493842
2026-05-12T16:00:00+00:00,26688.645514688003,2.6215554896313797
2026-05-15T04:00:00+00:00,26915.49900156285,1.7938387112932517
2026-05-27T16:00:00+00:00,27144.280743076135,0.9590863403392417
2026-06-05T16:00:00+00:00,27375.00712939228,0.11723857423212905
2026-06-15T16:00:00+00:00,27238.13209374532,0.6166523813609665
2026-06-16T16:00:00+00:00,27469.656216542153,0.0
2026-06-30T04:00:00+00:00,27703.14829438276,0.0
2026-07-01T16:00:00+00:00,27564.632552910847,0.5000000000000014
2026-07-08T12:00:00+00:00,27798.93192961059,0.0
2026-07-31T20:00:00+00:00,27831.40073372115,0.0
