utc_day;balance_at_observation;min_equity;max_equity
2025.09.19;10000.00;10000.00;10000.00
2025.09.21;10000.00;10000.00;10000.00
2025.09.22;10000.00;10000.00;10000.00
2025.09.23;10000.00;10000.00;10000.00
2025.09.24;10000.00;10000.00;10000.00
2025.09.25;10000.00;10000.00;10000.00
2025.09.26;10000.00;10000.00;10000.00
2025.09.28;10000.00;10000.00;10000.00
2025.09.29;10000.00;10000.00;10000.00
2025.09.30;10000.00;10000.00;10000.00
2025.10.01;10000.00;10000.00;10000.00
2025.10.02;9979.70;9908.69;10220.71
2025.10.03;9979.70;9979.70;9979.70
2025.10.05;9979.70;9979.70;9979.70
2025.10.06;9979.70;9979.70;9979.70
2025.10.07;9979.70;9979.70;9979.70
2025.10.08;9979.70;9979.70;9979.70
2025.10.09;9979.70;9979.70;9979.70
2025.10.10;9979.70;9979.70;9979.70
2025.10.12;9979.70;9979.70;9979.70
2025.10.13;9979.70;9979.70;9979.70
2025.10.14;9879.06;9879.06;9981.93
2025.10.15;9879.06;9879.06;9879.06
2025.10.16;9879.06;9879.06;9879.06
2025.10.17;9879.06;9879.06;9879.06
2025.10.19;9879.06;9879.06;9879.06
2025.10.20;9879.06;9879.06;9879.06
2025.10.21;9879.06;9879.06;9879.06
2025.10.22;10174.15;9821.02;10174.15
2025.10.23;10174.15;10174.15;10174.15
2025.10.24;10174.15;10174.15;10174.15
2025.10.26;10174.15;10174.15;10174.15
2025.10.27;10174.15;10174.15;10174.15
2025.10.28;10069.49;10069.49;10264.68
2025.10.29;10069.49;10069.49;10069.49
2025.10.30;10069.49;10069.49;10069.49
2025.10.31;9967.11;9967.11;10275.46
2025.11.02;9967.11;9967.11;9967.11
2025.11.03;9967.11;9967.11;9967.11
2025.11.04;9967.11;9967.11;9967.11
2025.11.05;9967.11;9967.11;9967.11
2025.11.06;10264.80;9958.16;10264.80
2025.11.07;10264.80;10264.80;10264.80
2025.11.09;10264.80;10264.80;10264.80
2025.11.10;10264.80;10264.80;10264.80
2025.11.11;10264.80;10264.80;10264.80
2025.11.12;10285.74;10238.97;10468.75
2025.11.13;10285.74;10285.74;10285.74
2025.11.14;10285.74;10285.74;10285.74
2025.11.16;10285.74;10285.74;10285.74
2025.11.17;10285.74;10285.74;10285.74
2025.11.18;10181.72;10181.72;10447.85
2025.11.19;10181.72;10181.72;10181.72
2025.11.20;10181.72;10181.72;10181.72
2025.11.21;10078.90;10078.90;10254.71
2025.11.23;10078.90;10078.90;10078.90
2025.11.24;10078.90;10078.90;10078.90
2025.11.25;10078.90;10078.90;10078.90
2025.11.26;10078.90;10078.90;10078.90
2025.11.27;10078.90;10078.90;10078.90
2025.11.28;10078.90;10078.90;10078.90
2025.11.30;10078.90;10078.90;10078.90
2025.12.01;10078.90;10078.90;10078.90
2025.12.02;10078.90;10078.90;10078.90
2025.12.03;10078.90;10078.90;10078.90
2025.12.04;10067.42;9994.98;10237.09
2025.12.05;10067.42;10067.42;10067.42
2025.12.07;10067.42;10067.42;10067.42
2025.12.08;10367.25;9996.12;10367.25
2025.12.09;10367.25;10367.25;10367.25
2025.12.10;10367.25;10367.25;10367.25
2025.12.11;10367.25;10367.25;10367.25
2025.12.12;10676.57;10341.18;10676.57
2025.12.14;10676.57;10676.57;10676.57
2025.12.15;10676.57;10676.57;10676.57
2025.12.16;10568.60;10568.60;10694.94
2025.12.17;10884.49;10480.91;10884.49
2025.12.18;10884.49;10884.49;10884.49
2025.12.19;10884.49;10884.49;10884.49
2025.12.21;10884.49;10884.49;10884.49
2025.12.22;10884.49;10884.49;10884.49
2025.12.23;10884.49;10884.49;10884.49
2025.12.24;10884.49;10884.49;10884.49
2025.12.25;10884.49;10884.49;10884.49
2025.12.26;10884.49;10884.49;10884.49
2025.12.28;10884.49;10884.49;10884.49
2025.12.29;10884.49;10884.49;10884.49
2025.12.30;10772.59;10772.59;10898.36
2025.12.31;11071.97;10691.33;11081.09
2026.01.01;11071.97;11071.97;11071.97
2026.01.02;11071.97;11071.97;11071.97
2026.01.04;11071.97;11071.97;11071.97
2026.01.05;11071.97;11071.97;11071.97
2026.01.06;11071.97;11071.97;11071.97
2026.01.07;11071.97;11071.97;11071.97
2026.01.08;10958.85;10958.85;11079.40
2026.01.09;10958.85;10958.85;10958.85
2026.01.11;10958.85;10958.85;10958.85
2026.01.12;10958.85;10958.85;10958.85
2026.01.13;11046.84;10937.50;11182.75
2026.01.14;11008.65;10955.89;11249.64
2026.01.15;11008.65;11008.65;11008.65
2026.01.16;11008.65;11008.65;11008.65
2026.01.18;11008.65;11008.65;11008.65
2026.01.19;10894.97;10894.97;11012.63
2026.01.20;10894.97;10894.97;10894.97
2026.01.21;10894.97;10894.97;10894.97
2026.01.22;10894.97;10894.97;10894.97
2026.01.23;10894.97;10894.97;10894.97
2026.01.25;10894.97;10894.97;10894.97
2026.01.26;10894.97;10894.97;10894.97
2026.01.27;10894.97;10894.97;10894.97
2026.01.28;10894.97;10894.97;10894.97
2026.01.29;10894.97;10894.97;10894.97
2026.01.30;10894.97;10894.97;10894.97
2026.02.01;10894.97;10894.97;10894.97
2026.02.02;10894.97;10894.97;10894.97
2026.02.03;11218.57;10884.49;11218.57
