lookback_hours,minimum_spot_move,entry_z,exit_z,stop_z_extension,maximum_hold_hours,trades,return_pct,profit_factor,win_rate_pct,max_drawdown_pct,sharpe,recovery_factor,average_trade_pct,maximum_loss_streak,score
336,0.005,1.0,0.0,1.0,24,5,6.130660705014823,9.750603991255728,60.0,0.6498005698005627,4.844517660233618,9.434680408015724,1.2098895808453998,2,4.124863382360703
336,0.005,1.0,0.0,1.0,48,5,6.130660705014823,9.750603991255728,60.0,0.6498005698005627,4.844517660233618,9.434680408015724,1.2098895808453998,2,4.124863382360703
336,0.005,1.0,0.25,1.0,24,5,6.130660705014823,9.750603991255728,60.0,0.6498005698005627,4.844517660233618,9.434680408015724,1.2098895808453998,2,4.124863382360703
336,0.005,1.0,0.25,1.0,48,5,6.130660705014823,9.750603991255728,60.0,0.6498005698005627,4.844517660233618,9.434680408015724,1.2098895808453998,2,4.124863382360703
336,0.005,1.0,0.0,1.5,24,5,6.071991946467703,9.032993528485044,60.0,0.7047211066488202,4.76274768331976,8.616163031276322,1.1989054734757496,2,3.967459823158425
336,0.005,1.0,0.25,1.5,24,5,6.071991946467703,9.032993528485044,60.0,0.7047211066488202,4.76274768331976,8.616163031276322,1.1989054734757496,2,3.967459823158425
336,0.005,1.0,0.0,1.5,48,5,5.503638348042483,5.273305086565012,60.0,1.2367638073662146,4.010869847863062,4.45003186159119,1.0924969333322698,2,2.4506666065657736
336,0.005,1.0,0.25,1.5,48,5,5.503638348042483,5.273305086565012,60.0,1.2367638073662146,4.010869847863062,4.45003186159119,1.0924969333322698,2,2.4506666065657736
168,0.005,0.5,0.25,1.0,24,7,4.726968387997421,3.3261085866431874,57.14285714285714,1.9638139822104939,2.743833153959992,2.4070346941295764,0.6752983392456423,2,2.330014045473679
168,0.005,0.5,0.25,1.0,48,7,4.726968387997421,3.3261085866431874,57.14285714285714,1.9638139822104939,2.743833153959992,2.4070346941295764,0.6752983392456423,2,2.330014045473679
168,0.005,0.5,0.25,1.0,12,7,2.457797173787979,4.539606243387141,71.42857142857143,0.6498005698005627,3.5943135125255816,3.7823869168694757,0.3495703772847208,1,2.201959021592251
168,0.005,0.5,0.25,1.5,24,7,4.669075586982951,3.238584758588672,57.14285714285714,2.0180081357958235,2.701387936626664,2.3137050362493463,0.6674525482673208,2,2.182340970614549
168,0.005,0.5,0.25,1.5,12,7,2.401158764833089,4.205507049118233,71.42857142857143,0.7047211066488202,3.4486073502592305,3.4072468415929613,0.34172458630639924,1,2.033798574911705
168,0.005,0.5,0.0,1.0,24,7,4.37884563853812,2.873119589070792,42.857142857142854,2.289695912608547,2.5157218676560373,1.912413615461059,0.6278024291712316,4,1.4474461431565073
168,0.005,0.5,0.0,1.0,48,7,4.37884563853812,2.873119589070792,42.857142857142854,2.289695912608547,2.5157218676560373,1.912413615461059,0.6278024291712316,4,1.4474461431565073
168,0.005,0.5,0.0,1.5,24,7,4.321145278891669,2.807401670233165,42.857142857142854,2.3437099194939193,2.4751958121185744,1.843720181815308,0.6199566381929102,4,1.3006195620745056
168,0.005,0.5,0.0,1.0,12,7,2.1172173727615817,3.1034171429218955,57.14285714285714,0.9617217820689916,2.9524379733920023,2.2014863469211696,0.3020744672103101,2,1.2651222943364948
168,0.005,0.5,0.25,1.0,6,7,1.5841147631729946,3.2036556836662644,57.14285714285714,0.6581011194556674,2.949605892000288,2.4070993291779494,0.22608803975655267,2,1.186884262389551
168,0.005,0.5,0.0,1.5,12,7,2.0607672354520545,2.9426537062044655,57.14285714285714,1.0164698896666713,2.8297151780346086,2.027376567079461,0.29422867623198873,2,1.1020054365589693
168,0.005,0.5,0.25,1.5,6,7,1.5279593236263933,2.976069471256281,57.14285714285714,0.7130170677812409,2.7734897250905477,2.142949156015411,0.21824224877823126,2,1.0131316669726416
168,0.005,1.0,0.25,1.0,12,5,1.919461582503823,47.03132147755424,80.0,-0.0,4.934482534222145,0.0,0.38221817775065364,1,0.9063580893482519
168,0.005,1.0,0.25,1.5,12,5,1.919461582503823,47.03132147755424,80.0,-0.0,4.934482534222145,0.0,0.38221817775065364,1,0.9063580893482519
168,0.005,1.5,0.25,1.0,12,5,1.919461582503823,47.03132147755424,80.0,-0.0,4.934482534222145,0.0,0.38221817775065364,1,0.9063580893482519
168,0.005,1.5,0.25,1.5,12,5,1.919461582503823,47.03132147755424,80.0,-0.0,4.934482534222145,0.0,0.38221817775065364,1,0.9063580893482519
336,0.005,0.5,0.0,1.5,6,9,1.4793375339669401,2.8024495568228316,44.44444444444444,0.7605656527445381,2.3577320535286606,1.9450490942217529,0.164422228444035,3,0.810035465555865
168,0.005,0.5,0.25,1.5,48,7,4.1082390771554955,2.580712924346662,57.14285714285714,2.5430139986535316,2.2934471193362396,1.61549998518715,0.5914464481648354,2,0.752407503042446
336,0.005,0.5,0.25,1.5,6,9,1.4352042287020472,2.661501541173207,44.44444444444444,0.8037248254076257,2.278171288645005,1.7856910516284645,0.1595913105696395,3,0.6852512483196098
168,0.005,0.5,0.0,1.0,6,7,1.325647024011145,2.3919503229081553,42.857142857142854,0.9108638281484671,2.373184468713988,1.455373441171571,0.18973314562552177,4,0.433988175531242
168,0.005,1.0,0.25,1.0,6,5,1.3585975259839955,20.808047208984412,60.0,0.026859903381637462,4.918596675545325,50.580879114881284,0.270883318864308,2,0.3020270060206043
168,0.005,1.0,0.25,1.5,6,5,1.3585975259839955,20.808047208984412,60.0,0.026859903381637462,4.918596675545325,50.580879114881284,0.270883318864308,2,0.3020270060206043
168,0.005,1.5,0.25,1.0,6,5,1.3585975259839955,20.808047208984412,60.0,0.026859903381637462,4.918596675545325,50.580879114881284,0.270883318864308,2,0.3020270060206043
168,0.005,1.5,0.25,1.5,6,5,1.3585975259839955,20.808047208984412,60.0,0.026859903381637462,4.918596675545325,50.580879114881284,0.270883318864308,2,0.3020270060206043
720,0.005,1.0,0.25,1.0,24,4,3.983251130216958,12.182450402263374,50.0,0.313961334810986,3.884618769045627,12.687075408871584,0.9937802291639973,2,0.28923288180960505
720,0.005,1.0,0.25,1.0,48,4,3.983251130216958,12.182450402263374,50.0,0.313961334810986,3.884618769045627,12.687075408871584,0.9937802291639973,2,0.28923288180960505
720,0.005,1.0,0.25,1.5,24,4,3.983251130216958,12.182450402263374,50.0,0.313961334810986,3.884618769045627,12.687075408871584,0.9937802291639973,2,0.28923288180960505
720,0.005,1.0,0.25,1.5,48,4,3.983251130216958,12.182450402263374,50.0,0.313961334810986,3.884618769045627,12.687075408871584,0.9937802291639973,2,0.28923288180960505
