symbol,broker_symbol,candles,days,status
EURUSD,EURUSDm,2584,13,ok
AUDUSD,AUDUSDm,2584,13,ok
USDCAD,USDCADm,2584,13,ok
GBPUSD,GBPUSDm,2584,13,ok
