utc_day;balance_at_observation;min_equity;max_equity
2025.09.19;10000.00;10000.00;10000.00
2025.09.21;10000.00;10000.00;10000.00
2025.09.22;10000.00;10000.00;10000.00
2025.09.23;10000.00;10000.00;10000.00
2025.09.24;10000.00;10000.00;10000.00
2025.09.25;10000.00;10000.00;10000.00
2025.09.26;10000.00;10000.00;10000.00
2025.09.28;10000.00;10000.00;10000.00
2025.09.29;9998.48;9953.14;10003.58
2025.09.30;9889.02;9889.02;10004.29
2025.10.01;9889.02;9889.02;9889.02
2025.10.02;9889.02;9889.02;9889.02
2025.10.03;9889.02;9889.02;9889.02
2025.10.05;9889.02;9889.02;9889.02
2025.10.06;9926.37;9878.63;10022.72
2025.10.07;9926.37;9926.37;9926.37
2025.10.08;9926.37;9926.37;9926.37
2025.10.09;9926.37;9926.37;9926.37
2025.10.10;9926.37;9926.37;9926.37
2025.10.12;9926.37;9926.37;9926.37
2025.10.13;9926.37;9926.37;9926.37
2025.10.14;9925.76;9871.54;10009.72
2025.10.15;9961.79;9912.10;10115.53
2025.10.16;9961.79;9961.79;9961.79
2025.10.17;9961.24;9939.69;9964.95
2025.10.19;9961.24;9906.76;9961.66
2025.10.20;9861.57;9861.57;9976.86
2025.10.21;9861.57;9861.57;9861.57
2025.10.22;9861.57;9861.57;9861.57
2025.10.23;9861.57;9861.57;9861.57
2025.10.24;9861.57;9861.57;9861.57
2025.10.26;9861.57;9861.57;9861.57
2025.10.27;9861.57;9861.57;9861.57
2025.10.28;9861.57;9861.57;9861.57
2025.10.29;9861.57;9861.57;9861.57
2025.10.30;9861.57;9861.57;9861.57
2025.10.31;9861.57;9861.57;9861.57
2025.11.02;9861.57;9861.57;9861.57
2025.11.03;9861.57;9861.57;9861.57
2025.11.04;9861.57;9861.57;9861.57
2025.11.05;9861.57;9861.57;9861.57
2025.11.06;9861.57;9861.57;9861.57
2025.11.07;9861.57;9861.57;9861.57
2025.11.09;9861.57;9861.57;9861.57
2025.11.10;9861.57;9861.57;9861.57
2025.11.11;9861.57;9861.57;9861.57
2025.11.12;9761.26;9761.26;9945.98
2025.11.13;9761.26;9761.26;9761.26
2025.11.14;9761.26;9761.26;9761.26
2025.11.16;9761.26;9761.26;9761.26
2025.11.17;9761.26;9761.26;9761.26
2025.11.18;9761.26;9761.26;9761.26
2025.11.19;9799.47;9741.44;9892.11
2025.11.20;9799.47;9799.47;9799.47
2025.11.21;9799.47;9799.47;9799.47
2025.11.23;9799.47;9799.47;9799.47
2025.11.24;9799.47;9799.47;9799.47
2025.11.25;9799.47;9799.47;9799.47
2025.11.26;9799.47;9799.47;9799.47
2025.11.27;9799.47;9799.47;9799.47
2025.11.28;9799.47;9799.47;9799.47
2025.11.30;9799.47;9799.47;9799.47
2025.12.01;9799.47;9799.47;9799.47
2025.12.02;9699.55;9699.55;9898.89
2025.12.03;9699.55;9699.55;9699.55
2025.12.04;9600.73;9600.73;9794.08
2025.12.05;9600.73;9600.73;9600.73
2025.12.07;9600.73;9600.73;9600.73
2025.12.08;9600.73;9600.73;9600.73
2025.12.09;9600.73;9600.73;9600.73
2025.12.10;9600.73;9600.73;9600.73
2025.12.11;9600.73;9600.73;9600.73
2025.12.12;9600.73;9600.73;9600.73
2025.12.14;9600.73;9600.73;9600.73
2025.12.15;9503.42;9503.42;9626.80
2025.12.16;9503.42;9503.42;9503.42
2025.12.17;9503.42;9503.42;9503.42
2025.12.18;9503.42;9503.42;9503.42
2025.12.19;9503.42;9503.42;9503.42
2025.12.21;9503.42;9503.42;9503.42
2025.12.22;9503.42;9503.42;9503.42
2025.12.23;9503.42;9503.42;9503.42
2025.12.24;9503.42;9503.42;9503.42
2025.12.25;9503.42;9503.42;9503.42
2025.12.26;9503.42;9503.42;9503.42
2025.12.28;9503.42;9503.42;9503.42
2025.12.29;9503.42;9503.42;9503.42
2025.12.30;9503.42;9503.42;9503.42
2025.12.31;9503.42;9503.42;9503.42
2026.01.01;9503.42;9503.42;9503.42
2026.01.02;9400.75;9400.75;9595.80
2026.01.04;9400.75;9400.75;9400.75
2026.01.05;9400.75;9400.75;9400.75
2026.01.06;9400.75;9400.75;9400.75
2026.01.07;9400.75;9400.75;9400.75
2026.01.08;9400.75;9400.75;9400.75
2026.01.09;9400.75;9400.75;9400.75
2026.01.11;9400.75;9400.75;9400.75
2026.01.12;9436.92;9358.16;9547.64
2026.01.13;9341.43;9341.43;9449.93
2026.01.14;9341.43;9341.43;9341.43
2026.01.15;9341.43;9341.43;9341.43
2026.01.16;9341.43;9341.43;9341.43
2026.01.18;9341.43;9341.43;9341.43
2026.01.19;9341.43;9341.43;9341.43
2026.01.20;9341.43;9341.43;9341.43
2026.01.21;9341.43;9341.43;9341.43
2026.01.22;9341.43;9341.43;9341.43
2026.01.23;9341.43;9341.43;9341.43
2026.01.25;9341.43;9341.43;9341.43
2026.01.26;9341.43;9341.43;9341.43
2026.01.27;9341.43;9341.43;9341.43
2026.01.28;9341.43;9341.43;9341.43
2026.01.29;9341.43;9341.43;9341.43
2026.01.30;9341.43;9341.43;9341.43
2026.02.01;9341.43;9341.43;9341.43
2026.02.02;9341.43;9341.43;9341.43
2026.02.03;9341.43;9341.43;9341.43
