timeframe_minutes,maximum_body_range,minimum_upper_wick_body,maximum_lower_wick_range,trend_lookback_bars,minimum_trend_atr,location_lookback_bars,volume_multiplier,entry_mode,stop_mode,stop_buffer_atr,reward_risk,maximum_hold_hours,management,train_trades,train_wins,train_losses,train_win_rate_pct,train_profit_factor,train_net_r,train_mean_r,train_return_pct,train_max_drawdown_pct,train_final_balance,validation_trades,validation_wins,validation_losses,validation_win_rate_pct,validation_profit_factor,validation_net_r,validation_mean_r,validation_return_pct,validation_max_drawdown_pct,validation_final_balance,robust_score
30,0.25,3.0,0.1,8,0.5,20,1.25,1,1,0.0,1.0,2,0,64,34,30,53.125,1.0962357068564519,2.616106256711097,0.04087666026111089,2.3694165604019712,6.737525833995642,10236.941656040197,12,6,6,50.0,0.9806434924723382,-0.1174749668884959,-0.009789580574041326,-0.17754418427105012,4.240810472698483,9982.245581572895,0.8345723132469589
30,0.25,3.0,0.1,8,0.5,20,1.25,1,1,0.0,1.0,2,1,64,34,30,53.125,1.0962357068564519,2.616106256711097,0.04087666026111089,2.3694165604019712,6.737525833995642,10236.941656040197,12,6,6,50.0,0.9806434924723382,-0.1174749668884959,-0.009789580574041326,-0.17754418427105012,4.240810472698483,9982.245581572895,0.8345723132469589
30,0.4,3.0,0.1,8,0.5,20,1.25,1,1,0.0,1.0,2,0,64,34,30,53.125,1.0962357068564519,2.616106256711097,0.04087666026111089,2.3694165604019712,6.737525833995642,10236.941656040197,12,6,6,50.0,0.9806434924723382,-0.1174749668884959,-0.009789580574041326,-0.17754418427105012,4.240810472698483,9982.245581572895,0.8345723132469589
30,0.4,3.0,0.1,8,0.5,20,1.25,1,1,0.0,1.0,2,1,64,34,30,53.125,1.0962357068564519,2.616106256711097,0.04087666026111089,2.3694165604019712,6.737525833995642,10236.941656040197,12,6,6,50.0,0.9806434924723382,-0.1174749668884959,-0.009789580574041326,-0.17754418427105012,4.240810472698483,9982.245581572895,0.8345723132469589
30,0.4,3.0,0.1,3,1.0,20,1.25,0,1,0.0,2.5,48,1,40,10,30,25.0,1.2662945651542479,5.2144820236215335,0.13036205059053835,4.9303557800530085,6.321462052693656,10493.035578005301,9,2,7,22.22222222222222,0.9816860391506697,-0.09287783266420879,-0.010319759184912089,-0.17940590800742395,3.074410049349885,9982.059409199257,0.7823669459479156
30,0.4,3.0,0.1,3,1.0,20,1.25,0,1,0.0,2.5,24,1,40,10,30,25.0,1.2662945651542479,5.2144820236215335,0.13036205059053835,4.9303557800530085,6.321462052693656,10493.035578005301,9,2,7,22.22222222222222,0.9816860391506697,-0.09287783266420879,-0.010319759184912089,-0.17940590800742395,3.074410049349885,9982.059409199257,0.7823669459479156
30,0.25,3.0,0.1,3,1.0,20,1.25,0,1,0.0,2.5,48,1,40,10,30,25.0,1.2662945651542479,5.2144820236215335,0.13036205059053835,4.9303557800530085,6.321462052693656,10493.035578005301,9,2,7,22.22222222222222,0.9816860391506697,-0.09287783266420879,-0.010319759184912089,-0.17940590800742395,3.074410049349885,9982.059409199257,0.7823669459479156
30,0.25,3.0,0.1,3,1.0,20,1.25,0,1,0.0,2.5,24,1,40,10,30,25.0,1.2662945651542479,5.2144820236215335,0.13036205059053835,4.9303557800530085,6.321462052693656,10493.035578005301,9,2,7,22.22222222222222,0.9816860391506697,-0.09287783266420879,-0.010319759184912089,-0.17940590800742395,3.074410049349885,9982.059409199257,0.7823669459479156
30,0.4,3.0,0.1,8,0.5,20,1.25,1,1,0.0,1.0,6,1,64,35,29,54.6875,1.1538486282212634,4.572261294885016,0.07144158273257838,4.343696508747197,9.496542106112958,10434.36965087472,12,6,6,50.0,0.9806434924723382,-0.1174749668884959,-0.009789580574041326,-0.17754418427105012,4.240810472698483,9982.245581572895,0.66903133691992
30,0.4,3.0,0.1,8,0.5,20,1.25,1,1,0.0,1.0,6,0,64,35,29,54.6875,1.1538486282212634,4.572261294885016,0.07144158273257838,4.343696508747197,9.496542106112958,10434.36965087472,12,6,6,50.0,0.9806434924723382,-0.1174749668884959,-0.009789580574041326,-0.17754418427105012,4.240810472698483,9982.245581572895,0.66903133691992
