entry_time_utc,exit_time_utc,direction,entry,initial_stop,target,exit_reason,r_multiple,balance
2022-01-14 20:30:00+00:00,2022-01-17 16:10:00+00:00,short,43042.75,43413.5,42301.25,target,1.9763991908293999,10197.63991908294
2022-04-19 16:00:00+00:00,2022-04-20 09:45:00+00:00,short,41435.75,41745.5,40816.25,stop,-1.0282485875706215,10092.782830649432
2022-04-26 09:00:00+00:00,2022-04-26 13:56:00+00:00,short,40490.75,40780.5,39911.25,target,1.9698015530629853,10291.590623594839
2022-05-30 00:30:00+00:00,2022-05-30 01:36:00+00:00,short,29302.75,29542.5,28823.25,stop,-1.0364963503649636,10184.918662386775
2022-06-05 23:30:00+00:00,2022-06-06 00:33:00+00:00,short,29873.75,30039.5,29542.25,stop,-1.052790346907994,10077.692821868737
2022-06-24 04:00:00+00:00,2022-06-24 08:35:00+00:00,short,21031.75,21337.5,20420.25,stop,-0.028618152085036794,10074.808772410312
2022-08-30 05:30:00+00:00,2022-08-30 07:28:00+00:00,short,20379.75,20539.5,20060.25,stop,-1.054773082942097,9968.54240132104
2022-09-01 23:00:00+00:00,2022-09-02 03:03:00+00:00,short,20060.75,20165.5,19851.25,stop,-1.0835322195704058,9860.53003258119
2022-09-30 16:00:00+00:00,2022-10-04 00:16:00+00:00,short,19730.75,20168.5,18855.25,stop,-0.019988577955454025,9858.559052848806
2022-10-12 23:00:00+00:00,2022-10-13 10:20:00+00:00,short,19133.75,19226.5,18948.25,target,1.9056603773584906,10046.429706497434
2022-11-10 16:00:00+00:00,2022-11-10 16:17:00+00:00,short,17481.75,17914.5,16616.25,stop,-1.0202195262853841,9943.934068937213
2022-12-05 03:30:00+00:00,2022-12-05 04:54:00+00:00,short,17218.75,17322.5,17011.25,stop,-1.0843373493975903,9836.108277828254
2023-01-06 21:00:00+00:00,2023-01-08 23:08:00+00:00,short,16870.75,17015.5,16581.25,stop,-1.0604490500863557,9731.801361030559
2023-01-30 00:00:00+00:00,2023-01-30 09:04:00+00:00,short,23721.75,23869.5,23426.25,target,1.9407783417935702,9920.674054111812
2023-05-26 16:00:00+00:00,2023-05-28 21:05:00+00:00,short,26739.75,26933.5,26352.25,stop,-1.0451612903225806,9816.98700915916
2023-05-30 12:30:00+00:00,2023-05-30 16:17:00+00:00,short,27888.75,28033.5,27599.25,target,1.9395509499136443,10007.392473948206
2023-06-01 01:00:00+00:00,2023-06-01 16:52:00+00:00,short,27055.75,27285.5,26596.25,stop,-0.03808487486398259,10003.581171047355
2023-06-30 06:00:00+00:00,2023-06-30 13:47:00+00:00,short,30700.75,31246.5,29609.25,target,1.983967017865323,10202.04892208632
2023-07-10 21:05:00+00:00,2023-07-11 15:17:00+00:00,short,30703.75,31045.5,30020.25,stop,-0.025603511338697878,10199.436839333774
2023-07-13 12:00:00+00:00,2023-07-13 13:42:00+00:00,short,30502.75,30625.5,30257.25,stop,-1.0712830957230142,10090.171996615045
2023-07-21 19:30:00+00:00,2023-07-23 21:05:00+00:00,short,29848.75,30043.5,29459.25,stop,-1.0449293966623876,9984.736823248619
2023-07-25 19:30:00+00:00,2023-07-26 03:09:00+00:00,short,29223.75,29359.5,28952.25,stop,-1.0644567219152854,9878.453620967997
2023-08-01 02:00:00+00:00,2023-08-01 02:10:00+00:00,short,29169.75,29328.5,28852.25,target,1.9448818897637796,10070.577876430918
2023-09-01 13:30:00+00:00,2023-09-01 14:48:00+00:00,short,25999.75,26125.5,25748.25,target,1.9304174950298212,10264.982073608144
2023-09-13 17:30:00+00:00,2023-09-14 00:48:00+00:00,short,26172.75,26376.5,25765.25,stop,-1.0429447852760736,10157.923978361923
2023-09-27 13:00:00+00:00,2023-09-27 14:25:00+00:00,short,26680.75,26818.5,26405.25,target,1.9364791288566243,10354.630056128024
2023-10-10 08:00:00+00:00,2023-10-10 08:13:00+00:00,short,27628.75,27699.5,27487.25,stop,-1.1236749116607774,10238.277675992027
2023-10-19 17:00:00+00:00,2023-10-19 20:43:00+00:00,short,28603.75,28911.5,27988.25,stop,-1.0284321689683185,10132.983934823824
2023-11-02 05:00:00+00:00,2023-11-02 14:44:00+00:00,short,35568.75,35980.5,34745.25,target,1.978749241044323,10333.490277529294
2023-11-20 00:30:00+00:00,2023-11-20 14:30:00+00:00,short,37198.75,37506.5,36583.25,stop,-0.02843216896831844,10330.552242113263
2023-11-28 01:30:00+00:00,2023-11-28 07:53:00+00:00,short,37153.75,37329.5,36802.25,stop,-0.049786628733997154,10325.40900842231
2023-11-30 05:00:00+00:00,2023-11-30 08:42:00+00:00,short,37953.75,38129.5,37602.25,target,1.9502133712660028,10526.776515542466
2024-01-04 23:00:00+00:00,2024-01-05 01:48:00+00:00,short,44341.75,44777.5,43470.25,target,1.9799196787148594,10735.198235308028
2024-02-20 13:00:00+00:00,2024-02-20 13:14:00+00:00,short,52165.75,52383.5,51730.25,stop,-1.0401836969001148,10623.532453434445
