timeframe_minutes,maximum_body_range,minimum_upper_wick_body,maximum_lower_wick_range,trend_lookback_bars,minimum_trend_atr,location_lookback_bars,volume_multiplier,entry_mode,stop_mode,stop_buffer_atr,reward_risk,maximum_hold_hours,management,train_trades,train_wins,train_losses,train_win_rate_pct,train_profit_factor,train_net_r,train_mean_r,train_return_pct,train_max_drawdown_pct,train_final_balance,validation_trades,validation_wins,validation_losses,validation_win_rate_pct,validation_profit_factor,validation_net_r,validation_mean_r,validation_return_pct,validation_max_drawdown_pct,validation_final_balance,robust_score
60,0.4,3.0,0.1,8,1.0,20,0.0,2,0,0.0,3.0,48,0,33,12,21,36.36363636363637,1.5305803478971904,11.422613076711823,0.3461397902033886,11.450778656693196,5.564756274921711,11145.07786566932,11,4,7,36.36363636363637,1.6198024742255694,4.497945926262807,0.40890417511480065,4.384019426432584,5.895894643236986,10438.401942643259,37.569876702517824
60,0.25,3.0,0.1,8,1.0,20,0.0,2,0,0.0,3.0,48,0,33,12,21,36.36363636363637,1.5305803478971904,11.422613076711823,0.3461397902033886,11.450778656693196,5.564756274921711,11145.07786566932,11,4,7,36.36363636363637,1.6198024742255694,4.497945926262807,0.40890417511480065,4.384019426432584,5.895894643236986,10438.401942643259,37.569876702517824
60,0.25,2.0,0.1,8,1.0,20,0.0,2,0,0.0,3.0,24,0,35,14,21,40.0,1.5456337549924692,11.714281236811285,0.33469374962317955,11.797493210580079,6.189230597486748,11179.749321058007,14,6,8,42.857142857142854,1.5006747370402784,4.154651319803154,0.29676080855736814,4.019697837844882,5.064670328484453,10401.969783784489,32.57688151407839
60,0.25,2.0,0.1,8,1.0,20,0.0,2,0,0.0,3.0,48,0,35,12,23,34.285714285714285,1.4466487611209058,10.173572232708462,0.2906734923630989,10.060978030545176,6.61527923364292,11006.097803054517,14,5,9,35.714285714285715,1.5713493080624497,5.344250305043872,0.38173216464599086,5.214825187147976,5.0646703284844525,10521.482518714798,31.834535024643348
60,0.25,2.0,0.1,8,1.0,20,0.0,2,0,0.25,3.0,24,0,38,16,22,42.10526315789474,1.3863998489371672,8.681481727491358,0.22846004546029888,8.521524898855981,8.231062733962904,10852.152489885599,14,6,8,42.857142857142854,1.4023740581466222,3.3212472500846237,0.23723194643461598,3.176758988248096,4.447144416799198,10317.67589882481,25.39574549997667
60,0.4,3.0,0.1,8,1.0,20,0.0,2,0,0.0,2.5,48,0,33,12,21,36.36363636363637,1.3577935870812665,7.702768718735175,0.23341723390106592,7.506378213197151,5.812998521817122,10750.637821319715,11,4,7,36.36363636363637,1.3442089102359973,2.4979459262627985,0.22708599329661805,2.3706677825444444,5.895894643236998,10237.066778254444,25.291754136518378
60,0.25,3.0,0.1,8,1.0,20,0.0,2,0,0.0,2.5,48,0,33,12,21,36.36363636363637,1.3577935870812665,7.702768718735175,0.23341723390106592,7.506378213197151,5.812998521817122,10750.637821319715,11,4,7,36.36363636363637,1.3442089102359973,2.4979459262627985,0.22708599329661805,2.3706677825444444,5.895894643236998,10237.066778254444,25.291754136518378
60,0.25,3.0,0.1,8,1.0,20,0.0,2,0,0.0,3.0,24,1,33,11,22,33.333333333333336,1.4021705878876942,7.422117860673225,0.2249126624446432,7.220448783533673,5.167363852055859,10722.044878353367,11,3,8,27.272727272727273,1.660296603400188,3.4979459262628083,0.3179950842057098,3.4009416438853357,3.9844896643286094,10340.094164388533,25.234056254095155
60,0.4,3.0,0.1,8,1.0,20,0.0,2,0,0.0,3.0,24,1,33,11,22,33.333333333333336,1.4021705878876942,7.422117860673225,0.2249126624446432,7.220448783533673,5.167363852055859,10722.044878353367,11,3,8,27.272727272727273,1.660296603400188,3.4979459262628083,0.3179950842057098,3.4009416438853357,3.9844896643286094,10340.094164388533,25.234056254095155
60,0.25,2.0,0.1,8,1.0,20,0.0,2,0,0.1,3.0,24,0,36,14,22,38.888888888888886,1.3223614265898347,7.25429013514642,0.2015080593096228,6.98248553912959,7.884464510859257,10698.24855391296,14,6,8,42.857142857142854,1.5011750426167594,4.1490933213936,0.29636380867097145,4.013601858876092,4.783203404597773,10401.360185887608,22.593265933600613
