timeframe_minutes,maximum_body_range,minimum_upper_wick_body,maximum_lower_wick_range,trend_lookback_bars,minimum_trend_atr,location_lookback_bars,volume_multiplier,entry_mode,stop_mode,stop_buffer_atr,reward_risk,maximum_hold_hours,management,train_trades,train_wins,train_losses,train_win_rate_pct,train_profit_factor,train_net_r,train_mean_r,train_return_pct,train_max_drawdown_pct,train_final_balance,validation_trades,validation_wins,validation_losses,validation_win_rate_pct,validation_profit_factor,validation_net_r,validation_mean_r,validation_return_pct,validation_max_drawdown_pct,validation_final_balance,robust_score
240,0.4,2.0,0.2,8,1.0,10,0.0,0,0,0.25,1.5,48,1,37,16,21,43.24324324324324,1.458208216298304,6.918558352770274,0.1869880635883858,6.914952952403808,5.657571277385057,10691.49529524038,18,7,11,38.888888888888886,1.4252865876412812,3.077370843208887,0.17096504684493816,3.009720595112819,4.338798243567772,10300.972059511281,19.90206748104992
240,0.4,2.0,0.2,8,1.0,10,0.0,0,0,0.25,1.0,48,1,37,22,15,59.45945945945946,1.3904501010043944,5.827503133827852,0.15750008469805005,5.815352324129686,5.657571277385056,10581.535232412969,18,11,7,61.111111111111114,1.5001142589856817,3.5773708432089064,0.19874282462271703,3.5501269109726508,3.4692789085427855,10355.012691097265,18.485898293087335
240,0.4,2.0,0.2,8,1.0,10,0.0,0,0,0.25,1.0,48,0,37,22,15,59.45945945945946,1.3904501010043944,5.827503133827852,0.15750008469805005,5.815352324129686,5.657571277385056,10581.535232412969,18,11,7,61.111111111111114,1.5001142589856817,3.5773708432089064,0.19874282462271703,3.5501269109726508,3.4692789085427855,10355.012691097265,18.485898293087335
240,0.4,2.0,0.2,8,1.0,10,0.0,1,0,0.25,1.0,48,0,31,18,13,58.064516129032256,1.43896781351162,5.3167458525157665,0.17150793072631504,5.308899478470064,3.7410899607410446,10530.889947847007,17,10,7,58.8235294117647,1.3726033628451788,2.6581802511097607,0.1563635441829271,2.6073501780872865,3.6107741535249547,10260.735017808729,18.446132922128225
240,0.4,2.0,0.2,8,1.0,10,0.0,1,0,0.25,1.0,48,1,31,18,13,58.064516129032256,1.43896781351162,5.3167458525157665,0.17150793072631504,5.308899478470064,3.7410899607410446,10530.889947847007,17,10,7,58.8235294117647,1.3726033628451788,2.6581802511097607,0.1563635441829271,2.6073501780872865,3.6107741535249547,10260.735017808729,18.446132922128225
240,0.4,2.0,0.2,8,1.0,20,0.0,0,1,0.0,1.0,48,0,31,18,13,58.064516129032256,1.3125154599536704,4.171627613218472,0.13456863268446687,4.099711065105094,4.599392144704641,10409.97110651051,14,8,6,57.142857142857146,1.2852580658716428,1.7396016751025496,0.12425726250732497,1.6842749759553133,3.757290845399445,10168.42749759553,14.991083873903724
240,0.4,2.0,0.2,8,1.0,20,0.0,0,1,0.0,1.0,48,1,31,18,13,58.064516129032256,1.3125154599536704,4.171627613218472,0.13456863268446687,4.099711065105094,4.599392144704641,10409.97110651051,14,8,6,57.142857142857146,1.2852580658716428,1.7396016751025496,0.12425726250732497,1.6842749759553133,3.757290845399445,10168.42749759553,14.991083873903724
240,0.4,2.0,0.2,8,1.0,20,0.0,0,1,0.1,1.0,48,1,31,18,13,58.064516129032256,1.272811618372926,3.630696995838579,0.11711925793027675,3.5424548257476873,5.122989784578028,10354.245482574768,14,8,6,57.142857142857146,1.2895643783842254,1.7632742500932277,0.12594816072094484,1.7082974833831477,3.6870921285619627,10170.829748338316,14.220974662809066
240,0.4,2.0,0.2,8,1.0,20,0.0,0,1,0.1,1.0,48,0,31,18,13,58.064516129032256,1.272811618372926,3.630696995838579,0.11711925793027675,3.5424548257476873,5.122989784578028,10354.245482574768,14,8,6,57.142857142857146,1.2895643783842254,1.7632742500932277,0.12594816072094484,1.7082974833831477,3.6870921285619627,10170.829748338316,14.220974662809066
240,0.4,2.0,0.2,8,1.0,10,0.0,0,0,0.25,1.0,24,0,37,21,16,56.75675675675676,1.291331042710932,4.274753872173801,0.11553388843712976,4.198438778890434,5.865500026388293,10419.843877889043,18,11,7,61.111111111111114,1.3359106980944182,2.40280519040215,0.13348917724456388,2.348406197291797,3.4692789085427855,10234.84061972918,14.078564825468186
