timeframe_minutes,maximum_body_range,minimum_upper_wick_body,maximum_lower_wick_range,trend_lookback_bars,minimum_trend_atr,location_lookback_bars,volume_multiplier,entry_mode,stop_mode,stop_buffer_atr,reward_risk,maximum_hold_hours,management,train_trades,train_wins,train_losses,train_win_rate_pct,train_profit_factor,train_net_r,train_mean_r,train_return_pct,train_max_drawdown_pct,train_final_balance,validation_trades,validation_wins,validation_losses,validation_win_rate_pct,validation_profit_factor,validation_net_r,validation_mean_r,validation_return_pct,validation_max_drawdown_pct,validation_final_balance,robust_score
30,0.25,3.0,0.1,3,0.5,20,0.0,2,0,0.0,2.0,48,1,51,18,33,35.294117647058826,1.4000780732120113,10.105100573346583,0.19813922692836436,10.109675501884663,6.341238321890401,11010.967550188467,23,7,16,30.434782608695652,1.2347368038895876,2.636143264186234,0.11461492452983625,2.473756125168314,5.011196200362241,10247.375612516831,13.868297144484172
30,0.4,3.0,0.1,3,0.5,20,0.0,2,0,0.0,2.0,48,1,51,18,33,35.294117647058826,1.4000780732120113,10.105100573346583,0.19813922692836436,10.109675501884663,6.341238321890401,11010.967550188467,23,7,16,30.434782608695652,1.2347368038895876,2.636143264186234,0.11461492452983625,2.473756125168314,5.011196200362241,10247.375612516831,13.868297144484172
30,0.4,3.0,0.1,3,0.5,20,0.0,2,0,0.1,1.5,24,1,53,22,31,41.509433962264154,1.1977826121302129,5.319659976351983,0.10037094295003741,5.070697087372067,7.177886396739938,10507.069708737206,23,9,14,39.130434782608695,1.1932931619049219,2.1632591946230697,0.09405474759230738,2.028484433842914,5.17805775253239,10202.848443384291,11.679193282270981
30,0.25,3.0,0.1,3,0.5,20,0.0,2,0,0.1,1.5,24,1,53,22,31,41.509433962264154,1.1977826121302129,5.319659976351983,0.10037094295003741,5.070697087372067,7.177886396739938,10507.069708737206,23,9,14,39.130434782608695,1.1932931619049219,2.1632591946230697,0.09405474759230738,2.028484433842914,5.17805775253239,10202.848443384291,11.679193282270981
30,0.4,3.0,0.1,3,0.5,20,0.0,2,0,0.1,1.5,48,1,53,22,31,41.509433962264154,1.1838126714568045,5.002259669028692,0.09438225790620172,4.7348908882866025,7.177886396739938,10473.48908882866,23,9,14,39.130434782608695,1.1932931619049219,2.1632591946230697,0.09405474759230738,2.028484433842914,5.17805775253239,10202.848443384291,11.660232301374746
30,0.25,3.0,0.1,3,0.5,20,0.0,2,0,0.1,1.5,48,1,53,22,31,41.509433962264154,1.1838126714568045,5.002259669028692,0.09438225790620172,4.7348908882866025,7.177886396739938,10473.48908882866,23,9,14,39.130434782608695,1.1932931619049219,2.1632591946230697,0.09405474759230738,2.028484433842914,5.17805775253239,10202.848443384291,11.660232301374746
30,0.25,3.0,0.1,3,0.5,20,0.0,2,0,0.0,1.5,24,1,51,21,30,41.1764705882353,1.2376117347391855,5.908830294035651,0.11585941753011081,5.7138542129617775,6.341238321890392,10571.385421296178,23,9,14,39.130434782608695,1.1905999402291123,2.1361432641862512,0.0928757940950544,2.0010139022848206,5.011196200362214,10200.101390228483,11.606110373685036
30,0.4,3.0,0.1,3,0.5,20,0.0,2,0,0.0,1.5,48,1,51,21,30,41.1764705882353,1.222678090911961,5.605100573346575,0.10990393281071716,5.390499467229537,6.341238321890392,10539.049946722953,23,9,14,39.130434782608695,1.1905999402291123,2.1361432641862512,0.0928757940950544,2.0010139022848206,5.011196200362214,10200.101390228483,11.606110373685036
30,0.4,3.0,0.1,3,0.5,20,0.0,2,0,0.0,1.5,24,1,51,21,30,41.1764705882353,1.2376117347391855,5.908830294035651,0.11585941753011081,5.7138542129617775,6.341238321890392,10571.385421296178,23,9,14,39.130434782608695,1.1905999402291123,2.1361432641862512,0.0928757940950544,2.0010139022848206,5.011196200362214,10200.101390228483,11.606110373685036
30,0.25,3.0,0.1,3,0.5,20,0.0,2,0,0.0,1.5,48,1,51,21,30,41.1764705882353,1.222678090911961,5.605100573346575,0.10990393281071716,5.390499467229537,6.341238321890392,10539.049946722953,23,9,14,39.130434782608695,1.1905999402291123,2.1361432641862512,0.0928757940950544,2.0010139022848206,5.011196200362214,10200.101390228483,11.606110373685036
30,0.4,3.0,0.1,3,0.5,10,0.0,2,1,0.1,1.5,48,1,60,25,35,41.666666666666664,1.1754196584554495,5.443178345618439,0.09071963909364066,5.142957856983954,10.03378228317766,10514.295785698396,25,11,14,44.0,1.2241698614282768,2.9756473355409305,0.11902589342163722,2.82817138377065,5.924931244449081,10282.817138377066,11.146585943086453
30,0.25,3.0,0.1,3,0.5,10,0.0,2,1,0.1,1.5,24,1,60,25,35,41.666666666666664,1.1754196584554495,5.443178345618439,0.09071963909364066,5.142957856983954,10.03378228317766,10514.295785698396,25,11,14,44.0,1.2241698614282768,2.9756473355409305,0.11902589342163722,2.82817138377065,5.924931244449081,10282.817138377066,11.146585943086453
30,0.25,3.0,0.1,3,0.5,10,0.0,2,1,0.1,1.5,48,1,60,25,35,41.666666666666664,1.1754196584554495,5.443178345618439,0.09071963909364066,5.142957856983954,10.03378228317766,10514.295785698396,25,11,14,44.0,1.2241698614282768,2.9756473355409305,0.11902589342163722,2.82817138377065,5.924931244449081,10282.817138377066,11.146585943086453
30,0.4,3.0,0.1,3,0.5,10,0.0,2,1,0.1,1.5,24,1,60,25,35,41.666666666666664,1.1754196584554495,5.443178345618439,0.09071963909364066,5.142957856983954,10.03378228317766,10514.295785698396,25,11,14,44.0,1.2241698614282768,2.9756473355409305,0.11902589342163722,2.82817138377065,5.924931244449081,10282.817138377066,11.146585943086453
30,0.4,3.0,0.1,3,0.5,10,0.0,2,1,0.25,1.5,24,0,60,27,33,45.0,1.1385797322743183,4.809996944144098,0.08016661573573497,4.435074635183045,11.572470936720428,10443.507463518305,25,11,14,44.0,1.1431460678670862,2.0385696552760377,0.08154278621104151,1.863492547090173,5.807113797530928,10186.349254709017,9.925282435721057
30,0.4,3.0,0.1,3,0.5,10,0.0,2,1,0.25,1.5,48,0,60,27,33,45.0,1.1385797322743183,4.809996944144098,0.08016661573573497,4.435074635183045,11.572470936720428,10443.507463518305,25,11,14,44.0,1.1431460678670862,2.0385696552760377,0.08154278621104151,1.863492547090173,5.807113797530928,10186.349254709017,9.925282435721057
30,0.25,3.0,0.1,3,0.5,10,0.0,2,1,0.25,1.5,24,0,60,27,33,45.0,1.1385797322743183,4.809996944144098,0.08016661573573497,4.435074635183045,11.572470936720428,10443.507463518305,25,11,14,44.0,1.1431460678670862,2.0385696552760377,0.08154278621104151,1.863492547090173,5.807113797530928,10186.349254709017,9.925282435721057
30,0.25,3.0,0.1,3,0.5,10,0.0,2,1,0.25,1.5,48,0,60,27,33,45.0,1.1385797322743183,4.809996944144098,0.08016661573573497,4.435074635183045,11.572470936720428,10443.507463518305,25,11,14,44.0,1.1431460678670862,2.0385696552760377,0.08154278621104151,1.863492547090173,5.807113797530928,10186.349254709017,9.925282435721057
30,0.4,3.0,0.1,3,0.5,20,0.0,2,0,0.0,2.0,24,1,51,19,32,37.254901960784316,1.426363401145195,10.630989060454848,0.20845076589127154,10.692927307215205,6.341238321890392,11069.292730721521,23,7,16,30.434782608695652,1.152623376893859,1.713992353518409,0.07452140667471344,1.5472669844228681,5.011196200362225,10154.726698442286,9.694718504980433
30,0.25,3.0,0.1,3,0.5,20,0.0,2,0,0.0,2.0,24,1,51,19,32,37.254901960784316,1.426363401145195,10.630989060454848,0.20845076589127154,10.692927307215205,6.341238321890392,11069.292730721521,23,7,16,30.434782608695652,1.152623376893859,1.713992353518409,0.07452140667471344,1.5472669844228681,5.011196200362225,10154.726698442286,9.694718504980433
30,0.25,2.0,0.1,3,0.5,10,0.0,2,1,0.1,1.5,24,1,65,27,38,41.53846153846154,1.1559825435132745,5.3185310254575535,0.08182355423780852,4.9728886515499005,10.033782283177688,10497.288865154991,26,11,15,42.30769230769231,1.1374624001514473,1.963779813896024,0.07552999284215477,1.7876865144369258,5.924931244449095,10178.768651443692,9.555480834128144
30,0.25,2.0,0.1,3,0.5,10,0.0,2,1,0.1,1.5,48,1,65,27,38,41.53846153846154,1.1559825435132745,5.3185310254575535,0.08182355423780852,4.9728886515499005,10.033782283177688,10497.288865154991,26,11,15,42.30769230769231,1.1374624001514473,1.963779813896024,0.07552999284215477,1.7876865144369258,5.924931244449095,10178.768651443692,9.555480834128144
30,0.4,3.0,0.1,3,0.5,20,0.0,2,0,0.1,2.0,24,1,53,18,35,33.9622641509434,1.1811068276123604,4.909063413461182,0.09262383798983363,4.564376546824489,7.707783310780722,10456.43765468245,23,7,16,30.434782608695652,1.150753544825586,1.6906635086412805,0.07350710907136002,1.5238588449996815,5.178057752532401,10152.385884499969,9.507556381175124
