symbol,broker_symbol,candles,days,status
AUDUSD,AUDUSDm,2584,13,ok
USDCAD,USDCADm,2584,13,ok
EURUSD,EURUSDm,2584,13,ok
GBPUSD,GBPUSDm,2584,13,ok
