instrument,broker_symbol,timeframe,distance,signal_filter,ema_slope_bars,exit,sample,trades,wins,losses,win_rate_pct,net_r,profit_factor,cash_profit_factor,cash_gross_profit,cash_gross_loss,expectancy_r,risk_pct,progression_enabled,progression_multiplier,max_risk_pct,maximum_applied_risk_pct,final_loss_streak,processed_trades,ruined,max_drawdown_pct,ending_balance,max_dd_pct_at_1pct,ending_balance_at_1pct,selection_score
XAUUSD,XAUUSD..,M15,3,ema200_slope,3,trail_start_1R_distance_0.5R_cap_1.7R,training,53,15,38,28.30188679245283,-19.499354286389632,0.5328538098944473,0.5370731583010425,211.5857437344804,393.96074904171894,-0.3679123450262195,1.0,False,1.6,,1.0,6,53,False,19.407749729263525,817.6249946927614,19.407749729263525,817.6249946927614,-3.3748242191001405
XAUUSD,XAUUSD..,M15,3,ema200_slope,3,trail_start_1.5R_distance_0.5R_cap_1.7R,training,52,14,38,26.923076923076923,-17.941439188412737,0.570176794637373,0.5709130879157438,225.82740424793712,395.55478588233916,-0.3450276767002449,1.0,False,1.6,,1.0,6,52,False,18.161089635714948,830.272618365598,18.161089635714948,830.272618365598,-3.1289470258268817
XAUUSD,XAUUSD..,M15,3,ema200_slope,6,fixed_0.5R,training,92,52,40,56.52173913043478,-19.261312212911566,0.574442028496533,0.5844085515029382,252.67806493374246,432.3654475690404,-0.2093620892707779,1.0,False,1.6,,1.0,5,92,False,19.12616732036266,820.3126173647021,19.12616732036266,820.3126173647021,-2.687011003562843
XAUUSD,XAUUSD..,M15,3,ema200_slope,6,fixed_0.75R,training,71,36,35,50.70422535211267,-12.38311029642302,0.6855730742640781,0.6868798410282626,266.1300248248016,387.44771491095673,-0.1744100041749721,1.0,False,1.6,,1.0,5,71,False,14.304626030676069,878.6823099138448,14.304626030676069,878.6823099138448,-1.9389538972060598
XAUUSD,XAUUSD..,M15,3,ema200_slope,6,fixed_1R,training,62,25,37,40.32258064516129,-16.383110296423023,0.604111189829076,0.6048507396977626,238.8702324302434,394.9242627191037,-0.26424371445843586,1.0,False,1.6,,1.0,5,62,False,15.850823447044393,843.9459697111397,15.850823447044393,843.9459697111397,-2.624073347711267
XAUUSD,XAUUSD..,M15,3,ema200_slope,6,fixed_1.5R,training,57,19,38,33.33333333333333,-13.883110296423013,0.6724376715317494,0.6712818390005979,276.68568271620745,412.1751351535685,-0.24356333853373707,1.0,False,1.6,,1.0,5,57,False,15.839783432961829,864.510547562639,15.839783432961829,864.510547562639,-2.371588567020226
XAUUSD,XAUUSD..,M15,3,ema200_slope,6,fixed_1.7R,training,54,14,40,25.925925925925924,-20.583110296423015,0.536240021058599,0.5392602473436126,224.13768393165753,415.6391742869166,-0.3811687091930188,1.0,False,1.6,,1.0,5,54,False,20.797752086616093,808.4985096447409,20.797752086616093,808.4985096447409,-3.552480610620465
XAUUSD,XAUUSD..,M15,3,ema200_slope,6,trail_start_0.5R_distance_0.25R_cap_1.7R,training,73,36,37,49.31506849315068,-11.545864704440618,0.7272413612276275,0.7259108521527993,303.98670875066455,418.76589645842273,-0.15816253019781668,1.0,False,1.6,,1.0,5,73,False,13.528645715569034,885.2208122922418,13.528645715569034,885.2208122922418,-1.78340087481766
XAUUSD,XAUUSD..,M15,3,ema200_slope,6,trail_start_1R_distance_0.5R_cap_1.7R,training,55,15,40,27.27272727272727,-23.152735683675694,0.4783435516563685,0.4861552992209023,200.32780906007645,412.06546422740985,-0.42095883061228534,1.0,False,1.6,,1.0,5,55,False,22.780130190153063,788.2623448326666,22.780130190153063,788.2623448326666,-3.961367917574057
XAUUSD,XAUUSD..,M15,3,ema200_slope,6,trail_start_1.5R_distance_0.5R_cap_1.7R,training,54,14,40,25.925925925925924,-20.583110296423015,0.536240021058599,0.5392602473436126,224.13768393165753,415.6391742869166,-0.3811687091930188,1.0,False,1.6,,1.0,5,54,False,20.797752086616093,808.4985096447409,20.797752086616093,808.4985096447409,-3.552480610620465
XAUUSD,XAUUSD..,M15,3,ema200_slope,12,fixed_0.5R,training,101,59,42,58.415841584158414,-16.48964382652094,0.6414487598833711,0.6468472588572906,287.07643056353277,443.8086837852218,-0.16326380026258355,1.0,False,1.6,,1.0,1,101,False,17.27665987048863,843.267746778311,17.27665987048863,843.267746778311,-2.235629966907528
XAUUSD,XAUUSD..,M15,3,ema200_slope,12,fixed_0.75R,training,80,40,40,50.0,-11.79611571460052,0.717770048414335,0.7165382809698175,294.050926553487,410.37713456913434,-0.1474514464325065,1.0,False,1.6,,1.0,1,80,False,13.62469505668715,883.6737919843526,13.62469505668715,883.6737919843526,-1.7561681254203494
XAUUSD,XAUUSD..,M15,3,ema200_slope,12,fixed_1R,training,71,29,42,40.845070422535215,-14.79611571460039,0.6621591784298857,0.6585617002917926,275.43895056264444,418.24319640908993,-0.20839599598028719,1.0,False,1.6,,1.0,1,71,False,14.550201546313174,857.1957541535545,14.550201546313174,857.1957541535545,-2.2386600593482022
XAUUSD,XAUUSD..,M15,3,ema200_slope,12,fixed_1.5R,training,65,22,43,33.84615384615385,-11.576347327852648,0.740302917986747,0.73268246223237,317.0906414882762,432.780444235215,-0.17809765119773305,1.0,False,1.6,,1.0,1,65,False,14.356912192437896,884.3101972530612,14.356912192437896,884.3101972530612,-1.8991002183221992
XAUUSD,XAUUSD..,M15,3,ema200_slope,12,fixed_1.7R,training,61,16,45,26.229508196721312,-19.540292906084076,0.5804674684225631,0.5767456357299732,249.7879940755488,433.09906239584825,-0.32033267059154225,1.0,False,1.6,,1.0,1,61,False,20.565131792244667,816.6889316797005,20.565131792244667,816.6889316797005,-3.237413288096308
XAUUSD,XAUUSD..,M15,3,ema200_slope,12,trail_start_0.5R_distance_0.25R_cap_1.7R,training,81,40,41,49.382716049382715,-7.972512518876729,0.8168215704039621,0.8078189954375179,348.6074311470295,431.5415125367563,-0.09842608047995961,1.0,False,1.6,,1.0,1,81,False,11.65159711809067,917.0659186102732,11.65159711809067,917.0659186102732,-1.229375373482669
XAUUSD,XAUUSD..,M15,3,ema200_slope,12,trail_start_1R_distance_0.5R_cap_1.7R,training,62,17,45,27.419354838709676,-22.717401286534,0.5122545542993038,0.5137320694828782,220.29300105560083,428.80912861318427,-0.3664096981699032,1.0,False,1.6,,1.0,1,62,False,23.016690128616922,791.4838724424166,23.016690128616922,791.4838724424166,-3.7289422705038904
XAUUSD,XAUUSD..,M15,3,ema200_slope,12,trail_start_1.5R_distance_0.5R_cap_1.7R,training,61,16,45,26.229508196721312,-19.540292906084076,0.5804674684225631,0.5767456357299732,249.7879940755488,433.09906239584825,-0.32033267059154225,1.0,False,1.6,,1.0,1,61,False,20.565131792244667,816.6889316797005,20.565131792244667,816.6889316797005,-3.237413288096308
XAUUSD,XAUUSD..,M15,3,ema200_slope,24,fixed_0.5R,training,103,62,41,60.19417475728155,-14.912110720264348,0.675203111198224,0.6767657315623534,300.1808900072947,443.5521422077762,-0.144777773983149,1.0,False,1.6,,1.0,0,103,False,16.384044868395648,856.6287477995185,16.384044868395648,856.6287477995185,-2.023415257246501
XAUUSD,XAUUSD..,M15,3,ema200_slope,24,fixed_0.75R,training,80,43,37,53.75,-8.220208095990174,0.7968824850988432,0.7893083684452943,315.43386355546704,399.6332436925496,-0.10275260119987717,1.0,False,1.6,,1.0,0,80,False,12.908669963982183,915.8006198629174,12.908669963982183,915.8006198629174,-1.3158616303858681
XAUUSD,XAUUSD..,M15,3,ema200_slope,24,fixed_1R,training,71,32,39,45.07042253521127,-10.470208095990028,0.7534693479173554,0.7428624626716475,303.3721974613867,408.3827258821667,-0.1474677196618314,1.0,False,1.6,,1.0,0,71,False,12.26453567501029,894.98947157922,12.26453567501029,894.98947157922,-1.6201461173921838
XAUUSD,XAUUSD..,M15,3,ema200_slope,24,fixed_1.5R,training,66,25,41,37.878787878787875,-6.970208095989967,0.8432611765399297,0.8285837950736217,359.30096420463553,433.6326227243085,-0.10560921357560556,1.0,False,1.6,,1.0,0,66,False,10.321007191637047,925.6683414803271,10.321007191637047,925.6683414803271,-1.1443244181561134
XAUUSD,XAUUSD..,M15,3,ema200_slope,24,fixed_1.7R,training,60,17,43,28.333333333333332,-18.690470487578143,0.5949513931088155,0.5881072290780734,251.83285683533404,428.2090822622796,-0.3115078414596357,1.0,False,1.6,,1.0,4,60,False,17.637622542694555,823.6237745730544,17.637622542694555,823.6237745730544,-3.029191557113839
XAUUSD,XAUUSD..,M15,3,ema200_slope,24,trail_start_0.5R_distance_0.25R_cap_1.7R,training,85,47,38,55.294117647058826,-0.5659108076994902,0.9866584172046492,0.9702257398333624,414.8846563986033,427.6166250442503,-0.006657774208229297,1.0,False,1.6,,1.0,0,85,False,10.824547632042094,987.268031354353,10.824547632042094,987.268031354353,-0.34636478800037435
XAUUSD,XAUUSD..,M15,3,ema200_slope,24,trail_start_1R_distance_0.5R_cap_1.7R,training,64,21,43,32.8125,-17.859101868475392,0.6156870691952748,0.6064702436986432,261.0730738689209,430.4796098102529,-0.279048466694928,1.0,False,1.6,,1.0,0,64,False,18.74319107887014,830.593464058668,18.74319107887014,830.593464058668,-2.889762316334939
XAUUSD,XAUUSD..,M15,3,ema200_slope,24,trail_start_1.5R_distance_0.5R_cap_1.7R,training,60,17,43,28.333333333333332,-18.690470487578143,0.5949513931088155,0.5881072290780734,251.83285683533404,428.2090822622796,-0.3115078414596357,1.0,False,1.6,,1.0,4,60,False,17.637622542694555,823.6237745730544,17.637622542694555,823.6237745730544,-3.029191557113839
XAUUSD,XAUUSD..,M15,4,none,1,fixed_0.5R,training,215,122,93,56.74418604651162,0.9563696712165697,1.0172637806480052,1.0108794447121774,544.5997590863959,538.7385824641602,0.004448231028914278,1.0,False,1.6,,1.0,0,215,False,8.34981039509974,1005.8611766222357,8.34981039509974,1005.8611766222357,-0.116178978485695
XAUUSD,XAUUSD..,M15,4,none,1,fixed_0.75R,training,213,110,103,51.64319248826291,9.131597195657932,1.1478586523606147,1.1443690768735149,713.1824771010104,623.2101963550674,0.04287134833642221,1.0,False,1.6,,1.0,0,213,False,8.90491635985542,1089.972280745943,8.90491635985542,1089.972280745943,0.4416688735756317
XAUUSD,XAUUSD..,M15,4,none,1,fixed_1R,training,212,98,114,46.22641509433962,-4.069127427242471,0.9497445155268551,0.9344172406608752,757.9541091902547,811.1516742287254,-0.01919399729831354,1.0,False,1.6,,1.0,0,212,False,15.072528221934434,946.8024349615293,15.072528221934434,946.8024349615293,-0.739908270640901
XAUUSD,XAUUSD..,M15,4,none,1,fixed_1.5R,training,207,91,116,43.96135265700483,5.438589325513896,1.0654284621220675,1.0441136290547992,917.2183045501157,878.4659820794049,0.026273378384125103,1.0,False,1.6,,1.0,0,207,False,13.206537389500305,1038.7523224707109,13.206537389500305,1038.7523224707109,0.009560862573828488
XAUUSD,XAUUSD..,M15,4,none,1,fixed_1.7R,training,205,87,118,42.4390243902439,7.872854089559255,1.0933986779721572,1.0692278212882682,977.7148804580236,914.4121215252476,0.038404166290532955,1.0,False,1.6,,1.0,0,205,False,13.310690165724582,1063.302758932776,13.310690165724582,1063.302758932776,0.18144617609900082
XAUUSD,XAUUSD..,M15,4,none,1,trail_start_0.5R_distance_0.25R_cap_1.7R,training,212,105,107,49.528301886792455,-3.099276977860535,0.9602029774987317,0.944295538596576,752.2350574071382,796.6097759236685,-0.014619231027644033,1.0,False,1.6,,1.0,0,212,False,14.159904180172664,955.6252814834697,14.159904180172664,955.6252814834697,-0.6352249373381527
XAUUSD,XAUUSD..,M15,4,none,1,trail_start_1R_distance_0.5R_cap_1.7R,training,209,91,118,43.54066985645933,5.898462181361198,1.070490994857417,1.0478618633497383,942.5633489258761,899.5110728743858,0.028222307087852623,1.0,False,1.6,,1.0,0,209,False,14.073107383425679,1043.0522760514903,14.073107383425679,1043.0522760514903,0.005654514433043212
XAUUSD,XAUUSD..,M15,4,none,1,trail_start_1.5R_distance_0.5R_cap_1.7R,training,205,87,118,42.4390243902439,7.872854089559255,1.0933986779721572,1.0692278212882682,977.7148804580236,914.4121215252476,0.038404166290532955,1.0,False,1.6,,1.0,0,205,False,13.310690165724582,1063.302758932776,13.310690165724582,1063.302758932776,0.18144617609900082
XAUUSD,XAUUSD..,M15,4,ema200_slope,3,fixed_0.5R,training,69,41,28,59.42028985507246,-5.953871599561115,0.77493382860224,0.7655525843340348,194.31941064065313,253.82895259859174,-0.0862879941965379,1.0,False,1.6,,1.0,3,69,False,8.585725826678333,940.4904580420614,8.585725826678333,940.4904580420614,-0.9439508704530954
XAUUSD,XAUUSD..,M15,4,ema200_slope,3,fixed_0.75R,training,58,29,29,50.0,-4.646317626998828,0.8239785680466837,0.8133742018818405,206.55025212911858,253.94246787178565,-0.08010892460342807,1.0,False,1.6,,1.0,3,58,False,7.622157557934566,952.6077842573329,7.622157557934566,952.6077842573329,-0.7913809106448471
XAUUSD,XAUUSD..,M15,4,ema200_slope,3,fixed_1R,training,49,17,32,34.69387755102041,-22.85893973779945,0.42650406939646723,0.42672626475974873,157.78404028761986,369.7546959675751,-0.46650897424080506,1.0,False,1.6,,1.0,4,49,False,21.197065567995526,788.0293443200447,21.197065567995526,788.0293443200447,-4.049469831995986
XAUUSD,XAUUSD..,M15,4,ema200_slope,3,fixed_1.5R,training,47,13,34,27.659574468085108,-21.76070230907983,0.472604655488593,0.47343901022760054,183.23596202958356,387.031820511569,-0.46299366615063464,1.0,False,1.6,,1.0,4,47,False,21.325280569772158,796.2041415180146,21.325280569772158,796.2041415180146,-3.9562451817697406
XAUUSD,XAUUSD..,M15,4,ema200_slope,3,fixed_1.7R,training,45,12,33,26.666666666666668,-19.86070230907997,0.5066975693416852,0.509460179947348,195.976994655289,384.6757850153135,-0.44134894020177706,1.0,False,1.6,,1.0,6,45,False,20.46225914901339,811.3012096399755,20.46225914901339,811.3012096399755,-3.703144426825273
XAUUSD,XAUUSD..,M15,4,ema200_slope,3,trail_start_0.5R_distance_0.25R_cap_1.7R,training,66,33,33,50.0,-13.088217137631228,0.6869118281610094,0.6756839292663174,275.0212191837902,407.02643243627006,-0.19830632026713982,1.0,False,1.6,,1.0,4,66,False,14.487981908760657,867.9947867475202,14.487981908760657,867.9947867475202,-2.0875306638585576
XAUUSD,XAUUSD..,M15,4,ema200_slope,3,trail_start_1R_distance_0.5R_cap_1.7R,training,48,14,34,29.166666666666668,-21.641042697102254,0.4755047421395961,0.47732071095773304,185.28918082457233,388.1859231559298,-0.4508550561896303,1.0,False,1.6,,1.0,4,48,False,21.1119998014382,797.1032576686425,21.1119998014382,797.1032576686425,-3.896769737415631
XAUUSD,XAUUSD..,M15,4,ema200_slope,3,trail_start_1.5R_distance_0.5R_cap_1.7R,training,45,12,33,26.666666666666668,-19.86070230907997,0.5066975693416852,0.509460179947348,195.976994655289,384.6757850153135,-0.44134894020177706,1.0,False,1.6,,1.0,6,45,False,20.46225914901339,811.3012096399755,20.46225914901339,811.3012096399755,-3.703144426825273
XAUUSD,XAUUSD..,M15,4,ema200_slope,6,fixed_0.5R,training,65,39,26,60.0,-6.237711864406959,0.7576431076208753,0.7482138867962955,184.64045913891107,246.77496956051584,-0.09596479791395322,1.0,False,1.6,,1.0,2,65,False,8.951056127191407,937.8654895783952,8.951056127191407,937.8654895783952,-1.0180887144901989
XAUUSD,XAUUSD..,M15,4,ema200_slope,6,fixed_0.75R,training,56,27,29,48.214285714285715,-7.85588659139624,0.7204896360109421,0.709773146628567,189.6222137445394,267.1589009041096,-0.14028368913207573,1.0,False,1.6,,1.0,2,56,False,10.65350358716779,922.4633128404298,10.65350358716779,922.4633128404298,-1.3678537014549312
XAUUSD,XAUUSD..,M15,4,ema200_slope,6,fixed_1R,training,48,16,32,33.33333333333333,-25.568508702196876,0.38490675993758794,0.387183918267573,147.26691840688363,380.35391311142007,-0.5326772646291016,1.0,False,1.6,,1.0,3,48,False,23.308699470453647,766.9130052954636,23.308699470453647,766.9130052954636,-4.565108310325171
XAUUSD,XAUUSD..,M15,4,ema200_slope,6,fixed_1.5R,training,46,13,33,28.26086956521739,-23.068508702196795,0.45808511020245696,0.45964573973673406,182.22840043563883,396.45401813146725,-0.5014893196129738,1.0,False,1.6,,1.0,3,46,False,22.355868502044757,785.7743823041716,22.355868502044757,785.7743823041716,-4.226788022179584
XAUUSD,XAUUSD..,M15,4,ema200_slope,6,fixed_1.7R,training,44,12,32,27.27272727272727,-21.168508702196934,0.4907561189204228,0.4945325320853607,195.01422296229464,394.34053436272916,-0.4811024705044758,1.0,False,1.6,,1.0,5,44,False,21.504152103635814,800.6736885995655,21.504152103635814,800.6736885995655,-3.9778254270601128
XAUUSD,XAUUSD..,M15,4,ema200_slope,6,trail_start_0.5R_distance_0.25R_cap_1.7R,training,63,32,31,50.79365079365079,-13.175572519861745,0.6826171465505118,0.6712447407524412,271.08703647290065,403.8572222838153,-0.20913607174383722,1.0,False,1.6,,1.0,3,63,False,14.563344512609113,867.2298141890853,14.563344512609113,867.2298141890853,-2.1401073165432547
XAUUSD,XAUUSD..,M15,4,ema200_slope,6,trail_start_1R_distance_0.5R_cap_1.7R,training,47,14,33,29.78723404255319,-22.948849090219223,0.4608960992557662,0.46343981994348404,184.26535822113897,397.6036376063022,-0.48827338489828137,1.0,False,1.6,,1.0,3,47,False,22.1453815738112,786.6617206148368,22.1453815738112,786.6617206148368,-4.164114525495376
XAUUSD,XAUUSD..,M15,4,ema200_slope,6,trail_start_1.5R_distance_0.5R_cap_1.7R,training,44,12,32,27.27272727272727,-21.168508702196934,0.4907561189204228,0.4945325320853607,195.01422296229464,394.34053436272916,-0.4811024705044758,1.0,False,1.6,,1.0,5,44,False,21.504152103635814,800.6736885995655,21.504152103635814,800.6736885995655,-3.9778254270601128
XAUUSD,XAUUSD..,M15,4,ema200_slope,12,fixed_0.5R,training,67,41,26,61.19402985074627,-5.2377118644069025,0.7964966003193842,0.7856278587431289,193.25295366556804,245.98536255414865,-0.07817480394637168,1.0,False,1.6,,1.0,0,67,False,9.854762136770272,947.2675911114194,9.854762136770272,947.2675911114194,-0.914604343595922
XAUUSD,XAUUSD..,M15,4,ema200_slope,12,fixed_0.75R,training,57,29,28,50.877192982456144,-5.355886591396211,0.8024087286967283,0.7898676151431656,203.69409388800955,257.88384025731887,-0.09396292265607388,1.0,False,1.6,,1.0,0,57,False,10.191585739643733,945.8102536306907,10.191585739643733,945.8102536306907,-0.9967066293887488
XAUUSD,XAUUSD..,M15,4,ema200_slope,12,fixed_1R,training,52,20,32,38.46153846153847,-21.568508702196876,0.48113344992198465,0.47529432311447417,182.92994791613012,384.8771992845192,-0.4147790135037861,1.0,False,1.6,,1.0,0,52,False,20.98487637310783,798.0527486316109,20.98487637310783,798.0527486316109,-3.7582390397845575
XAUUSD,XAUUSD..,M15,4,ema200_slope,12,fixed_1.5R,training,48,15,33,31.25,-21.507550792182293,0.49475442180401513,0.4887602551053326,193.07284981228202,395.0256752580525,-0.44807397483713113,1.0,False,1.6,,1.0,0,48,False,22.30853826223465,798.0471745542295,22.30853826223465,798.0471745542295,-3.9224759270877825
XAUUSD,XAUUSD..,M15,4,ema200_slope,12,fixed_1.7R,training,46,14,32,30.434782608695656,-19.407550792182448,0.5331189066410567,0.5284856570576703,207.5977444288261,392.81623191936933,-0.42190327809092276,1.0,False,1.6,,1.0,0,46,False,21.456302675310006,814.7815125094568,21.456302675310006,814.7815125094568,-3.6397715239911452
XAUUSD,XAUUSD..,M15,4,ema200_slope,12,trail_start_0.5R_distance_0.25R_cap_1.7R,training,64,34,30,53.125,-8.837556430376518,0.7818597368554446,0.7622926099185273,303.15145179647936,397.6838393184472,-0.1380868192246331,1.0,False,1.6,,1.0,0,64,False,12.28739549687464,905.4676124780322,12.28739549687464,905.4676124780322,-1.4789114131437335
XAUUSD,XAUUSD..,M15,4,ema200_slope,12,trail_start_1R_distance_0.5R_cap_1.7R,training,49,16,33,32.6530612244898,-21.187891180204737,0.5022637196799133,0.4963380423126972,196.57667937546,396.0540249131559,-0.4324059424531579,1.0,False,1.6,,1.0,0,49,False,22.09792302556881,800.5226544623041,22.09792302556881,800.5226544623041,-3.8354189602428708
XAUUSD,XAUUSD..,M15,4,ema200_slope,12,trail_start_1.5R_distance_0.5R_cap_1.7R,training,46,14,32,30.434782608695656,-19.407550792182448,0.5331189066410567,0.5284856570576703,207.5977444288261,392.81623191936933,-0.42190327809092276,1.0,False,1.6,,1.0,0,46,False,21.456302675310006,814.7815125094568,21.456302675310006,814.7815125094568,-3.6397715239911452
XAUUSD,XAUUSD..,M15,4,ema200_slope,24,fixed_0.5R,training,71,45,26,63.38028169014085,-2.596575360392164,0.8965366659352995,0.8870583412077567,215.09515505949105,242.4814074423025,-0.03657148394918541,1.0,False,1.6,,1.0,0,71,False,7.442734818860617,972.6137476171886,7.442734818860617,972.6137476171886,-0.4713856940472813
XAUUSD,XAUUSD..,M15,4,ema200_slope,24,fixed_0.75R,training,61,31,30,50.81967213114754,-5.214750087381378,0.816799723469444,0.8038449626870208,217.03344862409608,269.99416392262526,-0.08548770635051439,1.0,False,1.6,,1.0,0,61,False,8.72094936977345,947.0392847014708,8.72094936977345,947.0392847014708,-0.8939983470886297
XAUUSD,XAUUSD..,M15,4,ema200_slope,24,fixed_1R,training,55,22,33,40.0,-20.240221360193228,0.5208306039023887,0.5106460889954655,199.71041431062338,391.09359420237683,-0.368004024730786,1.0,False,1.6,,1.0,0,55,False,20.73161257638991,808.6168201082465,20.73161257638991,808.6168201082465,-3.4803308039238083
XAUUSD,XAUUSD..,M15,4,ema200_slope,24,fixed_1.5R,training,51,17,34,33.33333333333333,-19.088062832238407,0.5585576985549203,0.5445743447485433,218.365879264024,400.9845145475118,-0.37427574180859624,1.0,False,1.6,,1.0,0,51,False,20.659917521268394,817.3813647165122,20.659917521268394,817.3813647165122,-3.4154764687333703
XAUUSD,XAUUSD..,M15,4,ema200_slope,24,fixed_1.7R,training,48,15,33,31.25,-19.964383415116618,0.5273608240620907,0.5243036754621109,209.16147937949802,398.9319342366754,-0.4159246544815962,1.0,False,1.6,,1.0,0,48,False,18.996226707080336,810.2295451428226,18.996226707080336,810.2295451428226,-3.5623554794045194
XAUUSD,XAUUSD..,M15,4,ema200_slope,24,trail_start_0.5R_distance_0.25R_cap_1.7R,training,68,36,32,52.94117647058824,-10.96662708649512,0.7380919260393001,0.718687301785885,289.94809156952147,403.44123355042143,-0.1612739277425753,1.0,False,1.6,,1.0,0,68,False,13.55275871949742,886.5068580191,13.55275871949742,886.5068580191,-1.7612954373557386
