instrument,broker_symbol,timeframe,history_start_utc,history_end_utc,coverage_days,training_end_utc,distance,signal_filter,ema_slope_bars,exit,minimum_validation_trades,robust,confidence,train_trades,train_wins,train_losses,train_win_rate_pct,train_net_r,train_profit_factor,train_expectancy_r,train_max_drawdown_pct,train_ending_balance,validation_trades,validation_wins,validation_losses,validation_win_rate_pct,validation_net_r,validation_profit_factor,validation_cash_profit_factor,validation_cash_gross_profit,validation_cash_gross_loss,validation_expectancy_r,validation_risk_pct,validation_progression_enabled,validation_progression_multiplier,validation_max_risk_pct,validation_maximum_applied_risk_pct,validation_final_loss_streak,validation_processed_trades,validation_ruined,validation_max_drawdown_pct,validation_ending_balance,validation_max_dd_pct_at_1pct,validation_ending_balance_at_1pct,full_trades,full_wins,full_losses,full_win_rate_pct,full_net_r,full_profit_factor,full_cash_profit_factor,full_cash_gross_profit,full_cash_gross_loss,full_expectancy_r,full_risk_pct,full_progression_enabled,full_progression_multiplier,full_max_risk_pct,full_maximum_applied_risk_pct,full_final_loss_streak,full_processed_trades,full_ruined,full_max_drawdown_pct,full_ending_balance,full_max_dd_pct_at_1pct,full_ending_balance_at_1pct
XAUUSD,XAUUSD..,M15,2026-07-05T12:58:14.623539+00:00,2026-08-04T12:45:00+00:00,29.990802968298613,2026-07-28T00:48:18.655885+00:00,6,none,1,fixed_1R,8,False,limited,152,76,76,50.0,13.265054513766959,1.2907571118298977,0.08727009548530894,6.071602505282059,1136.4912816882381,54,21,33,38.88888888888889,-6.198785433804031,0.7020709645053076,0.6982037013625484,142.47781290927514,204.0633881361971,-0.1147923228482228,1.0,False,1.6,,1.0,6,54,False,7.229838366849481,938.414424773078,7.229838366849481,938.414424773078,206,97,109,47.0873786407767,7.066269079962928,1.1063737253050716,1.0922732796307708,787.1831199399686,720.6833075748826,0.03430227708719868,1.0,False,1.6,,1.0,6,206,False,8.101544806511704,1066.499812365086,8.101544806511704,1066.499812365086
