symbol,session_date,direction,entry_mode,stop_mode,rr_target,entry_time,exit_time,entry,stop,target,exit_price,pnl_r,outcome,asian_high,asian_low,asian_range,adr,range_adr_fraction,exit_mode,trail_start_r,trail_distance_r,mae_r,ambiguous_bar,instrument,trade_id,portfolio_status,portfolio_risk_cash,portfolio_risk_pct,portfolio_pnl_cash,portfolio_balance_after_exit,portfolio_exit_sequence
GBPJPY..,2026-06-02,buy,confirmed_close,opposite,1.7,2026-06-02 08:30:00+00:00,2026-06-02 17:00:00+00:00,215.086,214.546,216.00400000000005,215.232,0.2703703703703353,win,215.061,214.546,0.5150000000000148,1.0482857142857134,0.49127827745981284,trailing,1.0,1.0,-0.14814814814816568,False,GBPJPY,39,accepted,5.0,0.5,1.3518518518516764,1001.3518518518516,1
XAUUSD..,2026-06-03,sell,confirmed_close,midpoint,1.7,2026-06-03 09:00:00+00:00,2026-06-03 16:55:00+00:00,4457.03,4479.485000000001,4418.856499999998,4449.125000000001,0.35203740814956763,win,4496.67,4462.3,34.36999999999989,100.49071428571428,0.34202165089880265,trailing,1.0,1.0,-0.683144065909578,False,XAUUSD,63,accepted,5.006759259259258,0.5,1.7625665528584784,1005.9933049787836,3
GBPJPY..,2026-06-03,sell,confirmed_close,opposite,1.7,2026-06-03 09:15:00+00:00,2026-06-03 11:32:00+00:00,215.012,215.372,214.39999999999998,214.80500000000004,0.5749999999998816,win,215.372,215.086,0.28600000000000136,1.0568571428571423,0.2706136793728049,trailing,1.0,1.0,-0.5277777777777515,False,GBPJPY,40,accepted,5.006759259259258,0.5,2.878886574073481,1004.2307384259251,2
EURJPY..,2026-06-05,buy,mechanical_oco,midpoint,1.7,2026-06-05 08:00:00+00:00,2026-06-05 10:33:00+00:00,185.818,185.7095,186.00245000000004,186.00245000000004,1.7,win,185.818,185.601,0.21700000000001296,0.7346428571428569,0.29538162372388743,trailing,1.0,1.0,-0.5806451612903648,False,EURJPY,30,accepted,5.0299665248939185,0.5,8.550943092319661,1014.5442480711033,4
BTCUSD,2026-06-05,sell,confirmed_close,midpoint,1.7,2026-06-05 09:15:00+00:00,2026-06-05 11:00:00+00:00,62003.8,63073.15,60185.905000000006,63073.15,-1.0,loss,63899.9,62246.4,1653.5,2486.128571428573,0.6650903010417799,trailing,1.0,1.0,-1.0,False,BTCUSD,0,accepted,5.0299665248939185,0.5,-5.0299665248939185,1009.5142815462094,5
GBPJPY..,2026-06-05,buy,confirmed_close,opposite,1.7,2026-06-05 09:45:00+00:00,2026-06-05 15:29:00+00:00,214.911,214.501,215.608,215.195,0.6926829268292541,win,214.843,214.501,0.34199999999998454,0.9906428571428592,0.3452303698896657,trailing,1.0,1.0,-0.1756097560975691,False,GBPJPY,41,accepted,5.0299665248939185,0.5,3.484171934316692,1012.9984534805261,6
BTCUSD,2026-06-07,buy,confirmed_close,midpoint,1.7,2026-06-07 09:45:00+00:00,2026-06-07 17:00:00+00:00,62165.6,61122.75,63938.44499999999,61696.1,-0.45020856307235047,loss,61862.1,60383.4,1478.699999999997,2639.7285714285745,0.5601712297259982,trailing,1.0,1.0,-0.6161001102747288,False,BTCUSD,1,accepted,5.064992267402631,0.5,-2.2803028906799048,1010.7181505898462,7
XAUUSD..,2026-06-09,buy,confirmed_close,midpoint,1.7,2026-06-09 08:45:00+00:00,2026-06-09 10:14:00+00:00,4348.82,4327.535,4385.004499999999,4327.535,-1.0,loss,4342.12,4312.95,29.170000000000073,97.7914285714285,0.29828790136442085,trailing,1.0,1.0,-1.0,False,XAUUSD,64,accepted,8.08574520471877,0.8,-8.08574520471877,1002.6324053851274,8
BTCUSD,2026-06-10,sell,confirmed_close,midpoint,1.7,2026-06-10 12:15:00+00:00,2026-06-10 15:31:00+00:00,61007.4,61619.35,59967.08500000001,61619.35,-1.0,loss,62103.1,61135.6,967.5,2832.3642857142877,0.3415874168728294,trailing,1.0,1.0,-1.0,False,BTCUSD,2,accepted,12.833694788929634,1.2800000000000002,-12.833694788929634,989.7987105961978,9
BTCUSD,2026-06-11,buy,confirmed_close,midpoint,1.7,2026-06-11 09:45:00+00:00,2026-06-11 17:00:00+00:00,62893.7,61899.600000000006,64583.669999999984,62973.7,0.08047480132783492,win,62773.8,61025.4,1748.4000000000015,2872.107142857144,0.6087516631641778,trailing,1.0,1.0,-0.459712302585257,False,BTCUSD,3,accepted,20.271077593010137,2.0480000000000005,1.631310941998617,991.4300215381965,10
