risk_pct,exposure_cap_pct,signals,accepted_trades,skipped_signals,wins,losses,breakeven,win_rate_pct,profit_factor,net_r,starting_balance,ending_balance,net_profit,return_pct,max_realized_drawdown_pct,max_committed_risk_drawdown_pct,max_concurrent_trades,max_planned_exposure_pct,scenario,progression_multiplier,target_cap_r,trailing_enabled,test_start,test_end,cash_profit_factor
0.5,6.0,81,81,0,45,36,0,55.55555555555556,1.2482949068108498,7.36794725688984,1000.0,1036.5071716601976,36.50717166019763,3.650717166019768,3.151170699691179,3.7359220014041545,4,2.0,flat_fixed_1_7r,1.0,1.7,False,2026-06-02,2026-08-02,1.2419546304282187
0.5,6.0,81,81,0,49,32,0,60.49382716049383,1.3277588253576036,8.691834182391048,1000.0,1043.4401029917447,43.44010299174465,4.344010299174461,1.934391267476353,3.167914735073782,4,2.0,flat_trailing_capped_1_7r,1.0,1.7,True,2026-06-02,2026-08-02,1.3200896014617745
0.5,6.0,81,81,0,45,36,0,55.55555555555556,1.2482949068108498,7.36794725688984,1000.0,1035.3050941529043,35.3050941529043,3.530509415290428,7.356579753662798,11.62731527192701,4,5.3248000000000015,progression_fixed_1_7r,1.6,1.7,False,2026-06-02,2026-08-02,1.1510823448657912
0.5,6.0,81,81,0,49,32,0,60.49382716049383,1.3277588253576036,8.691834182391048,1000.0,1082.6333899764152,82.63338997641517,8.263338997641512,3.2270181619604403,8.421424083372454,4,5.3248000000000015,progression_trailing_capped_1_7r,1.6,1.7,True,2026-06-02,2026-08-02,1.442802598887183
