period,date,signal,asia_mid,close_4pm,correct,regime_same_day,regime_prior_day
full,2025-09-03,bearish,23295.405,23421.74,False,ranging,downtrend
full,2025-09-09,bearish,23806.915,23856.84,False,uptrend,uptrend
full,2025-09-10,bearish,23889.525,23869.29,True,uptrend,uptrend
full,2025-09-15,bearish,24123.39,24326.48,False,uptrend,uptrend
full,2025-09-19,bullish,24502.864999999998,24640.41,True,uptrend,uptrend
full,2025-09-24,bearish,24624.315,24529.4,True,uptrend,uptrend
full,2025-09-25,bullish,24561.15,24424.42,False,uptrend,uptrend
full,2025-09-26,bearish,24407.504999999997,24521.0,False,uptrend,uptrend
full,2025-10-02,bearish,24853.73,24920.68,False,uptrend,uptrend
full,2025-10-07,bearish,24967.455,24867.5,True,uptrend,uptrend
full,2025-10-10,bullish,25163.35,24237.97,False,downtrend,uptrend
full,2025-10-13,bearish,24595.875,24765.22,False,ranging,ranging
full,2025-10-20,bearish,24888.79,25160.22,False,uptrend,uptrend
full,2025-10-22,bearish,25122.72,24906.95,True,uptrend,uptrend
full,2025-10-23,bearish,24903.690000000002,25124.35,False,uptrend,uptrend
full,2025-11-03,bullish,25991.79,26019.46,True,uptrend,uptrend
full,2025-11-05,bearish,25316.945,25657.07,False,uptrend,ranging
full,2025-11-10,bearish,25311.010000000002,25647.81,False,uptrend,ranging
full,2025-11-17,bearish,25149.699999999997,24837.65,True,downtrend,downtrend
full,2025-11-21,bullish,24119.165,24266.22,True,downtrend,downtrend
full,2025-11-24,bearish,24421.965,24894.5,False,ranging,downtrend
full,2025-11-25,bullish,24900.25,25041.95,True,uptrend,ranging
full,2025-11-26,bearish,25097.050000000003,25265.4,False,uptrend,uptrend
full,2025-12-02,bullish,25388.36,25590.75,True,uptrend,uptrend
full,2025-12-05,bearish,25658.89,25722.14,False,uptrend,uptrend
full,2025-12-08,bearish,25754.480000000003,25672.45,True,uptrend,uptrend
full,2025-12-10,bearish,25683.39,25814.94,False,ranging,uptrend
full,2025-12-16,bullish,24992.46,25159.11,True,downtrend,downtrend
full,2025-12-22,bearish,25467.4,25483.52,False,uptrend,uptrend
full,2025-12-23,bullish,25506.485,25608.32,True,uptrend,uptrend
full,2025-12-26,bullish,25703.78,25674.62,False,uptrend,uptrend
full,2025-12-30,bullish,25542.655,25497.16,False,ranging,ranging
full,2025-12-31,bullish,25444.96,25278.58,False,downtrend,ranging
full,2026-01-02,bearish,25386.745,25215.58,True,downtrend,ranging
full,2026-01-05,bearish,25301.845,25424.28,False,ranging,ranging
full,2026-01-08,bullish,25650.82,25528.45,False,ranging,uptrend
full,2026-01-13,bearish,25731.835,25758.68,False,uptrend,uptrend
full,2026-01-16,bearish,25634.59,25547.44,True,ranging,ranging
full,2026-01-21,bearish,25049.11,25346.97,False,ranging,downtrend
full,2026-01-26,bearish,25493.745,25734.18,False,uptrend,ranging
full,2026-01-27,bearish,25831.72,25967.03,False,uptrend,uptrend
full,2026-01-29,bearish,26053.6,25885.3,True,ranging,uptrend
full,2026-01-30,bullish,25756.86,25569.33,False,ranging,ranging
full,2026-02-03,bearish,25852.69,25352.85,True,downtrend,uptrend
full,2026-02-04,bearish,25335.205,24911.87,True,downtrend,downtrend
full,2026-02-06,bearish,24331.345,25067.91,False,downtrend,downtrend
full,2026-02-09,bullish,25191.545,25266.22,True,ranging,downtrend
full,2026-02-11,bullish,25236.415,25208.37,False,ranging,ranging
full,2026-02-12,bearish,25211.36,24700.47,True,downtrend,ranging
full,2026-02-13,bullish,24719.875,24738.33,True,downtrend,downtrend
full,2026-02-19,bearish,24898.005,24807.31,True,downtrend,downtrend
full,2026-02-20,bearish,24845.010000000002,25022.65,False,ranging,downtrend
full,2026-02-24,bullish,24789.515,24992.59,True,ranging,downtrend
full,2026-02-27,bearish,24962.28,24965.67,False,ranging,ranging
full,2026-03-05,bullish,25120.765,25037.22,False,uptrend,uptrend
full,2026-03-10,bearish,24911.985,24981.26,False,uptrend,ranging
full,2026-03-11,bullish,25042.145,24980.16,False,downtrend,uptrend
full,2026-03-13,bullish,24577.775,24396.31,False,downtrend,downtrend
full,2026-03-16,bearish,24482.295,24680.97,False,downtrend,downtrend
full,2026-03-17,bullish,24630.835,24809.88,True,uptrend,downtrend
full,2026-03-19,bullish,24461.96,24382.67,False,downtrend,downtrend
full,2026-03-20,bullish,24430.17,23922.61,False,downtrend,downtrend
full,2026-03-24,bearish,24168.46,24031.88,True,downtrend,downtrend
full,2026-03-26,bullish,24154.415,23609.85,False,downtrend,downtrend
full,2026-03-27,bearish,23680.370000000003,23133.81,True,downtrend,downtrend
full,2026-04-01,bearish,23836.535,24040.86,False,downtrend,downtrend
full,2026-04-02,bullish,23869.6,24060.81,True,ranging,downtrend
full,2026-04-09,bullish,24875.405,25100.14,True,uptrend,uptrend
full,2026-04-14,bearish,25458.14,25867.25,False,uptrend,uptrend
full,2026-04-15,bullish,25885.625,26232.75,True,uptrend,uptrend
full,2026-04-16,bearish,26296.675,26355.53,False,uptrend,uptrend
full,2026-04-21,bearish,26691.695,26520.24,True,uptrend,uptrend
full,2026-04-22,bearish,26666.589999999997,26962.74,False,uptrend,uptrend
full,2026-04-29,bearish,27132.739999999998,27224.05,False,uptrend,uptrend
full,2026-05-05,bearish,27692.655,28038.54,False,uptrend,uptrend
full,2026-05-07,bearish,28585.405,28587.92,False,uptrend,uptrend
full,2026-05-12,bullish,29254.965,29087.02,False,uptrend,uptrend
full,2026-05-19,bullish,28994.83,28860.5,False,uptrend,uptrend
full,2026-05-21,bearish,29215.434999999998,29385.32,False,uptrend,uptrend
full,2026-05-26,bullish,29791.0,30034.29,True,uptrend,uptrend
full,2026-05-29,bearish,30236.425,30361.26,False,uptrend,uptrend
full,2026-06-03,bearish,30635.495000000003,30624.88,True,uptrend,uptrend
full,2026-06-04,bearish,30432.165,30476.06,False,uptrend,uptrend
full,2026-06-10,bullish,29072.545,28537.28,False,downtrend,downtrend
full,2026-06-11,bearish,28526.33,29471.04,False,ranging,downtrend
full,2026-06-12,bullish,29571.510000000002,29673.48,True,uptrend,ranging
full,2026-06-25,bearish,29796.550000000003,29517.03,True,downtrend,ranging
full,2026-06-29,bearish,29302.705,29829.27,False,uptrend,downtrend
full,2026-06-30,bearish,29816.84,30297.46,False,uptrend,uptrend
3y,2023-07-06,bullish,15191.994999999999,15096.47,False,uptrend,uptrend
3y,2023-07-10,bullish,15025.8,15058.43,True,ranging,ranging
3y,2023-07-11,bearish,15061.08,15131.1,False,uptrend,ranging
3y,2023-07-18,bearish,15696.36,15856.45,False,uptrend,uptrend
3y,2023-07-26,bearish,15547.945,15514.52,True,uptrend,uptrend
3y,2023-07-28,bearish,15530.23,15749.93,False,uptrend,uptrend
3y,2023-08-04,bearish,15422.49,15275.61,True,downtrend,ranging
3y,2023-08-07,bearish,15345.279999999999,15413.36,False,downtrend,downtrend
3y,2023-08-08,bullish,15384.355,15278.98,False,downtrend,downtrend
3y,2023-08-10,bearish,15155.03,15127.56,True,downtrend,downtrend
3y,2023-08-14,bearish,15024.445,15213.8,False,ranging,downtrend
3y,2023-08-17,bearish,14859.905,14715.55,True,downtrend,downtrend
3y,2023-08-18,bullish,14711.055,14691.7,False,downtrend,downtrend
3y,2023-08-24,bearish,15316.34,14817.21,True,downtrend,uptrend
3y,2023-08-25,bullish,14809.904999999999,14940.46,True,downtrend,downtrend
3y,2023-08-29,bearish,15072.994999999999,15388.5,False,uptrend,ranging
3y,2023-08-31,bullish,15491.935,15511.56,True,uptrend,uptrend
3y,2023-09-01,bullish,15521.52,15498.82,False,uptrend,uptrend
3y,2023-09-05,bullish,15500.315,15523.73,True,uptrend,uptrend
3y,2023-09-08,bearish,15268.555,15285.97,False,ranging,ranging
3y,2023-09-12,bullish,15468.94,15311.29,False,ranging,uptrend
3y,2023-09-13,bearish,15308.275,15367.93,False,uptrend,ranging
3y,2023-09-15,bullish,15514.075,15213.27,False,downtrend,uptrend
3y,2023-09-19,bullish,15242.795,15194.37,False,downtrend,downtrend
3y,2023-09-21,bullish,14933.91,14688.66,False,downtrend,downtrend
3y,2023-09-25,bearish,14735.74,14772.1,False,downtrend,downtrend
3y,2023-09-26,bullish,14737.11,14553.67,False,downtrend,downtrend
3y,2023-10-02,bearish,14820.64,14842.86,False,downtrend,downtrend
3y,2023-10-04,bullish,14546.369999999999,14773.4,True,downtrend,downtrend
3y,2023-10-05,bullish,14778.744999999999,14724.5,False,downtrend,downtrend
3y,2023-10-06,bearish,14725.365,14969.49,False,uptrend,downtrend
3y,2023-10-11,bearish,15165.275,15248.09,False,uptrend,uptrend
3y,2023-10-12,bearish,15290.49,15184.8,True,uptrend,uptrend
3y,2023-10-13,bullish,15205.68,14989.46,False,ranging,uptrend
3y,2023-10-18,bullish,15096.185,14907.59,False,downtrend,uptrend
3y,2023-10-19,bullish,14908.305,14777.9,False,downtrend,downtrend
3y,2023-10-20,bullish,14730.5,14563.57,False,downtrend,downtrend
3y,2023-10-26,bullish,14255.025000000001,14115.18,False,downtrend,downtrend
3y,2023-11-01,bearish,14382.595000000001,14666.96,False,uptrend,downtrend
3y,2023-11-06,bearish,15107.490000000002,15163.19,False,uptrend,uptrend
3y,2023-11-07,bullish,15144.8,15307.64,True,uptrend,uptrend
3y,2023-11-08,bullish,15303.54,15330.19,True,uptrend,uptrend
3y,2023-11-09,bearish,15310.5,15199.75,True,uptrend,uptrend
3y,2023-11-10,bearish,15173.75,15525.64,False,uptrend,uptrend
3y,2023-11-14,bearish,15512.279999999999,15826.57,False,uptrend,uptrend
3y,2023-11-15,bearish,15859.4,15839.36,True,uptrend,uptrend
3y,2023-11-22,bullish,15929.9,16006.38,True,uptrend,uptrend
3y,2023-11-27,bearish,15935.369999999999,15980.73,False,uptrend,uptrend
3y,2023-11-28,bullish,15974.825,16021.8,True,uptrend,uptrend
3y,2023-11-29,bearish,16043.595,16003.47,True,uptrend,uptrend
3y,2023-11-30,bearish,16023.11,15959.35,True,uptrend,uptrend
3y,2023-12-07,bearish,15804.94,16027.22,False,uptrend,ranging
3y,2023-12-08,bullish,16011.165,16102.36,True,uptrend,uptrend
3y,2023-12-29,bearish,16931.48,16839.63,True,uptrend,uptrend
3y,2024-01-04,bearish,16394.325,16295.64,True,downtrend,downtrend
3y,2024-01-08,bullish,16324.025000000001,16652.06,True,uptrend,downtrend
3y,2024-01-11,bearish,16844.97,16824.77,True,uptrend,uptrend
3y,2024-01-16,bullish,16782.075,16836.97,True,uptrend,uptrend
3y,2024-01-19,bearish,17033.83,17308.1,False,uptrend,uptrend
3y,2024-01-23,bullish,17359.635000000002,17419.93,True,uptrend,uptrend
3y,2024-01-25,bearish,17505.97,17519.17,False,uptrend,uptrend
3y,2024-01-26,bullish,17411.44,17425.28,True,uptrend,uptrend
3y,2024-01-29,bearish,17416.504999999997,17608.78,False,uptrend,uptrend
3y,2024-01-30,bullish,17623.44,17490.16,False,uptrend,uptrend
3y,2024-02-06,bearish,17640.02,17575.3,True,uptrend,uptrend
3y,2024-02-07,bullish,17603.015,17761.86,True,uptrend,uptrend
3y,2024-02-08,bullish,17772.88,17782.77,True,uptrend,uptrend
3y,2024-02-20,bullish,17660.48,17546.38,False,downtrend,ranging
3y,2024-02-27,bearish,17919.18,17983.1,False,uptrend,uptrend
3y,2024-02-29,bullish,17863.28,18071.97,True,uptrend,uptrend
3y,2024-03-01,bearish,18064.715,18309.51,False,uptrend,uptrend
3y,2024-03-07,bullish,17964.629999999997,18304.58,True,uptrend,ranging
3y,2024-03-12,bearish,18048.199999999997,18232.15,False,uptrend,ranging
3y,2024-03-13,bearish,18225.05,18088.84,True,uptrend,uptrend
3y,2024-03-14,bearish,18127.765,18019.54,True,ranging,uptrend
3y,2024-03-15,bullish,18011.705,17816.38,False,downtrend,ranging
3y,2024-03-25,bullish,18367.395,18299.39,False,uptrend,uptrend
3y,2024-04-02,bullish,18282.41,18146.24,False,ranging,ranging
3y,2024-04-03,bullish,18122.54,18177.63,True,ranging,ranging
3y,2024-04-08,bearish,18126.975,18118.46,True,ranging,ranging
3y,2024-04-11,bearish,18006.95,18323.89,False,uptrend,downtrend
3y,2024-04-17,bullish,17763.34,17503.32,False,downtrend,downtrend
3y,2024-04-18,bearish,17555.29,17395.84,True,downtrend,downtrend
3y,2024-04-22,bearish,17102.195,17219.67,False,downtrend,downtrend
3y,2024-04-25,bullish,17344.015,17442.47,True,ranging,downtrend
3y,2024-04-29,bearish,17768.95,17796.56,False,uptrend,uptrend
3y,2024-04-30,bullish,17797.72,17462.33,False,downtrend,uptrend
3y,2024-05-01,bullish,17397.565,17322.52,False,downtrend,downtrend
3y,2024-05-02,bearish,17422.455,17546.1,False,ranging,downtrend
3y,2024-05-03,bullish,17659.21,17895.95,True,uptrend,ranging
3y,2024-05-13,bearish,18174.585,18209.87,False,uptrend,uptrend
3y,2024-05-22,bullish,18748.7,18726.62,False,uptrend,uptrend
3y,2024-05-24,bullish,18654.92,18816.11,True,uptrend,uptrend
3y,2024-05-28,bearish,18862.364999999998,18895.53,False,uptrend,uptrend
3y,2024-05-29,bullish,18870.760000000002,18766.46,False,uptrend,uptrend
3y,2024-05-30,bullish,18669.295,18568.59,False,ranging,uptrend
3y,2024-06-03,bearish,18584.215,18627.42,False,ranging,ranging
3y,2024-06-05,bullish,18721.690000000002,19054.19,True,uptrend,uptrend
3y,2024-06-07,bearish,19061.050000000003,19024.02,True,uptrend,uptrend
3y,2024-06-10,bullish,19025.25,19104.96,True,uptrend,uptrend
3y,2024-06-11,bearish,19081.565000000002,19240.4,False,uptrend,uptrend
3y,2024-06-13,bearish,19611.325,19597.72,True,uptrend,uptrend
3y,2024-06-14,bearish,19623.57,19688.61,False,uptrend,uptrend
3y,2024-06-17,bullish,19715.09,19947.8,True,uptrend,uptrend
3y,2024-06-21,bullish,19815.775,19739.85,False,uptrend,uptrend
3y,2024-06-26,bearish,19761.085,19782.47,False,uptrend,uptrend
3y,2024-07-01,bearish,19756.795,19840.07,False,uptrend,uptrend
3y,2024-07-02,bullish,19790.489999999998,20044.77,True,uptrend,uptrend
3y,2024-07-12,bullish,20242.42,20341.38,True,uptrend,uptrend
3y,2024-07-18,bearish,19880.525,19725.84,True,downtrend,downtrend
3y,2024-07-23,bullish,19793.309999999998,19774.91,False,downtrend,downtrend
3y,2024-07-25,bullish,19113.475,18846.31,False,downtrend,downtrend
3y,2024-07-26,bearish,18903.864999999998,19032.45,False,downtrend,downtrend
3y,2024-07-30,bearish,19019.535,18810.76,True,downtrend,downtrend
3y,2024-08-01,bullish,19543.53,18904.79,False,downtrend,ranging
3y,2024-08-02,bullish,18698.805,18443.28,False,downtrend,downtrend
3y,2024-08-12,bearish,18535.46,18554.62,False,downtrend,downtrend
3y,2024-08-16,bearish,19522.225,19516.44,True,uptrend,uptrend
3y,2024-08-20,bearish,19803.625,19732.22,True,uptrend,uptrend
3y,2024-08-23,bearish,19584.300000000003,19723.46,False,uptrend,uptrend
3y,2024-08-27,bearish,19515.115,19593.39,False,uptrend,uptrend
3y,2024-08-30,bearish,19390.395,19571.79,False,uptrend,ranging
3y,2024-09-10,bullish,18667.575,18840.67,True,downtrend,downtrend
3y,2024-09-12,bearish,19263.205,19443.21,False,uptrend,uptrend
3y,2024-09-16,bullish,19522.690000000002,19436.09,False,uptrend,uptrend
3y,2024-09-17,bearish,19429.72,19449.1,False,uptrend,uptrend
3y,2024-09-18,bearish,19466.4,19369.32,True,uptrend,uptrend
3y,2024-09-23,bullish,19881.97,19863.47,False,uptrend,uptrend
3y,2024-09-27,bullish,20120.945,20022.44,False,uptrend,uptrend
3y,2024-10-03,bullish,19806.915,19796.18,False,ranging,ranging
3y,2024-10-07,bullish,20056.305,19820.61,False,ranging,uptrend
3y,2024-10-08,bullish,19818.050000000003,20122.73,True,uptrend,ranging
3y,2024-10-09,bullish,20094.559999999998,20291.18,True,uptrend,uptrend
3y,2024-10-10,bullish,20287.225,20263.22,False,uptrend,uptrend
3y,2024-10-22,bullish,20357.41,20406.65,True,uptrend,uptrend
3y,2024-10-25,bearish,20262.585,20372.93,False,uptrend,ranging
3y,2024-10-29,bearish,20378.565000000002,20587.49,False,uptrend,uptrend
3y,2024-10-30,bullish,20645.870000000003,20430.17,False,ranging,uptrend
3y,2024-11-01,bearish,19954.53,20043.99,False,downtrend,downtrend
3y,2024-11-05,bearish,19984.135000000002,20244.9,False,uptrend,downtrend
3y,2024-11-07,bearish,20803.5,21125.41,False,uptrend,uptrend
3y,2024-11-11,bearish,21197.620000000003,21136.13,True,uptrend,uptrend
3y,2024-11-14,bullish,21064.35,20932.29,False,uptrend,uptrend
3y,2024-11-19,bullish,20589.665,20704.42,True,ranging,ranging
3y,2024-11-21,bullish,20628.535,20765.24,True,ranging,ranging
3y,2024-12-06,bearish,21445.29,21636.85,False,uptrend,uptrend
3y,2024-12-09,bearish,21634.010000000002,21480.57,True,uptrend,uptrend
3y,2024-12-10,bullish,21467.835,21404.57,False,uptrend,uptrend
3y,2024-12-11,bearish,21422.35,21790.84,False,uptrend,uptrend
3y,2024-12-17,bullish,22174.46,22092.43,False,uptrend,uptrend
3y,2024-12-18,bearish,22084.805,21269.93,True,downtrend,uptrend
3y,2024-12-19,bearish,21276.275,21158.24,True,downtrend,downtrend
3y,2024-12-23,bearish,21446.13,21542.2,False,ranging,ranging
3y,2025-01-03,bearish,21028.495000000003,21330.82,False,ranging,downtrend
3y,2025-01-07,bullish,21581.77,21194.67,False,downtrend,uptrend
3y,2025-01-08,bullish,21246.535,21194.17,False,downtrend,downtrend
3y,2025-01-15,bullish,20801.755,21251.43,True,ranging,downtrend
3y,2025-01-28,bearish,21170.0,21468.9,False,ranging,downtrend
3y,2025-01-30,bearish,21495.555,21514.59,False,uptrend,uptrend
3y,2025-01-31,bearish,21626.309999999998,21473.26,True,ranging,uptrend
3y,2025-02-05,bullish,21488.135000000002,21670.09,True,uptrend,ranging
3y,2025-02-06,bearish,21694.245,21781.91,False,uptrend,uptrend
3y,2025-02-10,bearish,21590.4,21763.23,False,uptrend,uptrend
3y,2025-02-11,bullish,21703.455,21708.56,True,uptrend,uptrend
3y,2025-02-14,bearish,22037.97,22121.25,False,uptrend,uptrend
3y,2025-02-20,bullish,22130.809999999998,22082.42,False,uptrend,uptrend
3y,2025-02-21,bullish,22086.254999999997,21627.3,False,downtrend,uptrend
3y,2025-02-24,bullish,21712.4,21372.26,False,downtrend,ranging
3y,2025-02-25,bullish,21372.475,21106.61,False,downtrend,downtrend
3y,2025-03-03,bearish,20870.77,20449.18,True,downtrend,downtrend
3y,2025-03-05,bearish,20493.215,20630.04,False,downtrend,downtrend
3y,2025-03-07,bullish,20154.155,20222.14,True,downtrend,downtrend
3y,2025-03-11,bearish,19308.559999999998,19390.94,False,downtrend,downtrend
3y,2025-03-12,bullish,19455.125,19600.92,True,downtrend,downtrend
3y,2025-03-19,bullish,19540.010000000002,19752.15,True,downtrend,downtrend
3y,2025-03-21,bullish,19698.31,19755.59,True,downtrend,downtrend
3y,2025-03-26,bullish,20320.815,19933.21,False,downtrend,uptrend
3y,2025-04-01,bearish,19181.915,19440.79,False,downtrend,downtrend
3y,2025-04-11,bearish,18169.885000000002,18676.09,False,ranging,downtrend
3y,2025-04-14,bearish,18883.59,18804.51,True,ranging,uptrend
3y,2025-04-16,bullish,18571.845,18264.92,False,downtrend,downtrend
3y,2025-04-17,bearish,18322.33,18260.38,True,downtrend,downtrend
3y,2025-04-22,bearish,17873.879999999997,18272.72,False,ranging,downtrend
3y,2025-04-24,bullish,18699.435,19211.06,True,uptrend,uptrend
3y,2025-04-28,bearish,19334.43,19428.0,False,uptrend,uptrend
3y,2025-05-01,bearish,19819.16,19780.62,True,uptrend,uptrend
3y,2025-05-06,bullish,19898.745000000003,19790.26,False,uptrend,uptrend
3y,2025-05-07,bullish,19960.7,19864.5,False,uptrend,uptrend
3y,2025-05-09,bearish,20059.64,20053.2,True,uptrend,uptrend
3y,2025-05-13,bullish,20826.32,21192.21,True,uptrend,uptrend
3y,2025-05-14,bearish,21200.33,21321.95,False,uptrend,uptrend
3y,2025-05-15,bullish,21311.129999999997,21346.89,True,uptrend,uptrend
3y,2025-05-19,bullish,21240.34,21460.83,True,uptrend,uptrend
3y,2025-05-20,bullish,21436.275,21386.9,False,uptrend,uptrend
3y,2025-05-22,bearish,21122.87,21131.88,False,uptrend,uptrend
3y,2025-05-29,bearish,21675.46,21377.14,True,uptrend,uptrend
3y,2025-05-30,bearish,21285.54,21334.99,False,uptrend,uptrend
3y,2025-06-02,bullish,21250.915,21507.1,True,uptrend,uptrend
3y,2025-06-03,bullish,21469.745000000003,21683.16,True,uptrend,uptrend
3y,2025-06-09,bearish,21741.07,21808.19,False,uptrend,uptrend
3y,2025-06-18,bearish,21713.989999999998,21735.94,False,uptrend,uptrend
3y,2025-06-30,bearish,22648.225,22691.06,False,uptrend,uptrend
3y,2025-07-01,bullish,22688.309999999998,22499.38,False,uptrend,uptrend
3y,2025-07-02,bearish,22519.565000000002,22651.55,False,uptrend,uptrend
3y,2025-07-08,bearish,22712.815000000002,22714.89,False,uptrend,uptrend
3y,2025-07-09,bullish,22714.605,22879.26,True,uptrend,uptrend
3y,2025-07-14,bullish,22698.28,22872.52,True,uptrend,uptrend
3y,2025-07-16,bullish,22851.93,22921.03,True,uptrend,uptrend
3y,2025-07-18,bearish,23122.58,23074.93,True,uptrend,uptrend
3y,2025-07-22,bullish,23202.905,23083.25,False,uptrend,uptrend
3y,2025-07-23,bearish,23086.385000000002,23187.67,False,uptrend,uptrend
3y,2025-07-24,bullish,23266.695,23245.09,False,uptrend,uptrend
3y,2025-07-28,bearish,23417.644999999997,23373.68,True,uptrend,uptrend
3y,2025-07-31,bearish,23639.53,23235.95,True,ranging,uptrend
3y,2025-08-04,bearish,22829.965,23192.54,False,uptrend,downtrend
3y,2025-08-05,bearish,23242.69,23033.03,True,ranging,uptrend
3y,2025-08-06,bearish,23012.370000000003,23326.82,False,uptrend,ranging
3y,2025-08-08,bullish,23463.575,23621.01,True,uptrend,uptrend
3y,2025-08-14,bullish,23859.46,23838.49,False,uptrend,uptrend
3y,2025-08-15,bearish,23821.510000000002,23725.1,True,uptrend,uptrend
3y,2025-08-19,bullish,23717.36,23401.31,False,downtrend,uptrend
3y,2025-08-22,bullish,23151.46,23497.85,True,ranging,downtrend
3y,2025-08-25,bullish,23498.21,23434.38,False,ranging,ranging
3y,2025-09-03,bearish,23295.405,23421.74,False,ranging,downtrend
3y,2025-09-09,bearish,23806.915,23856.84,False,uptrend,uptrend
3y,2025-09-10,bearish,23889.525,23869.29,True,uptrend,uptrend
3y,2025-09-15,bearish,24123.39,24326.48,False,uptrend,uptrend
3y,2025-09-19,bullish,24502.864999999998,24640.41,True,uptrend,uptrend
3y,2025-09-24,bearish,24624.315,24529.4,True,uptrend,uptrend
3y,2025-09-25,bullish,24561.15,24424.42,False,uptrend,uptrend
3y,2025-09-26,bearish,24407.504999999997,24521.0,False,uptrend,uptrend
3y,2025-10-02,bearish,24853.73,24920.68,False,uptrend,uptrend
3y,2025-10-07,bearish,24967.455,24867.5,True,uptrend,uptrend
3y,2025-10-10,bullish,25163.35,24237.97,False,downtrend,uptrend
3y,2025-10-13,bearish,24595.875,24765.22,False,ranging,ranging
3y,2025-10-20,bearish,24888.79,25160.22,False,uptrend,uptrend
3y,2025-10-22,bearish,25122.72,24906.95,True,uptrend,uptrend
3y,2025-10-23,bearish,24903.690000000002,25124.35,False,uptrend,uptrend
3y,2025-11-03,bullish,25991.79,26019.46,True,uptrend,uptrend
3y,2025-11-05,bearish,25316.945,25657.07,False,uptrend,ranging
3y,2025-11-10,bearish,25311.010000000002,25647.81,False,uptrend,ranging
3y,2025-11-17,bearish,25149.699999999997,24837.65,True,downtrend,downtrend
3y,2025-11-21,bullish,24119.165,24266.22,True,downtrend,downtrend
3y,2025-11-24,bearish,24421.965,24894.5,False,ranging,downtrend
3y,2025-11-25,bullish,24900.25,25041.95,True,uptrend,ranging
3y,2025-11-26,bearish,25097.050000000003,25265.4,False,uptrend,uptrend
3y,2025-12-02,bullish,25388.36,25590.75,True,uptrend,uptrend
3y,2025-12-05,bearish,25658.89,25722.14,False,uptrend,uptrend
3y,2025-12-08,bearish,25754.480000000003,25672.45,True,uptrend,uptrend
3y,2025-12-10,bearish,25683.39,25814.94,False,ranging,uptrend
3y,2025-12-16,bullish,24992.46,25159.11,True,downtrend,downtrend
3y,2025-12-22,bearish,25467.4,25483.52,False,uptrend,uptrend
3y,2025-12-23,bullish,25506.485,25608.32,True,uptrend,uptrend
3y,2025-12-26,bullish,25703.78,25674.62,False,uptrend,uptrend
3y,2025-12-30,bullish,25542.655,25497.16,False,ranging,ranging
3y,2025-12-31,bullish,25444.96,25278.58,False,downtrend,ranging
3y,2026-01-02,bearish,25386.745,25215.58,True,downtrend,ranging
3y,2026-01-05,bearish,25301.845,25424.28,False,ranging,ranging
3y,2026-01-08,bullish,25650.82,25528.45,False,ranging,uptrend
3y,2026-01-13,bearish,25731.835,25758.68,False,uptrend,uptrend
3y,2026-01-16,bearish,25634.59,25547.44,True,ranging,ranging
3y,2026-01-21,bearish,25049.11,25346.97,False,ranging,downtrend
3y,2026-01-26,bearish,25493.745,25734.18,False,uptrend,ranging
3y,2026-01-27,bearish,25831.72,25967.03,False,uptrend,uptrend
3y,2026-01-29,bearish,26053.6,25885.3,True,ranging,uptrend
3y,2026-01-30,bullish,25756.86,25569.33,False,ranging,ranging
3y,2026-02-03,bearish,25852.69,25352.85,True,downtrend,uptrend
3y,2026-02-04,bearish,25335.205,24911.87,True,downtrend,downtrend
3y,2026-02-06,bearish,24331.345,25067.91,False,downtrend,downtrend
3y,2026-02-09,bullish,25191.545,25266.22,True,ranging,downtrend
3y,2026-02-11,bullish,25236.415,25208.37,False,ranging,ranging
3y,2026-02-12,bearish,25211.36,24700.47,True,downtrend,ranging
3y,2026-02-13,bullish,24719.875,24738.33,True,downtrend,downtrend
3y,2026-02-19,bearish,24898.005,24807.31,True,downtrend,downtrend
3y,2026-02-20,bearish,24845.010000000002,25022.65,False,ranging,downtrend
3y,2026-02-24,bullish,24789.515,24992.59,True,ranging,downtrend
3y,2026-02-27,bearish,24962.28,24965.67,False,ranging,ranging
3y,2026-03-05,bullish,25120.765,25037.22,False,uptrend,uptrend
3y,2026-03-10,bearish,24911.985,24981.26,False,uptrend,ranging
3y,2026-03-11,bullish,25042.145,24980.16,False,downtrend,uptrend
3y,2026-03-13,bullish,24577.775,24396.31,False,downtrend,downtrend
3y,2026-03-16,bearish,24482.295,24680.97,False,downtrend,downtrend
3y,2026-03-17,bullish,24630.835,24809.88,True,uptrend,downtrend
3y,2026-03-19,bullish,24461.96,24382.67,False,downtrend,downtrend
3y,2026-03-20,bullish,24430.17,23922.61,False,downtrend,downtrend
3y,2026-03-24,bearish,24168.46,24031.88,True,downtrend,downtrend
3y,2026-03-26,bullish,24154.415,23609.85,False,downtrend,downtrend
3y,2026-03-27,bearish,23680.370000000003,23133.81,True,downtrend,downtrend
3y,2026-04-01,bearish,23836.535,24040.86,False,downtrend,downtrend
3y,2026-04-02,bullish,23869.6,24060.81,True,ranging,downtrend
3y,2026-04-09,bullish,24875.405,25100.14,True,uptrend,uptrend
3y,2026-04-14,bearish,25458.14,25867.25,False,uptrend,uptrend
3y,2026-04-15,bullish,25885.625,26232.75,True,uptrend,uptrend
3y,2026-04-16,bearish,26296.675,26355.53,False,uptrend,uptrend
3y,2026-04-21,bearish,26691.695,26520.24,True,uptrend,uptrend
3y,2026-04-22,bearish,26666.589999999997,26962.74,False,uptrend,uptrend
3y,2026-04-29,bearish,27132.739999999998,27224.05,False,uptrend,uptrend
3y,2026-05-05,bearish,27692.655,28038.54,False,uptrend,uptrend
