period,track,trades,win_rate_pct,return_pct,profit_factor,max_drawdown_pct,sharpe,recovery_factor,total_r,expectancy_r,avg_win_r,avg_loss_r,max_win_streak,max_loss_streak
full,gross_raw,8,50.0,5.025658574736336,2.1873047599865867,1.9900000000000029,0.4698773673008221,2.5254565702192604,5.029337092686705,0.6286671365858382,2.257334273171676,-1.0,2,2
full,paper_cost_6_points,8,50.0,3.462357446770281,1.695027588792487,2.3525987473008048,0.34016881375280916,1.471716097248938,3.5218535975595846,0.4402316996949481,2.0669773514432896,-1.1865139520533934,2,2
full,exness_historical_spread,8,50.0,4.386650912046242,1.980400621661158,2.0657058979018816,0.4218696463535212,2.1235602398684743,4.4135500591712695,0.5516937573964087,2.164246645428163,-1.0608591306353456,2,2
3y,gross_raw,5,40.0,0.5900365770476812,1.193838452821756,1.990000000000012,0.11830333802568721,0.29650079248627015,0.6361339215222361,0.12722678430444723,1.8180669607611182,-1.0,1,2
3y,paper_cost_6_points,5,40.0,-0.3646130052816998,0.8985026846902288,2.352598747300788,-0.05956683604778702,-0.1549830823042102,-0.31796751888736674,-0.06359350377747335,1.6187152600110521,-1.1851326796364903,1,2
3y,exness_historical_spread,5,40.0,0.21986958503292797,1.068452722626264,2.0657058979018847,0.05034541715772537,0.106437990643415,0.2658070166612514,0.05316140333225028,1.7181883177418027,-1.0568565396074516,1,2
1y,gross_raw,2,50.0,0.7143231441048448,1.7021641913354781,0.9999999999999932,0.3652552738739584,0.7143231441048496,0.7316395394998512,0.3658197697499256,1.7316395394998512,-1.0,1,1
1y,paper_cost_6_points,2,50.0,0.2868976945759938,1.2377830991694,1.1887979861548181,0.15929237060802667,0.24133427034476054,0.30465179550460464,0.15232589775230232,1.4934497816594259,-1.1887979861548212,1,1
1y,exness_historical_spread,2,50.0,0.7086182220911397,1.694829024664552,1.0025173064820698,0.36268157374583865,0.7068388919666131,0.7259463695799147,0.3629731847899573,1.728463676061979,-1.0025173064820643,1,1
