time,open,high,low,close,tick_volume,spread,real_volume
2026.03.04 08:00:00,24640.43,24878.25,24596.56,24789.75,69665,0,0
2026.03.04 12:00:00,24791.03,25130.74,24704.76,25111.09,124205,0,0
2026.03.04 16:00:00,25111.29,25201.24,25037.07,25173.43,57527,0,0
2026.03.04 20:00:00,25173.25,25179.49,25077.59,25158.73,25570,0,0
2026.03.05 00:00:00,25158.3,25229.88,25011.65,25034.59,51098,0,0
2026.03.05 04:00:00,25034.29,25092.22,24968.05,25059.29,37484,0,0
2026.03.05 08:00:00,25058.93,25193.38,24960.3,25080.94,59608,0,0
2026.03.05 12:00:00,25081.19,25195.96,24919.04,25070.16,125539,0,0
2026.03.05 16:00:00,25069.83,25111.17,24760.33,24845.88,149312,0,0
2026.03.05 20:00:00,24845.6,25053.91,24814.73,25044.7,44440,0,0
2026.03.06 00:00:00,25045.17,25101.91,25023.34,25099.52,33974,0,0
2026.03.06 04:00:00,25099.09,25127.03,25076.29,25109.36,20655,0,0
2026.03.06 08:00:00,25108.95,25112.38,24820.77,24842.53,60154,0,0
2026.03.06 12:00:00,24842.81,24881.85,24599.71,24848.29,163435,0,0
2026.03.06 16:00:00,24848.6,24908.59,24733.47,24797.55,147069,0,0
2026.03.06 20:00:00,24797.82,24842.17,24594.71,24665.02,51418,0,0
2026.03.08 20:00:00,24441.35,24465.28,24166.26,24211.9,38743,0,0
2026.03.09 00:00:00,24212.46,24235.07,23997.71,24087.99,77655,0,0
2026.03.09 04:00:00,24088.15,24307.8,24079.34,24269.21,57417,0,0
2026.03.09 08:00:00,24269.75,24489.29,24226.44,24377.8,87986,0,0
2026.03.09 12:00:00,24378.08,24651.69,24305.7,24635.9,165105,0,0
2026.03.09 16:00:00,24636.15,25046.51,24569.54,24984.94,117022,0,0
2026.03.09 20:00:00,24985.42,25018.69,24855.45,24878.53,34240,0,0
2026.03.10 00:00:00,24877.96,24995.56,24828.41,24885.22,47771,0,0
2026.03.10 04:00:00,24885.49,25071.46,24861.59,25067.92,38241,0,0
2026.03.10 08:00:00,25066.84,25141.41,24955.0,24967.31,54652,0,0
2026.03.10 12:00:00,24968.78,25177.98,24889.77,25145.35,121606,0,0
2026.03.10 16:00:00,25146.12,25212.91,24937.58,24981.26,114101,0,0
2026.03.10 20:00:00,24981.66,25035.02,24950.31,25015.18,16612,0,0
2026.03.11 00:00:00,25015.74,25121.97,25009.4,25117.2,21868,0,0
2026.03.11 04:00:00,25117.59,25120.24,24946.19,25003.77,23491,0,0
2026.03.11 08:00:00,25004.14,25041.67,24894.29,24945.3,45414,0,0
