server_time,event,direction,zone_created,first_time,third_time,zone_low,zone_high,entry,stop,target,volume,risk_cash,equity,detail
2021.09.06 12:00:00,zone,1,2021.09.06 12:00:00,2021.09.06 00:00:00,2021.09.06 08:00:00,15672.73,15696.15,0.0,15652.56,0.0,0.0,0.0,0.0,
2021.09.07 01:01:35,accepted,1,2021.09.06 12:00:00,2021.09.06 00:00:00,2021.09.06 08:00:00,15672.73,15696.15,15695.91,15652.56,15782.61,2.31,100.14,10000.0,done at 15695.91
2021.09.09 08:00:00,zone,-1,2021.09.09 08:00:00,2021.09.08 20:00:00,2021.09.09 04:00:00,15601.52,15603.3,0.0,15616.13,0.0,0.0,0.0,0.0,
2021.09.09 08:03:24,accepted,-1,2021.09.09 08:00:00,2021.09.08 20:00:00,2021.09.09 04:00:00,15601.52,15603.3,15601.58,15616.13,15572.48,6.8100000000000005,99.09,9897.45,done at 15601.58
2021.09.09 16:00:00,zone,1,2021.09.09 16:00:00,2021.09.09 04:00:00,2021.09.09 12:00:00,15601.52,15616.48,0.0,15558.01,0.0,0.0,0.0,0.0,
2021.09.09 17:20:37,accepted,1,2021.09.09 16:00:00,2021.09.09 04:00:00,2021.09.09 12:00:00,15601.52,15616.48,15616.03,15558.01,15732.07,1.69,98.05,9792.2,done at 15616.03
2021.09.10 00:00:00,zone,-1,2021.09.10 00:00:00,2021.09.09 12:00:00,2021.09.09 20:00:00,15577.7,15616.48,0.0,15685.67,0.0,0.0,0.0,0.0,
2021.09.10 07:22:18,invalidate,-1,2021.09.10 00:00:00,2021.09.09 12:00:00,2021.09.09 20:00:00,15577.7,15616.48,15616.6,15685.67,0.0,0.0,0.0,9782.14,far edge crossed
2021.09.10 08:00:00,zone,1,2021.09.10 08:00:00,2021.09.09 20:00:00,2021.09.10 04:00:00,15577.7,15591.04,0.0,15564.93,0.0,0.0,0.0,0.0,
2021.09.10 12:00:00,zone,1,2021.09.10 12:00:00,2021.09.10 00:00:00,2021.09.10 08:00:00,15594.93,15617.11,0.0,15568.2,0.0,0.0,0.0,0.0,
2021.09.10 14:32:36,invalidate,1,2021.09.10 12:00:00,2021.09.10 00:00:00,2021.09.10 08:00:00,15594.93,15617.11,15594.47,15568.2,0.0,0.0,0.0,9739.13,far edge crossed
2021.09.13 00:00:00,zone,-1,2021.09.13 00:00:00,2021.09.10 12:00:00,2021.09.12 20:00:00,15507.78,15539.54,0.0,15678.44,0.0,0.0,0.0,0.0,
2021.09.13 00:03:27,accepted,-1,2021.09.13 00:00:00,2021.09.10 12:00:00,2021.09.12 20:00:00,15507.78,15539.54,15507.96,15678.44,15167.0,0.57,97.17,9683.08,done at 15507.96
2021.09.13 22:31:00,zone,-1,2021.09.13 20:00:00,2021.09.13 08:00:00,2021.09.13 16:00:00,15463.16,15495.19,0.0,15538.5,0.0,0.0,0.0,0.0,
2021.09.14 12:33:27,invalidate,-1,2021.09.13 20:00:00,2021.09.13 08:00:00,2021.09.13 16:00:00,15463.16,15495.19,15495.85,15538.5,0.0,0.0,0.0,9687.55,far edge crossed
2021.09.16 00:00:00,zone,1,2021.09.16 00:00:00,2021.09.15 12:00:00,2021.09.15 20:00:00,15451.19,15518.31,0.0,15326.12,0.0,0.0,0.0,0.0,
2021.09.16 13:30:37,invalidate,1,2021.09.16 00:00:00,2021.09.15 12:00:00,2021.09.15 20:00:00,15451.19,15518.31,15450.37,15326.12,0.0,0.0,0.0,9715.55,far edge crossed
2021.09.17 00:00:00,zone,1,2021.09.17 00:00:00,2021.09.16 12:00:00,2021.09.16 20:00:00,15492.39,15492.68,0.0,15378.3,0.0,0.0,0.0,0.0,
2021.09.17 01:32:36,invalidate,1,2021.09.17 00:00:00,2021.09.16 12:00:00,2021.09.16 20:00:00,15492.39,15492.68,15492.29,15378.3,0.0,0.0,0.0,9691.65,far edge crossed
2021.09.19 22:30:00,zone,-1,2021.09.19 20:00:00,2021.09.17 08:00:00,2021.09.17 16:00:00,15382.24,15479.39,0.0,15528.07,0.0,0.0,0.0,0.0,
2021.09.20 08:00:00,zone,-1,2021.09.20 08:00:00,2021.09.19 20:00:00,2021.09.20 04:00:00,15282.0,15313.59,0.0,15347.34,0.0,0.0,0.0,0.0,
2021.09.20 12:00:00,zone,-1,2021.09.20 12:00:00,2021.09.20 00:00:00,2021.09.20 08:00:00,15223.64,15224.96,0.0,15356.74,0.0,0.0,0.0,0.0,
2021.09.20 16:00:00,zone,-1,2021.09.20 16:00:00,2021.09.20 04:00:00,2021.09.20 12:00:00,15168.49,15198.58,0.0,15282.01,0.0,0.0,0.0,0.0,
2021.09.20 22:30:00,zone,-1,2021.09.20 20:00:00,2021.09.20 08:00:00,2021.09.20 16:00:00,15022.65,15106.43,0.0,15223.65,0.0,0.0,0.0,0.0,
2021.09.20 22:30:00,accepted,-1,2021.09.20 20:00:00,2021.09.20 08:00:00,2021.09.20 16:00:00,15022.65,15106.43,15031.09,15223.65,14645.97,0.52,100.13,9877.14,done at 15031.09
2021.09.21 04:00:00,zone,1,2021.09.21 04:00:00,2021.09.20 16:00:00,2021.09.21 00:00:00,15022.65,15030.61,0.0,14827.7,0.0,0.0,0.0,0.0,
2021.09.21 08:00:00,zone,1,2021.09.21 08:00:00,2021.09.20 20:00:00,2021.09.21 04:00:00,15049.85,15068.85,0.0,15000.15,0.0,0.0,0.0,0.0,
2021.09.21 12:00:00,zone,1,2021.09.21 12:00:00,2021.09.21 00:00:00,2021.09.21 08:00:00,15106.28,15121.68,0.0,15030.6,0.0,0.0,0.0,0.0,
2021.09.21 12:59:22,invalidate,1,2021.09.21 12:00:00,2021.09.21 00:00:00,2021.09.21 08:00:00,15106.28,15121.68,15105.86,15030.6,0.0,0.0,0.0,9837.93,far edge crossed
2021.09.22 08:00:00,zone,1,2021.09.22 08:00:00,2021.09.21 20:00:00,2021.09.22 04:00:00,15017.35,15040.2,0.0,14989.62,0.0,0.0,0.0,0.0,
2021.09.22 22:30:00,zone,1,2021.09.22 20:00:00,2021.09.22 08:00:00,2021.09.22 16:00:00,15106.08,15108.55,0.0,15065.62,0.0,0.0,0.0,0.0,
2021.09.23 12:00:00,zone,1,2021.09.23 12:00:00,2021.09.23 00:00:00,2021.09.23 08:00:00,15235.08,15248.94,0.0,15197.54,0.0,0.0,0.0,0.0,
2021.09.23 12:04:26,accepted,1,2021.09.23 12:00:00,2021.09.23 00:00:00,2021.09.23 08:00:00,15235.08,15248.94,15248.42,15197.54,15350.18,1.9300000000000002,98.2,9776.56,done at 15248.42
2021.09.24 08:00:00,zone,-1,2021.09.24 08:00:00,2021.09.23 20:00:00,2021.09.24 04:00:00,15314.01,15314.35,0.0,15334.56,0.0,0.0,0.0,0.0,
2021.09.24 12:00:00,zone,-1,2021.09.24 12:00:00,2021.09.24 00:00:00,2021.09.24 08:00:00,15268.66,15296.3,0.0,15350.83,0.0,0.0,0.0,0.0,
2021.09.24 13:59:38,accepted,-1,2021.09.24 12:00:00,2021.09.24 00:00:00,2021.09.24 08:00:00,15268.66,15296.3,15268.85,15350.83,15104.89,1.19,97.56,9676.09,done at 15268.85
2021.09.27 00:00:00,zone,1,2021.09.27 00:00:00,2021.09.24 12:00:00,2021.09.26 20:00:00,15280.13,15319.31,0.0,15195.67,0.0,0.0,0.0,0.0,
2021.09.27 08:00:00,zone,1,2021.09.27 08:00:00,2021.09.26 20:00:00,2021.09.27 04:00:00,15337.19,15352.81,0.0,15319.3,0.0,0.0,0.0,0.0,
2021.09.27 08:10:38,accepted,1,2021.09.27 08:00:00,2021.09.26 20:00:00,2021.09.27 04:00:00,15337.19,15352.81,15352.55,15319.3,15419.05,2.89,96.09,9577.57,done at 15352.55
2021.09.27 16:00:00,zone,-1,2021.09.27 16:00:00,2021.09.27 04:00:00,2021.09.27 12:00:00,15248.77,15352.81,0.0,15416.93,0.0,0.0,0.0,0.0,
2021.09.28 12:00:00,zone,-1,2021.09.28 12:00:00,2021.09.28 00:00:00,2021.09.28 08:00:00,15048.35,15150.86,0.0,15209.6,0.0,0.0,0.0,0.0,
2021.09.28 22:30:00,zone,-1,2021.09.28 20:00:00,2021.09.28 08:00:00,2021.09.28 16:00:00,14891.75,14942.92,0.0,15048.36,0.0,0.0,0.0,0.0,
2021.09.29 07:01:00,accepted,-1,2021.09.28 20:00:00,2021.09.28 08:00:00,2021.09.28 16:00:00,14891.75,14942.92,14891.84,15048.36,14578.8,0.61,95.48,9476.75,done at 14891.84
2021.09.29 08:00:00,zone,1,2021.09.29 08:00:00,2021.09.28 20:00:00,2021.09.29 04:00:00,14820.84,14838.37,0.0,14777.99,0.0,0.0,0.0,0.0,
2021.09.29 13:43:38,invalidate,1,2021.09.29 08:00:00,2021.09.28 20:00:00,2021.09.29 04:00:00,14820.84,14838.37,14820.72,14777.99,0.0,0.0,0.0,9519.75,far edge crossed
2021.09.30 08:00:00,zone,1,2021.09.30 08:00:00,2021.09.29 20:00:00,2021.09.30 04:00:00,14817.24,14832.32,0.0,14772.48,0.0,0.0,0.0,0.0,
2021.09.30 10:22:18,invalidate,1,2021.09.30 08:00:00,2021.09.29 20:00:00,2021.09.30 04:00:00,14817.24,14832.32,14816.84,14772.48,0.0,0.0,0.0,9522.12,far edge crossed
2021.10.01 08:00:00,zone,-1,2021.10.01 08:00:00,2021.09.30 20:00:00,2021.10.01 04:00:00,14660.43,14710.09,0.0,14740.99,0.0,0.0,0.0,0.0,
2021.10.01 11:00:15,accepted,-1,2021.10.01 08:00:00,2021.09.30 20:00:00,2021.10.01 04:00:00,14660.43,14710.09,14660.55,14740.99,14499.67,1.21,97.33,9667.43,done at 14660.55
2021.10.04 00:00:00,zone,1,2021.10.04 00:00:00,2021.10.01 12:00:00,2021.10.03 20:00:00,14759.28,14824.36,0.0,14553.91,0.0,0.0,0.0,0.0,
2021.10.04 00:00:40,accepted,1,2021.10.04 00:00:00,2021.10.01 12:00:00,2021.10.03 20:00:00,14759.28,14824.36,14824.28,14553.91,15365.02,0.36,97.33,9568.91,done at 14824.28
2021.10.04 08:00:00,zone,-1,2021.10.04 08:00:00,2021.10.03 20:00:00,2021.10.04 04:00:00,14764.72,14824.36,0.0,14848.97,0.0,0.0,0.0,0.0,
2021.10.04 22:30:00,zone,-1,2021.10.04 20:00:00,2021.10.04 08:00:00,2021.10.04 16:00:00,14509.34,14674.21,0.0,14732.6,0.0,0.0,0.0,0.0,
2021.10.04 22:30:00,accepted,-1,2021.10.04 20:00:00,2021.10.04 08:00:00,2021.10.04 16:00:00,14509.34,14674.21,14517.15,14732.6,14086.25,0.44,94.8,9471.18,done at 14517.15
2021.10.05 22:30:00,zone,1,2021.10.05 20:00:00,2021.10.05 08:00:00,2021.10.05 16:00:00,14562.46,14672.41,0.0,14479.33,0.0,0.0,0.0,0.0,
2021.10.05 23:15:41,accepted,1,2021.10.05 20:00:00,2021.10.05 08:00:00,2021.10.05 16:00:00,14562.46,14672.41,14672.11,14479.33,15057.67,0.49,94.46,9376.0,done at 14672.11
2021.10.06 08:00:00,zone,-1,2021.10.06 08:00:00,2021.10.05 20:00:00,2021.10.06 04:00:00,14612.16,14647.26,0.0,14687.04,0.0,0.0,0.0,0.0,
2021.10.06 12:00:00,zone,-1,2021.10.06 12:00:00,2021.10.06 00:00:00,2021.10.06 08:00:00,14514.65,14568.74,0.0,14680.94,0.0,0.0,0.0,0.0,
2021.10.06 12:13:32,accepted,-1,2021.10.06 12:00:00,2021.10.06 00:00:00,2021.10.06 08:00:00,14514.65,14568.74,14515.08,14680.94,14183.36,0.56,92.88,9278.32,done at 14515.08
2021.10.06 22:30:00,zone,1,2021.10.06 20:00:00,2021.10.06 08:00:00,2021.10.06 16:00:00,14514.65,14580.6,0.0,14436.89,0.0,0.0,0.0,0.0,
2021.10.07 00:00:00,zone,1,2021.10.07 00:00:00,2021.10.06 12:00:00,2021.10.06 20:00:00,14699.64,14806.02,0.0,14484.18,0.0,0.0,0.0,0.0,
2021.10.07 04:00:00,zone,1,2021.10.07 04:00:00,2021.10.06 16:00:00,2021.10.07 00:00:00,14774.65,14812.11,0.0,14580.59,0.0,0.0,0.0,0.0,
2021.10.07 08:00:00,zone,1,2021.10.07 08:00:00,2021.10.06 20:00:00,2021.10.07 04:00:00,14842.08,14845.84,0.0,14806.01,0.0,0.0,0.0,0.0,
2021.10.08 14:42:27,accepted,1,2021.10.07 08:00:00,2021.10.06 20:00:00,2021.10.07 04:00:00,14842.08,14845.84,14845.41,14806.01,14924.21,2.34,92.2,9184.73,done at 14845.41
2021.10.11 00:00:00,zone,-1,2021.10.11 00:00:00,2021.10.08 12:00:00,2021.10.10 20:00:00,14787.12,14822.33,0.0,15007.73,0.0,0.0,0.0,0.0,
2021.10.11 01:38:30,accepted,-1,2021.10.11 00:00:00,2021.10.08 12:00:00,2021.10.10 20:00:00,14787.12,14822.33,14787.44,15007.73,14346.86,0.42,92.52,9090.84,done at 14787.44
2021.10.11 04:00:00,zone,-1,2021.10.11 04:00:00,2021.10.08 16:00:00,2021.10.11 00:00:00,14791.02,14804.36,0.0,14883.08,0.0,0.0,0.0,0.0,
2021.10.11 05:59:35,invalidate,-1,2021.10.11 04:00:00,2021.10.08 16:00:00,2021.10.11 00:00:00,14791.02,14804.36,14804.67,14883.08,0.0,0.0,0.0,9082.12,far edge crossed
2021.10.12 04:00:00,zone,-1,2021.10.12 04:00:00,2021.10.11 16:00:00,2021.10.12 00:00:00,14707.47,14720.54,0.0,14878.82,0.0,0.0,0.0,0.0,
2021.10.12 09:02:41,invalidate,-1,2021.10.12 04:00:00,2021.10.11 16:00:00,2021.10.12 00:00:00,14707.47,14720.54,14720.71,14878.82,0.0,0.0,0.0,9117.37,far edge crossed
2021.10.13 00:00:00,zone,-1,2021.10.13 00:00:00,2021.10.12 12:00:00,2021.10.12 20:00:00,14629.31,14646.8,0.0,14796.17,0.0,0.0,0.0,0.0,
2021.10.13 00:16:35,invalidate,-1,2021.10.13 00:00:00,2021.10.12 12:00:00,2021.10.12 20:00:00,14629.31,14646.8,14647.01,14796.17,0.0,0.0,0.0,9148.38,far edge crossed
2021.10.13 12:00:00,zone,1,2021.10.13 12:00:00,2021.10.13 00:00:00,2021.10.13 08:00:00,14658.48,14674.83,0.0,14612.77,0.0,0.0,0.0,0.0,
2021.10.14 00:00:00,zone,1,2021.10.14 00:00:00,2021.10.13 12:00:00,2021.10.13 20:00:00,14792.41,14804.0,0.0,14661.97,0.0,0.0,0.0,0.0,
2021.10.14 04:00:00,zone,1,2021.10.14 04:00:00,2021.10.13 16:00:00,2021.10.14 00:00:00,14808.2,14816.96,0.0,14711.14,0.0,0.0,0.0,0.0,
2021.10.14 08:00:00,zone,1,2021.10.14 08:00:00,2021.10.13 20:00:00,2021.10.14 04:00:00,14823.73,14831.48,0.0,14803.99,0.0,0.0,0.0,0.0,
2021.10.14 12:00:00,zone,1,2021.10.14 12:00:00,2021.10.14 00:00:00,2021.10.14 08:00:00,14850.33,14883.9,0.0,14816.95,0.0,0.0,0.0,0.0,
2021.10.14 16:00:00,zone,1,2021.10.14 16:00:00,2021.10.14 04:00:00,2021.10.14 12:00:00,14893.3,14904.99,0.0,14831.47,0.0,0.0,0.0,0.0,
2021.10.14 22:31:00,zone,1,2021.10.14 20:00:00,2021.10.14 08:00:00,2021.10.14 16:00:00,14929.78,15023.95,0.0,14883.89,0.0,0.0,0.0,0.0,
2021.10.15 00:00:00,zone,1,2021.10.15 00:00:00,2021.10.14 12:00:00,2021.10.14 20:00:00,15029.55,15069.86,0.0,14904.98,0.0,0.0,0.0,0.0,
2021.10.15 00:05:31,accepted,1,2021.10.15 00:00:00,2021.10.14 12:00:00,2021.10.14 20:00:00,15029.55,15069.86,15069.51,14904.98,15398.57,0.55,90.49,8997.95,done at 15069.51
2021.10.18 22:30:30,zone,1,2021.10.18 20:00:00,2021.10.18 08:00:00,2021.10.18 16:00:00,15136.69,15216.48,0.0,15060.98,0.0,0.0,0.0,0.0,
2021.10.19 00:00:00,zone,1,2021.10.19 00:00:00,2021.10.18 12:00:00,2021.10.18 20:00:00,15230.22,15284.83,0.0,15063.21,0.0,0.0,0.0,0.0,
2021.10.20 00:00:00,zone,1,2021.10.20 00:00:00,2021.10.19 12:00:00,2021.10.19 20:00:00,15399.78,15405.81,0.0,15316.39,0.0,0.0,0.0,0.0,
2021.10.20 00:23:25,accepted,1,2021.10.20 00:00:00,2021.10.19 12:00:00,2021.10.19 20:00:00,15399.78,15405.81,15405.76,15316.39,15584.5,1.03,92.05,9165.73,done at 15405.76
2021.10.21 00:00:00,zone,-1,2021.10.21 00:00:00,2021.10.20 12:00:00,2021.10.20 20:00:00,15367.88,15393.13,0.0,15458.6,0.0,0.0,0.0,0.0,
2021.10.21 07:28:36,accepted,-1,2021.10.21 00:00:00,2021.10.20 12:00:00,2021.10.20 20:00:00,15367.88,15393.13,15367.89,15458.6,15186.47,1.0,90.71,9066.81,done at 15367.89
2021.10.21 22:30:00,zone,1,2021.10.21 20:00:00,2021.10.21 08:00:00,2021.10.21 16:00:00,15374.46,15409.22,0.0,15328.26,0.0,0.0,0.0,0.0,
2021.10.21 23:05:15,accepted,1,2021.10.21 20:00:00,2021.10.21 08:00:00,2021.10.21 16:00:00,15374.46,15409.22,15408.73,15328.26,15569.67,1.12,90.13,8975.34,done at 15408.73
2021.10.24 22:30:00,zone,-1,2021.10.24 20:00:00,2021.10.22 08:00:00,2021.10.22 16:00:00,15395.48,15416.15,0.0,15471.22,0.0,0.0,0.0,0.0,
2021.10.25 06:59:31,accepted,-1,2021.10.24 20:00:00,2021.10.22 08:00:00,2021.10.22 16:00:00,15395.48,15416.15,15395.56,15471.22,15244.24,1.18,89.28,8877.47,done at 15395.56
2021.10.25 08:00:00,zone,1,2021.10.25 08:00:00,2021.10.24 20:00:00,2021.10.25 04:00:00,15344.32,15357.75,0.0,15309.45,0.0,0.0,0.0,0.0,
2021.10.25 13:41:27,invalidate,1,2021.10.25 08:00:00,2021.10.24 20:00:00,2021.10.25 04:00:00,15344.32,15357.75,15344.13,15309.45,0.0,0.0,0.0,8937.42,far edge crossed
2021.10.25 22:31:00,zone,1,2021.10.25 20:00:00,2021.10.25 08:00:00,2021.10.25 16:00:00,15404.65,15446.32,0.0,15366.98,0.0,0.0,0.0,0.0,
2021.10.26 00:00:00,zone,1,2021.10.26 00:00:00,2021.10.25 12:00:00,2021.10.25 20:00:00,15452.34,15537.04,0.0,15334.66,0.0,0.0,0.0,0.0,
2021.10.26 08:00:00,zone,1,2021.10.26 08:00:00,2021.10.25 20:00:00,2021.10.26 04:00:00,15554.5,15579.34,0.0,15537.03,0.0,0.0,0.0,0.0,
2021.10.26 16:05:35,accepted,1,2021.10.26 08:00:00,2021.10.25 20:00:00,2021.10.26 04:00:00,15554.5,15579.34,15578.64,15537.03,15661.86,2.12,88.21,8787.37,done at 15578.64
2021.10.27 00:00:00,zone,-1,2021.10.27 00:00:00,2021.10.26 12:00:00,2021.10.26 20:00:00,15583.85,15589.49,0.0,15713.3,0.0,0.0,0.0,0.0,
2021.10.27 05:58:35,accepted,-1,2021.10.27 00:00:00,2021.10.26 12:00:00,2021.10.26 20:00:00,15583.85,15589.49,15583.97,15713.3,15325.31,0.68,87.94,8697.51,done at 15583.97
2021.10.29 04:00:00,zone,-1,2021.10.29 04:00:00,2021.10.28 16:00:00,2021.10.29 00:00:00,15690.44,15699.69,0.0,15774.63,0.0,0.0,0.0,0.0,
2021.10.29 13:40:35,accepted,-1,2021.10.29 04:00:00,2021.10.28 16:00:00,2021.10.29 00:00:00,15690.44,15699.69,15690.79,15774.63,15523.11,1.03,86.36,8609.12,done at 15690.79
2021.10.31 22:30:00,zone,1,2021.10.31 20:00:00,2021.10.29 08:00:00,2021.10.29 16:00:00,15666.4,15747.52,0.0,15610.47,0.0,0.0,0.0,0.0,
2021.11.01 00:00:00,zone,1,2021.11.01 00:00:00,2021.10.29 12:00:00,2021.10.31 20:00:00,15760.06,15869.27,0.0,15623.92,0.0,0.0,0.0,0.0,
2021.11.01 04:00:00,zone,1,2021.11.01 04:00:00,2021.10.29 16:00:00,2021.11.01 00:00:00,15857.9,15882.02,0.0,15747.51,0.0,0.0,0.0,0.0,
2021.11.01 06:03:37,accepted,1,2021.11.01 04:00:00,2021.10.29 16:00:00,2021.11.01 00:00:00,15857.9,15882.02,15881.53,15747.51,16149.57,0.64,85.77,8522.0,done at 15881.53
2021.11.02 22:31:00,zone,1,2021.11.02 20:00:00,2021.11.02 08:00:00,2021.11.02 16:00:00,15897.77,15919.9,0.0,15865.48,0.0,0.0,0.0,0.0,
2021.11.03 08:00:00,zone,1,2021.11.03 08:00:00,2021.11.02 20:00:00,2021.11.03 04:00:00,15964.5,15965.15,0.0,15956.12,0.0,0.0,0.0,0.0,
2021.11.03 13:36:02,invalidate,1,2021.11.03 08:00:00,2021.11.02 20:00:00,2021.11.03 04:00:00,15964.5,15965.15,15964.47,15956.12,0.0,0.0,0.0,8564.93,far edge crossed
2021.11.04 00:00:00,zone,1,2021.11.04 00:00:00,2021.11.03 12:00:00,2021.11.03 20:00:00,16010.51,16159.73,0.0,15950.1,0.0,0.0,0.0,0.0,
2021.11.04 04:00:00,zone,1,2021.11.04 04:00:00,2021.11.03 16:00:00,2021.11.04 00:00:00,16158.85,16164.91,0.0,15972.76,0.0,0.0,0.0,0.0,
2021.11.04 22:30:00,zone,1,2021.11.04 20:00:00,2021.11.04 08:00:00,2021.11.04 16:00:00,16227.48,16297.28,0.0,16182.99,0.0,0.0,0.0,0.0,
2021.11.08 01:51:31,accepted,1,2021.11.04 20:00:00,2021.11.04 08:00:00,2021.11.04 16:00:00,16227.48,16297.28,16296.87,16182.99,16524.63,0.77,87.69,8685.78,done at 16296.87
2021.11.09 20:00:00,zone,-1,2021.11.09 20:00:00,2021.11.09 08:00:00,2021.11.09 16:00:00,16285.36,16311.74,0.0,16382.11,0.0,0.0,0.0,0.0,
