time,open,high,low,close,tick_volume,spread,real_volume
2026.03.04 08:00:00,5168.393,5202.329,5147.425,5192.133,47300,37,0
2026.03.04 12:00:00,5192.079,5206.114,5131.1,5151.539,107746,37,0
2026.03.04 16:00:00,5151.655,5162.611,5108.761,5137.794,62900,37,0
2026.03.04 20:00:00,5137.716,5166.139,5123.59,5165.103,45955,37,0
2026.03.05 00:00:00,5165.027,5194.98,5159.656,5180.183,39167,37,0
2026.03.05 04:00:00,5180.404,5186.797,5120.738,5162.179,40566,37,0
2026.03.05 08:00:00,5162.263,5180.37,5137.715,5163.609,39635,37,0
2026.03.05 12:00:00,5163.621,5171.64,5060.018,5102.564,109348,37,0
2026.03.05 16:00:00,5102.545,5104.604,5050.821,5065.94,82921,37,0
2026.03.05 20:00:00,5065.787,5102.039,5061.66,5086.406,30246,37,0
2026.03.06 00:00:00,5086.134,5144.067,5066.282,5131.051,42591,37,0
2026.03.06 04:00:00,5131.285,5136.27,5105.645,5119.511,26835,97,0
2026.03.06 08:00:00,5119.738,5123.329,5062.79,5076.85,37446,37,0
2026.03.06 12:00:00,5076.974,5171.745,5065.523,5141.963,114787,37,0
2026.03.06 16:00:00,5141.996,5174.766,5125.928,5159.946,54787,97,0
2026.03.06 20:00:00,5160.022,5176.744,5149.478,5174.246,16410,97,0
2026.03.08 20:00:00,5178.973,5180.289,5044.381,5075.566,40840,37,0
2026.03.09 00:00:00,5075.958,5102.577,5014.564,5091.334,96419,97,0
2026.03.09 04:00:00,5091.229,5140.596,5080.943,5098.906,53307,97,0
2026.03.09 08:00:00,5098.798,5132.554,5079.515,5088.19,49729,97,0
2026.03.09 12:00:00,5088.258,5116.144,5060.936,5099.822,78888,37,0
2026.03.09 16:00:00,5099.741,5144.133,5089.072,5141.026,43551,37,0
2026.03.09 20:00:00,5141.253,5156.089,5117.877,5139.842,21841,97,0
2026.03.10 00:00:00,5139.498,5187.253,5124.566,5157.798,45785,97,0
2026.03.10 04:00:00,5157.45,5181.443,5154.586,5180.911,26454,97,0
2026.03.10 08:00:00,5181.082,5195.171,5156.644,5175.048,34897,97,0
2026.03.10 12:00:00,5175.045,5238.648,5162.577,5228.818,57317,97,0
2026.03.10 16:00:00,5228.904,5235.716,5160.318,5199.039,58194,97,0
2026.03.10 20:00:00,5198.827,5199.251,5182.864,5196.992,16747,97,0
2026.03.11 00:00:00,5197.066,5223.153,5186.855,5203.49,32534,97,0
2026.03.11 04:00:00,5203.324,5210.973,5184.506,5195.744,26562,97,0
2026.03.11 08:00:00,5195.642,5198.553,5175.223,5181.337,31480,97,0
2026.03.11 12:00:00,5181.183,5196.706,5149.294,5166.167,63732,97,0
2026.03.11 16:00:00,5166.336,5183.462,5154.278,5183.111,31320,97,0
2026.03.11 20:00:00,5183.025,5183.543,5129.845,5134.363,16847,97,0
2026.03.12 00:00:00,5134.178,5175.214,5125.515,5153.068,37242,97,0
2026.03.12 04:00:00,5153.15,5185.513,5137.373,5182.267,24277,97,0
2026.03.12 08:00:00,5182.302,5191.83,5172.687,5178.915,25349,97,0
2026.03.12 12:00:00,5179.005,5186.301,5109.787,5132.572,65792,97,0
2026.03.12 16:00:00,5132.275,5138.17,5079.294,5084.861,44511,37,0
2026.03.12 20:00:00,5084.951,5101.137,5054.891,5098.304,21688,37,0
2026.03.13 00:00:00,5098.23,5128.456,5097.384,5115.445,27056,37,0
2026.03.13 04:00:00,5115.727,5117.912,5071.893,5085.031,30128,37,0
2026.03.13 08:00:00,5085.258,5107.887,5061.392,5107.575,32845,37,0
2026.03.13 12:00:00,5107.64,5122.022,5031.867,5034.954,73161,37,0
2026.03.13 16:00:00,5034.859,5063.832,5009.695,5016.584,54071,37,0
2026.03.13 20:00:00,5016.704,5025.603,5012.366,5020.866,7978,37,0
2026.03.15 20:00:00,5017.318,5030.586,4966.975,4997.615,23706,0,0
2026.03.16 00:00:00,4997.542,5031.245,4982.66,5019.177,55101,0,0
2026.03.16 04:00:00,5019.226,5036.059,4991.817,4995.315,32844,37,0
2026.03.16 08:00:00,4995.394,5022.834,4970.163,4997.175,41610,0,0
2026.03.16 12:00:00,4997.252,5038.201,4983.928,4987.051,55896,0,0
2026.03.16 16:00:00,4987.044,5020.416,4973.993,5012.848,36588,0,0
2026.03.16 20:00:00,5012.737,5021.753,4998.563,5012.925,13735,17,0
2026.03.17 00:00:00,5013.017,5033.589,4994.601,5027.768,29060,17,0
2026.03.17 04:00:00,5027.483,5044.614,5005.088,5021.199,30291,57,0
2026.03.17 08:00:00,5021.158,5029.638,4991.844,5003.409,29526,17,0
2026.03.17 12:00:00,5003.159,5031.632,4973.486,4997.908,50287,17,0
