server_time,event,direction,zone_created,first_time,third_time,zone_low,zone_high,entry,stop,target,volume,risk_cash,equity,detail
2025.09.05 00:00:00,zone,1,2025.09.05 00:00:00,2025.09.04 12:00:00,2025.09.04 20:00:00,23530.34,23632.9,0.0,23384.81,0.0,0.0,0.0,0.0,
2025.09.05 04:00:00,zone,1,2025.09.05 04:00:00,2025.09.04 16:00:00,2025.09.05 00:00:00,23654.0,23677.03,0.0,23486.92,0.0,0.0,0.0,0.0,
2025.09.05 08:00:00,zone,1,2025.09.05 08:00:00,2025.09.04 20:00:00,2025.09.05 04:00:00,23690.52,23714.95,0.0,23632.89,0.0,0.0,0.0,0.0,
2025.09.05 12:00:00,zone,1,2025.09.05 12:00:00,2025.09.05 00:00:00,2025.09.05 08:00:00,23716.93,23722.94,0.0,23677.02,0.0,0.0,0.0,0.0,
2025.09.05 12:30:39,accepted,1,2025.09.05 12:00:00,2025.09.05 00:00:00,2025.09.05 08:00:00,23716.93,23722.94,23722.93,23677.02,23814.75,2.18,100.08,10000.0,done at 23722.93
2025.09.05 20:00:00,zone,-1,2025.09.05 20:00:00,2025.09.05 08:00:00,2025.09.05 16:00:00,23668.15,23722.94,0.0,23773.7,0.0,0.0,0.0,0.0,
2025.09.05 20:00:03,accepted,-1,2025.09.05 20:00:00,2025.09.05 08:00:00,2025.09.05 16:00:00,23668.15,23722.94,23668.19,23773.7,23457.17,0.97,102.34,10198.85,done at 23668.19
2025.09.08 04:00:00,zone,1,2025.09.08 04:00:00,2025.09.05 20:00:00,2025.09.08 00:00:00,23670.61,23717.09,0.0,23641.55,0.0,0.0,0.0,0.0,
2025.09.08 04:42:27,accepted,1,2025.09.08 04:00:00,2025.09.05 20:00:00,2025.09.08 00:00:00,23670.61,23717.09,23717.0,23641.55,23867.9,1.34,101.1,10095.85,done at 23717.00
2025.09.11 20:00:00,zone,1,2025.09.11 20:00:00,2025.09.11 08:00:00,2025.09.11 16:00:00,23952.17,23992.36,0.0,23905.16,0.0,0.0,0.0,0.0,
