starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,month,symbol
300.0,293.65,-6.35,-2.12,6,2,4,33.33,-0.13,-0.0224,0.0224,14.68,2026-01,US30
300.0,263.26,-36.74,-12.25,8,2,6,25.0,-2.26,-0.283,0.033,15.91,2026-02,US30
300.0,282.23,-17.77,-5.92,4,1,3,25.0,-1.05,-0.2626,0.0126,14.39,2026-03,US30
300.0,296.71,-3.29,-1.1,3,1,2,33.33,-0.08,-0.0252,0.0252,9.96,2026-04,US30
300.0,296.41,-3.59,-1.2,3,1,2,33.33,-0.1,-0.0328,0.0328,9.94,2026-05,US30
300.0,253.21,-46.79,-15.6,6,1,5,16.67,-3.16,-0.5274,0.0275,19.07,2026-06,US30
