trades,wins,losses,timeouts,win_rate,net_r,start_balance,final_balance,level,target_balance,target_reached,target_reached_at,max_drawdown_pct,min_balance,minimum_lot_overrides,max_actual_risk_percent,sizing_mode,symbol
72,27,19,26,37.5,17.44,20.0,130.3,8,52399.91,False,,81.11,15.09,0,22.99,mt5_min_step_compounding,AUDUSD
70,14,15,41,20.0,8.62,20.0,37.29,3,52399.91,False,,48.28,13.09,0,22.98,mt5_min_step_compounding,EURUSD
70,12,12,46,17.14,3.52,20.0,10.17,1,52399.91,False,,73.34,7.18,0,22.83,mt5_min_step_compounding,USDCAD
69,23,24,22,33.33,0.99,20.0,9.49,1,52399.91,False,,80.93,6.61,1,23.28,mt5_min_step_compounding,GBPUSD
