symbol,variant,return_pct,profit_factor,win_rate_pct,max_drawdown_pct,trades,sharpe,recovery_factor,selection_score,history_quality,commission,swap,path
xagusd,swing5,-6.909700000000001,0.68,34.21,8.05,38,-4.94,-0.85,-23.082649769743814,98%,-160.18,-48.79,Backtest Reports\stop\xagusd--swing5--stop.htm
xagusd,swing8,-6.8991,0.65,35.14,8.52,37,-4.55,-0.8,-24.052994993109454,98%,-133.11,-47.15,Backtest Reports\stop\xagusd--swing8--stop.htm
xagusd,atr100,-9.3703,0.66,34.15,11.12,41,-5.0,-0.84,-27.85248532753999,98%,-352.08,-30.75,Backtest Reports\stop\xagusd--atr100--stop.htm
xagusd,swing3,-9.404,0.61,30.77,10.92,39,-5.0,-0.85,-29.015055861777363,98%,-194.39,-49.61,Backtest Reports\stop\xagusd--swing3--stop.htm
xagusd,atr150,-10.4471,0.59,30.77,13.66,39,-5.0,-0.76,-32.755692904988464,98%,-210.97,-38.54,Backtest Reports\stop\xagusd--atr150--stop.htm
xagusd,signal,-12.673099999999998,0.53,28.21,14.15,39,-5.0,-0.9,-36.734139269231626,98%,-260.88,-23.78,Backtest Reports\stop\xagusd--signal--stop.htm
xagusd,atr200,-13.272,0.47,26.32,15.24,38,-5.0,-0.87,-40.040771011336396,98%,-154.44,-33.21,Backtest Reports\stop\xagusd--atr200--stop.htm
xauusd,swing5,0.2928,1.0,41.69,16.31,319,0.03,0.02,-13.541199999999998,98%,-314.76,-192.59,Backtest Reports\stop\xauusd--swing5--stop.htm
xauusd,swing8,-3.9238000000000004,0.98,41.18,16.94,306,-0.34,-0.21,-18.893732487810233,98%,-279.23,-221.82,Backtest Reports\stop\xauusd--swing8--stop.htm
xauusd,signal,-6.595199999999999,0.97,40.79,14.33,380,-0.73,-0.43,-19.8392104898165,98%,-551.32,-124.47,Backtest Reports\stop\xauusd--signal--stop.htm
xauusd,swing3,-8.6,0.96,40.23,15.08,343,-0.79,-0.53,-22.685863934243063,98%,-356.2,-152.15,Backtest Reports\stop\xauusd--swing3--stop.htm
xauusd,atr150,-16.8776,0.92,39.29,24.75,397,-2.21,-0.64,-40.79717930726861,98%,-527.97,-121.93,Backtest Reports\stop\xauusd--atr150--stop.htm
xauusd,atr200,-19.1107,0.9,38.98,25.84,372,-2.04,-0.71,-44.117526187893915,98%,-346.0,-164.97,Backtest Reports\stop\xauusd--atr200--stop.htm
xauusd,atr100,-33.1911,0.84,37.29,41.04,421,-5.0,-0.77,-74.18684064573733,98%,-734.41,-55.33,Backtest Reports\stop\xauusd--atr100--stop.htm
