symbol,variant,return_pct,profit_factor,win_rate_pct,max_drawdown_pct,trades,sharpe,recovery_factor,selection_score,history_quality,commission,swap,path
gbpjpy,dynamic5020,17.2579,1.52,69.39,6.58,98,10.48,2.55,25.441924018298216,100%,-266.77,-5.59,Backtest Reports\trailing\gbpjpy--dynamic5020--trailing.htm
gbpjpy,dynamic5020-atr,17.2579,1.52,69.39,6.58,98,10.48,2.55,25.441924018298216,100%,-266.77,-5.59,Backtest Reports\trailing\gbpjpy--dynamic5020-atr--trailing.htm
us30,dynamic5020-atr,8.8063,1.12,55.15,9.26,165,2.49,0.91,4.48124422368404,98%,-125.86,-41.55,Backtest Reports\trailing\us30--dynamic5020-atr--trailing.htm
us30,dynamic5020,8.7421,1.12,55.15,9.53,165,2.43,0.87,4.128544223684042,98%,-125.47,-41.35,Backtest Reports\trailing\us30--dynamic5020--trailing.htm
us30,none,10.9255,1.12,43.83,11.91,162,2.16,0.86,4.082944223684039,98%,-122.72,-119.13,Backtest Reports\trailing\us30--none--trailing.htm
us30,be075,6.5583,1.08,48.78,13.41,164,1.6,0.46,-2.555667506366459,98%,-122.36,-45.07,Backtest Reports\trailing\us30--be075--trailing.htm
us30,atr100-200,5.761299999999999,1.06,43.21,16.59,162,1.25,0.32,-6.591473102512291,98%,-120.77,-103.5,Backtest Reports\trailing\us30--atr100-200--trailing.htm
us30,be100,3.9557,1.04,43.83,16.86,162,0.86,0.22,-9.182651442160624,98%,-119.7,-102.81,Backtest Reports\trailing\us30--be100--trailing.htm
ustec,dynamic5020,-6.225,0.87,49.06,15.12,106,-1.78,-0.38,-22.21614480800209,98%,-90.59,-104.95,Backtest Reports\trailing\ustec--dynamic5020--trailing.htm
ustec,be100,-8.17,0.85,38.24,17.95,102,-1.72,-0.41,-26.811227153973295,98%,-88.34,-146.68,Backtest Reports\trailing\ustec--be100--trailing.htm
ustec,be075,-8.368400000000001,0.83,44.23,18.17,104,-2.01,-0.41,-27.699854938297925,98%,-89.26,-131.54,Backtest Reports\trailing\ustec--be075--trailing.htm
ustec,none,-10.5299,0.84,29.7,18.71,101,-2.01,-0.51,-30.211640645737333,98%,-87.02,-155.79,Backtest Reports\trailing\ustec--none--trailing.htm
ustec,dynamic5020-atr,-10.9894,0.78,48.15,16.82,108,-3.64,-0.62,-31.214936311581994,98%,-89.44,-95.51,Backtest Reports\trailing\ustec--dynamic5020-atr--trailing.htm
ustec,atr100-200,-11.998299999999999,0.79,37.5,18.37,104,-3.0,-0.61,-32.904968002252836,98%,-87.63,-136.91,Backtest Reports\trailing\ustec--atr100-200--trailing.htm
xagusd,none,-4.3950000000000005,0.8,32.43,7.43,37,-3.0,-0.57,-16.887722615770517,98%,-163.01,-50.84,Backtest Reports\trailing\xagusd--none--trailing.htm
xagusd,be100,-4.699800000000001,0.76,36.84,7.14,38,-3.53,-0.65,-17.637042148421123,98%,-163.5,-46.33,Backtest Reports\trailing\xagusd--be100--trailing.htm
xagusd,atr100-200,-5.453799999999999,0.72,39.47,7.54,38,-4.39,-0.72,-20.04934880366443,98%,-161.12,-43.46,Backtest Reports\trailing\xagusd--atr100-200--trailing.htm
xagusd,dynamic5020,-6.852899999999999,0.64,42.11,8.18,38,-5.0,-0.84,-23.905345231541034,98%,-160.17,-27.47,Backtest Reports\trailing\xagusd--dynamic5020--trailing.htm
xagusd,be075,-7.8932,0.59,39.47,8.84,38,-5.0,-0.89,-26.500292904988463,98%,-159.7,-27.47,Backtest Reports\trailing\xagusd--be075--trailing.htm
xagusd,dynamic5020-atr,-8.355599999999999,0.56,42.11,10.25,38,-5.0,-0.81,-28.759421943035303,98%,-157.8,-25.01,Backtest Reports\trailing\xagusd--dynamic5020-atr--trailing.htm
xauusd,none,17.1663,1.09,38.31,14.83,308,1.15,0.99,6.8039323548926305,98%,-328.07,-303.79,Backtest Reports\trailing\xauusd--none--trailing.htm
xauusd,be075,9.1099,1.06,49.24,14.84,329,0.73,0.57,-2.057873102512289,98%,-320.38,-204.41,Backtest Reports\trailing\xauusd--be075--trailing.htm
xauusd,atr100-200,6.518300000000001,1.04,43.84,15.35,333,0.53,0.4,-5.521051442160623,98%,-325.55,-213.11,Backtest Reports\trailing\xauusd--atr100-200--trailing.htm
xauusd,dynamic5020-atr,6.508,1.05,55.62,17.63,347,0.67,0.36,-7.263518029966813,98%,-319.01,-85.06,Backtest Reports\trailing\xauusd--dynamic5020-atr--trailing.htm
xauusd,dynamic5020,4.9839,1.04,55.81,16.94,344,0.5,0.29,-8.467951442160624,98%,-316.07,-117.35,Backtest Reports\trailing\xauusd--dynamic5020--trailing.htm
xauusd,be100,-1.3037999999999998,0.99,44.62,16.66,325,-0.1,-0.07,-15.684904030242016,98%,-310.79,-238.72,Backtest Reports\trailing\xauusd--be100--trailing.htm
