starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,371.41,71.41,23.8,6,5,1,83.33,4.51,0.7518,0.015,5.04,M15
300.0,288.56,-11.44,-3.81,2,1,1,50.0,-0.75,-0.3747,0.008,5.08,M30
