id,core,offset,stop,trail_start,trail_distance,use_session,session_start,session_end,long,short,max_spread,volume_ratio,range_atr,stage,from,to,report,initial,final,net,return_pct,pf,win_rate,dd_amount,dd_pct,trades,wins,commission,swap,quality,min_balance,survived
literal-all,literal,0.4,0.5,0.8,0.45,False,0,0,True,True,0.5,0.0,0.0,Final,2026.07.01,2026.08.31,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\high frecency ea\Audit\Small Balance 50 USD 2026-09-01\Reports\Final\literal-all.htm,50.0,45926.52,45876.52,91753.04,3.56,61.24,30.59,0.18,66435,40688,-3986.0999999968585,-14.529999999999998,100.0,49.94,True
