date,opened_at,closed_at,symbol,direction,result,r_multiple,balance_before,balance_after,level_after
2025-06-25,2025-06-25 23:30:00,2025-06-25 23:45:00,US30,SELL,loss,-1.0703,20.0,15.08,1
2025-06-26,2025-06-26 23:30:00,2025-06-27 02:30:00,US30,SELL,loss,-1.0959,15.08,11.28,1
2025-06-29,2025-06-29 23:45:00,2025-06-30 02:00:00,US30,SELL,loss,-1.0751,11.28,8.49,1
2025-07-01,2025-07-02 00:00:00,2025-07-02 01:15:00,US30,BUY,loss,-1.0992,8.49,6.34,1
2025-07-02,2025-07-02 23:30:00,2025-07-03 00:15:00,US30,BUY,win,1.0982,6.34,7.94,1
2025-07-06,2025-07-07 00:00:00,2025-07-07 01:00:00,US30,BUY,loss,-1.0581,7.94,6.01,1
2025-07-07,2025-07-07 23:30:00,2025-07-08 02:30:00,US30,BUY,win,1.2462,6.01,7.73,1
2025-07-08,2025-07-08 23:30:00,2025-07-09 00:00:00,US30,SELL,win,1.2289,7.73,9.92,1
2025-07-09,2025-07-09 23:30:00,2025-07-10 00:00:00,US30,SELL,win,1.2125,9.92,12.69,1
2025-07-10,2025-07-10 23:45:00,2025-07-11 00:00:00,US30,BUY,loss,-1.1392,12.69,9.36,1
2025-07-13,2025-07-14 00:00:00,2025-07-14 01:00:00,US30,BUY,loss,-1.0395,9.36,7.12,1
2025-07-14,2025-07-14 23:30:00,2025-07-15 00:00:00,US30,BUY,win,1.1492,7.12,9.01,1
2025-07-15,2025-07-15 23:30:00,2025-07-16 06:00:00,US30,BUY,timeout,-0.073,9.01,8.86,1
2025-07-16,2025-07-16 23:30:00,2025-07-17 00:00:00,US30,BUY,loss,-1.1222,8.86,6.57,1
2025-07-17,2025-07-17 23:30:00,2025-07-18 05:30:00,US30,BUY,win,1.2404,6.57,8.44,1
2025-07-20,2025-07-20 23:30:00,2025-07-20 23:45:00,US30,BUY,win,1.1671,8.44,10.71,1
2025-07-21,2025-07-21 23:45:00,2025-07-22 00:00:00,US30,SELL,loss,-1.1753,10.71,7.82,1
2025-07-22,2025-07-23 05:00:00,2025-07-23 06:00:00,US30,BUY,timeout,-0.1987,7.82,7.46,1
2025-07-23,2025-07-23 23:30:00,2025-07-24 00:00:00,US30,BUY,loss,-1.1795,7.46,5.43,1
2025-07-27,2025-07-27 23:30:00,2025-07-28 00:00:00,US30,BUY,loss,-1.0702,5.43,4.1,1
2025-07-28,2025-07-28 23:30:00,2025-07-29 01:30:00,US30,SELL,loss,-1.0996,4.1,3.06,1
2025-07-29,2025-07-29 23:30:00,2025-07-29 23:45:00,US30,BUY,loss,-1.1818,3.06,2.23,1
2025-07-30,2025-07-30 23:45:00,2025-07-31 04:00:00,US30,SELL,loss,-1.0535,2.23,1.69,1
2025-07-31,2025-07-31 23:30:00,2025-08-01 00:00:00,US30,BUY,loss,-1.0508,1.69,1.28,1
2025-08-03,2025-08-03 23:30:00,2025-08-04 00:00:00,US30,SELL,loss,-1.0488,1.28,0.97,1
2025-08-04,2025-08-04 23:30:00,2025-08-05 00:45:00,US30,SELL,loss,-1.0728,0.97,0.73,1
2025-08-05,2025-08-05 23:30:00,2025-08-05 23:45:00,US30,SELL,loss,-1.0831,0.73,0.55,1
2025-08-06,2025-08-06 23:30:00,2025-08-07 04:45:00,US30,SELL,win,1.2215,0.55,0.7,1
2025-08-07,2025-08-07 23:30:00,2025-08-08 00:15:00,US30,SELL,loss,-1.1174,0.7,0.52,1
2025-08-10,2025-08-10 23:30:00,2025-08-11 00:00:00,US30,SELL,loss,-1.0538,0.52,0.4,1
2025-08-11,2025-08-12 00:15:00,2025-08-12 00:15:00,US30,BUY,win,1.2054,0.4,0.51,1
2025-08-12,2025-08-12 23:30:00,2025-08-13 00:30:00,US30,BUY,loss,-1.1406,0.51,0.37,1
2025-08-13,2025-08-13 23:30:00,2025-08-14 00:00:00,US30,BUY,loss,-1.1244,0.37,0.28,1
2025-08-14,2025-08-14 23:30:00,2025-08-15 00:00:00,US30,SELL,win,1.1593,0.28,0.35,1
2025-08-17,2025-08-17 23:30:00,2025-08-18 00:00:00,US30,BUY,win,1.0767,0.35,0.44,1
