trades,wins,losses,timeouts,win_rate,net_r,start_balance,final_balance,level,target_balance,target_reached,target_reached_at,max_drawdown_pct,min_balance,symbol
252,119,125,8,47.22,31.21,20.0,5.77,1,52399.91,False,,99.91,0.04,XAUUSD
251,105,114,32,41.83,11.8,20.0,0.11,1,52399.91,False,,99.99,0.0,US30
246,126,114,6,51.22,-6.12,20.0,0.0,1,52399.91,False,,100.0,0.0,AUDUSD
354,138,182,34,38.98,1.23,20.0,0.0,1,52399.91,False,,100.0,0.0,BTCUSD
