starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,333.09,33.09,11.03,45,21,24,46.67,2.92,0.0649,0.0216,17.44,M15
300.0,315.68,15.68,5.23,27,12,15,44.44,1.55,0.0574,0.0095,16.35,M30
