trades,wins,losses,timeouts,win_rate,net_r,start_balance,final_balance,level,target_balance,target_reached,target_reached_at,max_drawdown_pct,min_balance,symbol
22,14,7,1,63.64,5.13,20.0,38.11,3,52399.91,False,,43.51,12.52,EURJPY
22,12,9,1,54.55,1.73,20.0,16.85,1,52399.91,False,,70.44,6.57,USDCAD
20,10,8,2,50.0,0.56,20.0,13.83,1,52399.91,False,,57.58,8.48,GBPUSD
21,10,9,2,47.62,-0.56,20.0,10.31,1,52399.91,False,,86.27,2.75,EURUSD
20,4,6,10,20.0,-3.73,20.0,6.01,1,52399.91,False,,75.9,6.01,USDJPY
21,5,9,7,23.81,-3.37,20.0,5.84,1,52399.91,False,,79.85,4.9,USDCHF
21,3,9,9,14.29,-4.16,20.0,5.01,1,52399.91,False,,85.13,2.97,NZDUSD
21,1,2,18,4.76,-5.31,20.0,4.8,1,52399.91,False,,80.58,3.95,EURGBP
22,5,10,7,22.73,-5.76,20.0,3.26,1,52399.91,False,,87.2,2.56,AUDUSD
