symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr
AUDUSD,30,1.0,2026-05,2026-05-28,2026-05-28 07:30:00,2026-05-28 14:00:00,SELL,0.71199,0.71399,0.70999,0.71399,loss,-1.045,0.045,9.0,-200.0,0.71266,0.71199,1.1904
EURUSD,30,1.0,2026-05,2026-05-28,2026-05-28 07:30:00,2026-05-28 12:30:00,SELL,1.16098,1.16298,1.15898,1.16298,loss,-1.04,0.04,8.0,-200.0,1.16174,1.16098,1.4575
GBPUSD,30,1.0,2026-05,2026-05-28,2026-05-28 07:30:00,2026-05-28 12:30:00,SELL,1.33998,1.34198,1.33798,1.34198,loss,-1.05,0.05,10.0,-200.0,1.34114,1.33998,1.5875
NZDUSD,30,1.0,2026-05,2026-05-28,2026-05-28 07:30:00,2026-05-28 12:30:00,SELL,0.58862,0.59062,0.58662,0.59062,loss,-1.07,0.07,14.0,-200.0,0.58921,0.58862,1.144
USDCAD,30,1.0,2026-05,2026-05-28,2026-05-28 07:30:00,2026-05-28 14:00:00,BUY,1.38523,1.38323,1.38723,1.38323,loss,-1.07,0.07,14.0,-200.0,1.38523,1.3845,1.7005
USDCHF,30,1.0,2026-05,2026-05-28,2026-05-28 07:30:00,2026-05-28 10:45:00,BUY,0.78784,0.78584,0.78984,0.78984,win,0.935,0.065,13.0,200.0,0.78784,0.78732,1.4797
USDJPY,30,1.0,2026-05,2026-05-28,2026-05-28 07:30:00,2026-05-28 14:00:00,BUY,159.509,159.309,159.709,159.309,loss,-1.05,0.05,10.0,-20000.0,159.509,159.437,1.6689
EURJPY,30,1.0,2026-05,2026-05-28,2026-05-28 08:00:00,2026-05-28 12:30:00,SELL,185.156,185.356,184.956,185.356,loss,-1.08,0.08,16.0,-20000.0,185.257,185.156,1.4154
EURGBP,30,1.0,2026-05,2026-05-28,2026-05-28 08:30:00,2026-05-28 16:00:00,BUY,0.86651,0.86451,0.86851,0.86679,timeout,0.075,0.065,13.0,28.0,0.86651,0.86597,2.5541
AUDUSD,30,1.0,2026-05,2026-05-29,2026-05-29 07:30:00,2026-05-29 12:45:00,SELL,0.71577,0.71777,0.71377,0.71777,loss,-1.045,0.045,9.0,-200.0,0.71641,0.71577,1.6906
EURGBP,30,1.0,2026-05,2026-05-29,2026-05-29 07:30:00,2026-05-29 16:00:00,BUY,0.86738,0.86538,0.86938,0.86649,timeout,-0.51,0.065,13.0,-89.0,0.86738,0.86688,2.8
EURJPY,30,1.0,2026-05,2026-05-29,2026-05-29 07:30:00,2026-05-29 08:45:00,SELL,185.414,185.614,185.214,185.214,win,0.92,0.08,16.0,20000.0,185.549,185.414,2.52
