symbol,broker_symbol,timeframe,side,signal_time,entry_time,exit_time,entry,stop,tp1,tp2,tp3,r_multiple,pnl,balance_after,exit_reason,bars_held,pivot_rsi,previous_rsi,risk_points,lot,target_risk,actual_risk,risk_mode
EURJPY,EURJPY..,M5,SELL,2025-07-24T07:45:00+00:00,2025-07-24T08:05:00+00:00,2025-07-24T09:15:00+00:00,171.92,172.062147,171.777853,171.706779,171.635705,-1.0,-199.57,9800.43,stop,14,49.96,51.88,0.142147,2.29,200.0,199.57,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2025-07-24T09:00:00+00:00,2025-07-24T09:20:00+00:00,2025-07-24T16:15:00+00:00,172.042,171.765232,172.318768,172.457152,172.595536,1.5,292.71,10093.14,tp3,83,54.81,45.04,0.276768,1.15,196.01,195.14,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2025-07-28T07:55:00+00:00,2025-07-28T08:50:00+00:00,2025-07-28T09:15:00+00:00,173.574,173.477485,173.670515,173.718773,173.767031,1.1667,235.41,10328.55,stop,5,36.32,33.98,0.096515,3.41,201.86,201.78,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2025-07-29T07:10:00+00:00,2025-07-29T07:35:00+00:00,2025-07-29T08:25:00+00:00,171.886,171.732827,172.039173,172.115759,172.192346,-1.0,-205.66,10122.89,stop,10,36.11,27.71,0.153173,2.19,206.57,205.66,RISK_PERCENT
EURJPY,EURJPY..,M5,SELL,2025-07-29T08:35:00+00:00,2025-07-29T08:55:00+00:00,2025-07-29T09:55:00+00:00,171.683,171.886992,171.479008,171.377011,171.275015,1.5,302.04,10424.93,tp3,12,36.74,43.15,0.203992,1.61,202.46,201.36,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2025-07-30T07:00:00+00:00,2025-07-30T07:20:00+00:00,2025-07-30T08:20:00+00:00,171.149,170.975952,171.322048,171.408572,171.495096,-1.0,-207.95,10216.98,stop,12,40.68,22.99,0.173048,1.96,208.5,207.95,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2025-07-30T08:45:00+00:00,2025-07-30T09:15:00+00:00,2025-07-30T11:25:00+00:00,170.993,170.833068,171.152932,171.232898,171.312864,0.3333,67.98,10284.96,stop,26,26.95,24.0,0.159932,2.08,204.34,203.95,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2025-07-31T06:35:00+00:00,2025-07-31T07:05:00+00:00,2025-07-31T09:45:00+00:00,169.934,169.586654,170.281346,170.45502,170.628693,1.5,306.66,10591.62,tp3,32,24.17,20.34,0.347346,0.96,205.7,204.44,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2025-08-01T08:15:00+00:00,2025-08-01T08:40:00+00:00,2025-08-01T09:40:00+00:00,171.976,171.867787,172.084213,172.138319,172.192425,1.5,317.46,10909.08,tp3,12,46.23,41.71,0.108213,3.19,211.83,211.64,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2025-08-04T08:00:00+00:00,2025-08-04T08:20:00+00:00,2025-08-04T09:30:00+00:00,171.034,170.850654,171.217346,171.30902,171.400693,-1.0,-218.07,10691.01,stop,14,53.05,45.52,0.183346,1.94,218.18,218.07,RISK_PERCENT
EURJPY,EURJPY..,M5,SELL,2025-08-04T09:15:00+00:00,2025-08-04T09:35:00+00:00,2025-08-04T11:15:00+00:00,170.846,171.133635,170.558365,170.414548,170.270731,-1.0,-213.38,10477.63,stop,20,54.39,56.24,0.287635,1.21,213.82,213.38,RISK_PERCENT
EURJPY,EURJPY..,M5,SELL,2025-08-11T07:50:00+00:00,2025-08-11T08:35:00+00:00,2025-08-11T10:25:00+00:00,172.129,172.190581,172.067419,172.036628,172.005837,1.5,314.31,10791.94,tp3,22,55.42,58.61,0.061581,5.55,209.55,209.54,RISK_PERCENT
EURJPY,EURJPY..,M5,SELL,2025-08-12T07:35:00+00:00,2025-08-12T08:05:00+00:00,2025-08-12T08:40:00+00:00,172.439,172.539729,172.338271,172.287907,172.237542,1.5,323.3,11115.24,tp3,7,64.65,67.2,0.100729,3.49,215.84,215.53,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2025-08-12T09:40:00+00:00,2025-08-12T10:05:00+00:00,2025-08-12T12:30:00+00:00,172.21,172.002589,172.417411,172.521116,172.624822,0.3333,73.75,11188.99,stop,29,32.65,20.23,0.207411,1.74,222.3,221.26,RISK_PERCENT
EURJPY,EURJPY..,M5,SELL,2025-08-13T07:30:00+00:00,2025-08-13T07:50:00+00:00,2025-08-13T09:00:00+00:00,172.924,173.063232,172.784768,172.715151,172.645535,1.1667,260.93,11449.92,stop,14,59.14,69.25,0.139232,2.62,223.78,223.65,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2025-08-14T07:50:00+00:00,2025-08-14T08:15:00+00:00,2025-08-14T09:10:00+00:00,171.408,171.208765,171.607235,171.706852,171.80647,-1.0,-228.42,11221.5,stop,11,27.53,24.56,0.199235,1.87,229.0,228.42,RISK_PERCENT
EURJPY,EURJPY..,M5,SELL,2025-08-14T11:25:00+00:00,2025-08-14T11:45:00+00:00,2025-08-14T12:45:00+00:00,171.103,171.289002,170.916998,170.823997,170.730996,-1.0,-223.51,10997.99,stop,12,47.32,51.5,0.186002,1.96,224.43,223.51,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2025-08-15T08:10:00+00:00,2025-08-15T08:45:00+00:00,2025-08-15T10:50:00+00:00,171.602,171.453396,171.750604,171.824906,171.899208,1.1667,256.16,11254.15,stop,25,31.89,26.77,0.148604,2.41,219.96,219.57,RISK_PERCENT
EURJPY,EURJPY..,M5,SELL,2025-08-18T07:45:00+00:00,2025-08-18T08:05:00+00:00,2025-08-18T11:00:00+00:00,172.507,172.70055,172.31345,172.216675,172.119899,1.5,336.42,11590.57,tp3,35,59.92,63.51,0.19355,1.89,225.08,224.28,RISK_PERCENT
EURJPY,EURJPY..,M5,SELL,2025-08-19T07:45:00+00:00,2025-08-19T08:35:00+00:00,2025-08-19T09:05:00+00:00,172.282,172.433179,172.130821,172.055232,171.979642,1.1667,270.34,11860.91,stop,6,54.87,61.0,0.151179,2.5,231.81,231.72,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2025-08-21T06:15:00+00:00,2025-08-21T07:05:00+00:00,2025-08-21T10:40:00+00:00,171.643,171.480541,171.805459,171.886688,171.967917,1.5,355.58,12216.49,tp3,43,48.6,45.75,0.162459,2.38,237.22,237.05,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2025-08-25T06:30:00+00:00,2025-08-25T07:05:00+00:00,2025-08-25T07:40:00+00:00,172.492,172.36148,172.62252,172.68778,172.75304,-1.0,-244.06,11972.43,stop,7,52.37,48.97,0.13052,3.05,244.33,244.06,RISK_PERCENT
EURJPY,EURJPY..,M5,SELL,2025-08-25T10:20:00+00:00,2025-08-25T10:45:00+00:00,2025-08-25T15:30:00+00:00,172.416,172.571909,172.260091,172.182136,172.104181,0.3333,79.66,12052.08,stop,57,51.5,59.66,0.155909,2.5,239.45,238.97,RISK_PERCENT
EURJPY,EURJPY..,M5,SELL,2025-08-26T08:40:00+00:00,2025-08-26T09:10:00+00:00,2025-08-26T09:25:00+00:00,171.895,172.052084,171.737916,171.659374,171.580832,1.1667,280.9,12332.98,stop,3,67.62,74.26,0.157084,2.5,241.04,240.77,RISK_PERCENT
EURJPY,EURJPY..,M5,SELL,2025-08-27T06:45:00+00:00,2025-08-27T07:25:00+00:00,2025-08-27T09:25:00+00:00,171.829,171.955105,171.702895,171.639843,171.576791,1.1667,287.73,12620.72,stop,24,65.1,73.87,0.126105,3.19,246.66,246.63,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2025-08-27T11:35:00+00:00,2025-08-27T12:00:00+00:00,2025-08-27T17:30:00+00:00,171.412,171.150672,171.673328,171.803993,171.934657,0.3333,83.85,12704.56,stop,66,38.27,28.4,0.261328,1.57,252.41,251.54,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2025-08-28T09:00:00+00:00,2025-08-28T09:20:00+00:00,2025-08-28T14:35:00+00:00,171.277,171.039693,171.514307,171.632961,171.751615,0.3333,84.39,12788.95,stop,63,33.23,25.79,0.237307,1.74,254.09,253.16,RISK_PERCENT
