trades,wins,losses,timeouts,win_rate,net_r,start_balance,final_balance,level,target_balance,target_reached,target_reached_at,max_drawdown_pct,min_balance,minimum_lot_overrides,max_actual_risk_percent,sizing_mode,symbol
70,16,13,41,22.86,13.79,20.0,120.43,7,52399.91,False,,53.73,13.17,0,22.91,mt5_min_step_compounding,EURUSD
71,24,20,27,33.8,13.83,20.0,60.56,5,52399.91,False,,75.89,20.0,0,22.99,mt5_min_step_compounding,AUDUSD
66,12,14,40,18.18,-0.72,20.0,11.17,1,52399.91,False,,78.07,4.39,3,24.1,mt5_min_step_compounding,USDCAD
70,20,25,25,28.57,2.86,20.0,10.07,1,52399.91,False,,68.34,8.46,0,22.97,mt5_min_step_compounding,GBPUSD
