starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_spread_r,max_drawdown_pct,month,bot
300.0,317.79,17.79,5.93,4,3,1,75.0,1.24,0.1641,5.89,2026-05,Grid
300.0,176.85,-123.15,-41.05,14,3,11,21.43,-10.16,0.1184,41.98,2026-05,NewsPulse
300.0,237.81,-62.19,-20.73,7,1,6,14.29,-4.38,0.0541,23.56,2026-05,Trend
300.0,293.21,-6.79,-2.26,9,5,4,55.56,-0.21,0.134,19.62,2026-06,Grid
300.0,56.38,-243.62,-81.21,87,35,52,40.23,-31.15,0.1034,83.98,2026-06,NewsPulse
300.0,134.89,-165.11,-55.04,30,8,22,26.67,-15.12,0.0372,59.6,2026-06,Trend
