symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr
AUDUSD,30,1.0,2026-05,2026-05-28,2026-05-28 12:30:00,2026-05-28 14:00:00,BUY,0.71216,0.71016,0.71416,0.71416,win,0.955,0.045,9.0,200.0,0.71216,0.71173,1.0118
EURJPY,30,1.0,2026-05,2026-05-28,2026-05-28 12:30:00,2026-05-28 14:00:00,BUY,185.33,185.13,185.53,185.53,win,0.92,0.08,16.0,20000.0,185.33,185.213,1.617
EURUSD,30,1.0,2026-05,2026-05-28,2026-05-28 12:30:00,2026-05-28 14:00:00,BUY,1.16252,1.16052,1.16452,1.16452,win,0.96,0.04,8.0,200.0,1.16252,1.16152,1.8018
GBPUSD,30,1.0,2026-05,2026-05-28,2026-05-28 12:30:00,2026-05-28 14:00:00,BUY,1.34102,1.33902,1.34302,1.34302,win,0.95,0.05,10.0,200.0,1.34102,1.34025,1.0094
NZDUSD,30,1.0,2026-05,2026-05-28,2026-05-28 12:30:00,2026-05-28 14:00:00,BUY,0.58963,0.58763,0.59163,0.59163,win,0.93,0.07,14.0,200.0,0.58963,0.58897,1.917
USDCAD,30,1.0,2026-05,2026-05-28,2026-05-28 12:30:00,2026-05-28 14:15:00,SELL,1.38462,1.38662,1.38262,1.38262,win,0.93,0.07,14.0,200.0,1.38534,1.38462,1.3622
USDCHF,30,1.0,2026-05,2026-05-28,2026-05-28 12:30:00,2026-05-28 14:00:00,SELL,0.788,0.79,0.786,0.786,win,0.935,0.065,13.0,200.0,0.78906,0.788,2.3008
USDJPY,30,1.0,2026-05,2026-05-28,2026-05-28 12:30:00,2026-05-28 14:00:00,SELL,159.402,159.602,159.202,159.202,win,0.95,0.05,10.0,20000.0,159.456,159.402,1.3102
EURGBP,30,1.0,2026-05,2026-05-28,2026-05-28 12:45:00,2026-05-28 21:00:00,BUY,0.86692,0.86492,0.86892,0.86647,timeout,-0.29,0.065,13.0,-45.0,0.86692,0.86644,1.8512
EURJPY,30,1.0,2026-05,2026-05-29,2026-05-29 12:30:00,2026-05-29 14:45:00,BUY,185.517,185.317,185.717,185.717,win,0.92,0.08,16.0,20000.0,185.517,185.431,1.0818
EURUSD,30,1.0,2026-05,2026-05-29,2026-05-29 12:30:00,2026-05-29 14:45:00,SELL,1.16426,1.16626,1.16226,1.16626,loss,-1.04,0.04,8.0,-200.0,1.16484,1.16426,0.9988
USDCAD,30,1.0,2026-05,2026-05-29,2026-05-29 12:30:00,2026-05-29 12:45:00,BUY,1.38086,1.37886,1.38286,1.38286,win,0.93,0.07,14.0,200.0,1.38086,1.37991,2.2056
USDCHF,30,1.0,2026-05,2026-05-29,2026-05-29 12:30:00,2026-05-29 14:45:00,BUY,0.78246,0.78046,0.78446,0.78046,loss,-1.065,0.065,13.0,-200.0,0.78246,0.78175,1.4099
USDJPY,30,1.0,2026-05,2026-05-29,2026-05-29 12:30:00,2026-05-29 20:45:00,BUY,159.278,159.078,159.478,159.262,timeout,-0.13,0.05,10.0,-1600.0,159.278,159.248,0.7865
AUDUSD,30,1.0,2026-05,2026-05-29,2026-05-29 12:45:00,2026-05-29 14:45:00,BUY,0.71747,0.71547,0.71947,0.71947,win,0.955,0.045,9.0,200.0,0.71747,0.71671,1.9206
NZDUSD,30,1.0,2026-05,2026-05-29,2026-05-29 12:45:00,2026-05-29 20:45:00,BUY,0.59772,0.59572,0.59972,0.59885,timeout,0.495,0.07,14.0,113.0,0.59772,0.59707,1.75
AUDUSD,30,1.0,2026-06,2026-06-01,2026-06-01 12:30:00,2026-06-01 13:00:00,SELL,0.71698,0.71898,0.71498,0.71498,win,0.955,0.045,9.0,200.0,0.7174,0.71698,1.225
EURJPY,30,1.0,2026-06,2026-06-01,2026-06-01 12:30:00,2026-06-01 13:45:00,SELL,185.725,185.925,185.525,185.525,win,0.92,0.08,16.0,20000.0,185.778,185.725,0.8833
USDCAD,30,1.0,2026-06,2026-06-01,2026-06-01 12:30:00,2026-06-01 21:00:00,BUY,1.38367,1.38167,1.38567,1.38401,timeout,0.1,0.07,14.0,34.0,1.38367,1.38259,2.4
USDJPY,30,1.0,2026-06,2026-06-01,2026-06-01 12:30:00,2026-06-01 13:00:00,SELL,159.457,159.657,159.257,159.657,loss,-1.05,0.05,10.0,-20000.0,159.491,159.457,1.5658
NZDUSD,30,1.0,2026-06,2026-06-01,2026-06-01 12:45:00,2026-06-01 13:00:00,BUY,0.59553,0.59353,0.59753,0.59353,loss,-1.07,0.07,14.0,-200.0,0.59553,0.59507,1.3586
EURGBP,30,1.0,2026-06,2026-06-01,2026-06-01 13:00:00,2026-06-01 21:00:00,BUY,0.86507,0.86307,0.86707,0.86423,timeout,-0.485,0.065,13.0,-84.0,0.86507,0.86478,1.1341
AUDUSD,30,1.0,2026-06,2026-06-02,2026-06-02 12:30:00,2026-06-02 21:00:00,SELL,0.71777,0.71977,0.71577,0.7178,timeout,-0.06,0.045,9.0,-3.0,0.71819,0.71777,1.4067
EURGBP,30,1.0,2026-06,2026-06-02,2026-06-02 12:30:00,2026-06-02 21:00:00,BUY,0.86474,0.86274,0.86674,0.86339,timeout,-0.74,0.065,13.0,-135.0,0.86474,0.86452,0.939
EURJPY,30,1.0,2026-06,2026-06-02,2026-06-02 12:30:00,2026-06-02 16:30:00,BUY,186.188,185.988,186.388,185.988,loss,-1.08,0.08,16.0,-20000.0,186.188,186.062,2.6328
EURUSD,30,1.0,2026-06,2026-06-02,2026-06-02 12:30:00,2026-06-02 16:15:00,BUY,1.16534,1.16334,1.16734,1.16334,loss,-1.04,0.04,8.0,-200.0,1.16534,1.16469,1.8724
GBPUSD,30,1.0,2026-06,2026-06-02,2026-06-02 12:30:00,2026-06-02 18:00:00,BUY,1.34767,1.34567,1.34967,1.34567,loss,-1.05,0.05,10.0,-200.0,1.34767,1.34702,1.2449
NZDUSD,30,1.0,2026-06,2026-06-02,2026-06-02 12:30:00,2026-06-02 21:00:00,SELL,0.59326,0.59526,0.59126,0.59218,timeout,0.47,0.07,14.0,108.0,0.5938,0.59326,1.8394
USDCAD,30,1.0,2026-06,2026-06-02,2026-06-02 12:30:00,2026-06-02 13:30:00,BUY,1.3842,1.3822,1.3862,1.3822,loss,-1.07,0.07,14.0,-200.0,1.3842,1.38354,1.848
USDCHF,30,1.0,2026-06,2026-06-02,2026-06-02 12:30:00,2026-06-02 17:15:00,BUY,0.78545,0.78345,0.78745,0.78745,win,0.935,0.065,13.0,200.0,0.78545,0.78496,1.3269
USDJPY,30,1.0,2026-06,2026-06-02,2026-06-02 12:30:00,2026-06-02 18:00:00,BUY,159.77,159.57,159.97,159.97,win,0.95,0.05,10.0,20000.0,159.77,159.729,1.7447
AUDUSD,30,1.0,2026-06,2026-06-03,2026-06-03 12:30:00,2026-06-03 13:45:00,SELL,0.71591,0.71791,0.71391,0.71391,win,0.955,0.045,9.0,200.0,0.71657,0.71591,1.3648
EURJPY,30,1.0,2026-06,2026-06-03,2026-06-03 12:30:00,2026-06-03 21:00:00,SELL,185.545,185.745,185.345,185.526,timeout,0.015,0.08,16.0,1900.0,185.703,185.545,1.5027
EURUSD,30,1.0,2026-06,2026-06-03,2026-06-03 12:30:00,2026-06-03 21:00:00,SELL,1.16066,1.16266,1.15866,1.15972,timeout,0.43,0.04,8.0,94.0,1.16183,1.16066,2.3982
GBPUSD,30,1.0,2026-06,2026-06-03,2026-06-03 12:30:00,2026-06-03 16:00:00,SELL,1.34407,1.34607,1.34207,1.34207,win,0.95,0.05,10.0,200.0,1.34507,1.34407,1.4493
NZDUSD,30,1.0,2026-06,2026-06-03,2026-06-03 12:30:00,2026-06-03 13:45:00,SELL,0.58913,0.59113,0.58713,0.58713,win,0.93,0.07,14.0,200.0,0.59006,0.58913,2.3759
USDCAD,30,1.0,2026-06,2026-06-03,2026-06-03 12:30:00,2026-06-03 14:45:00,BUY,1.38571,1.38371,1.38771,1.38771,win,0.93,0.07,14.0,200.0,1.38571,1.38532,0.9192
USDCHF,30,1.0,2026-06,2026-06-03,2026-06-03 12:30:00,2026-06-03 16:15:00,BUY,0.78983,0.78783,0.79183,0.79183,win,0.935,0.065,13.0,200.0,0.78983,0.7886,3.3308
USDJPY,30,1.0,2026-06,2026-06-03,2026-06-03 12:30:00,2026-06-03 19:45:00,BUY,159.863,159.663,160.063,160.063,win,0.95,0.05,10.0,20000.0,159.863,159.805,0.6369
EURJPY,30,1.0,2026-06,2026-06-04,2026-06-04 12:30:00,2026-06-04 18:45:00,BUY,186.045,185.845,186.245,185.845,loss,-1.08,0.08,16.0,-20000.0,186.045,185.984,0.7694
USDCAD,30,1.0,2026-06,2026-06-04,2026-06-04 12:30:00,2026-06-04 20:00:00,SELL,1.38901,1.39101,1.38701,1.39101,loss,-1.07,0.07,14.0,-200.0,1.38976,1.38901,1.5933
EURUSD,30,1.0,2026-06,2026-06-04,2026-06-04 13:00:00,2026-06-04 18:45:00,SELL,1.16342,1.16542,1.16142,1.16142,win,0.96,0.04,8.0,200.0,1.16448,1.16342,1.7296
GBPUSD,30,1.0,2026-06,2026-06-04,2026-06-04 13:00:00,2026-06-04 15:30:00,SELL,1.34519,1.34719,1.34319,1.34319,win,0.95,0.05,10.0,200.0,1.34622,1.34519,1.5422
USDCHF,30,1.0,2026-06,2026-06-04,2026-06-04 13:00:00,2026-06-04 21:00:00,BUY,0.78789,0.78589,0.78989,0.78927,timeout,0.625,0.065,13.0,138.0,0.78789,0.78677,1.8106
USDJPY,30,1.0,2026-06,2026-06-04,2026-06-04 13:00:00,2026-06-04 21:00:00,BUY,159.874,159.674,160.074,160.004,timeout,0.6,0.05,10.0,13000.0,159.874,159.752,2.8851
EURGBP,30,1.0,2026-06,2026-06-04,2026-06-04 13:30:00,2026-06-04 21:00:00,BUY,0.86502,0.86302,0.86702,0.86485,timeout,-0.15,0.065,13.0,-17.0,0.86502,0.86473,1.1871
NZDUSD,30,1.0,2026-06,2026-06-04,2026-06-04 13:45:00,2026-06-04 20:30:00,BUY,0.58861,0.58661,0.59061,0.58661,loss,-1.07,0.07,14.0,-200.0,0.58861,0.58779,2.2248
