starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,month,symbol
300.0,248.26,-51.74,-17.25,6,1,5,16.67,-3.69,-0.615,0.0226,17.25,2026-05,US30
300.0,393.41,93.41,31.14,30,12,18,40.0,6.31,0.2103,0.0172,21.67,2026-06,US30
