case,label,paths,block_days,probability_profit_pct,probability_loss_pct,probability_10pct_dd_pct,probability_20pct_dd_pct,probability_ruin_pct,return_p05_pct,return_p50_pct,return_p95_pct,max_dd_p50_pct,max_dd_p95_pct
final-current-safe,"Current: midpoint, 3R, native + Dynamic 50/20, Safe",10000,5,99.21,0.79,22.61,0.37,0.0,11.665259360992907,44.61741342590014,89.26113743826636,7.765624268134106,13.85162781220968
final-current-standard,"Current rules, Safe off",10000,5,77.9,22.1,97.96000000000001,44.91,0.0,-18.87268308943143,21.513233187217285,85.45810774098894,19.12903804190499,33.940253734548996
combo-opposite003-safe,"Opposite edge + 3% buffer, Safe",10000,5,99.3,0.7000000000000001,8.959999999999999,0.02,0.0,10.592304581588671,37.848543156178906,73.75677766948648,6.320860539799561,11.080654296217917
combo-opposite010-buffer000-safe,"Opposite edge + 10%, zero breakout buffer, Safe",10000,5,99.33999999999999,0.66,7.249999999999999,0.02,0.0,11.347527601520879,37.47125708301867,71.41893674358928,5.977641729717048,10.661998215300095
combo-opposite010-window0812-safe,"Opposite edge + 10%, 08:00–12:00, Safe",10000,5,99.3,0.7000000000000001,6.370000000000001,0.02,0.0,11.310113996015312,36.55259483288785,68.89631469203428,5.838547094982895,10.499985190074948
