starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,month,symbol
300.0,299.24,-0.76,-0.25,2,1,1,50.0,-0.0,-0.0002,0.0002,5.0,2025-12,XAUUSD
300.0,294.73,-5.27,-1.76,14,7,7,50.0,-0.0,-0.0003,0.0003,14.48,2026-01,XAUUSD
300.0,229.78,-70.22,-23.41,13,4,9,30.77,-5.0,-0.3849,0.0003,27.05,2026-02,XAUUSD
300.0,342.05,42.05,14.02,15,9,6,60.0,3.0,0.1998,0.0002,9.98,2026-03,XAUUSD
300.0,266.63,-33.37,-11.12,14,6,8,42.86,-2.01,-0.1433,0.0004,19.18,2026-04,XAUUSD
300.0,324.88,24.88,8.29,16,9,7,56.25,1.99,0.1245,0.0005,14.27,2026-05,XAUUSD
300.0,267.3,-32.7,-10.9,12,5,7,41.67,-2.01,-0.1672,0.0005,22.83,2026-06,XAUUSD
