symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,setup_score,bpr_low,bpr_high,reason,pnl,balance
XAUUSD,M15,2025-12,2025-12-30 14:45:00,2025-12-30 15:15:00,BUY,4366.352,4357.63561,4375.06839,4375.06839,TP,0.9998,0.0002,160.0,97,4360.444,4363.459,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,15.0,315.0
XAUUSD,M15,2025-12,2025-12-31 16:45:00,2025-12-31 19:30:00,BUY,4323.006,4313.91789,4332.09411,4313.91789,SL,-1.0002,0.0002,160.0,100,4317.046,4317.715,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-15.75,299.24
XAUUSD,M15,2026-01,2026-01-05 17:00:00,2026-01-05 23:00:00,BUY,4442.542,4430.96679,4454.11721,4454.11721,TP,0.9999,0.0001,160.0,100,4433.755,4434.236,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,14.96,314.2
XAUUSD,M15,2026-01,2026-01-06 01:45:00,2026-01-06 02:00:00,SELL,4450.417,4453.56763,4447.26638,4453.56763,SL,-1.0005,0.0005,160.0,99,4450.27,4451.457,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-15.72,298.49
XAUUSD,M15,2026-01,2026-01-07 03:15:00,2026-01-07 04:00:00,SELL,4476.448,4481.78702,4471.10898,4471.10898,TP,0.9997,0.0003,160.0,100,4479.056,4479.496,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,14.92,313.41
XAUUSD,M15,2026-01,2026-01-09 19:00:00,2026-01-09 19:45:00,BUY,4497.035,4492.377,4501.693,4501.693,TP,0.9997,0.0003,160.0,100,4494.63,4495.292,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,15.67,329.07
XAUUSD,M15,2026-01,2026-01-12 23:30:00,2026-01-12 23:45:00,SELL,4586.192,4590.81984,4581.56416,4590.81984,SL,-1.0003,0.0003,160.0,99,4588.649,4588.695,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-16.46,312.61
XAUUSD,M15,2026-01,2026-01-13 07:30:00,2026-01-13 08:00:00,SELL,4580.31,4589.7788,4570.8412,4589.7788,SL,-1.0002,0.0002,160.0,100,4586.951,4587.976,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-15.63,296.98
XAUUSD,M15,2026-01,2026-01-15 14:15:00,2026-01-15 14:30:00,SELL,4602.655,4609.99211,4595.31789,4609.99211,SL,-1.0002,0.0002,160.0,100,4605.481,4608.004,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-14.85,282.13
XAUUSD,M15,2026-01,2026-01-16 14:00:00,2026-01-16 14:15:00,SELL,4607.105,4611.38543,4602.82457,4602.82457,TP,0.9996,0.0004,160.0,96,4606.796,4609.321,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,14.1,296.23
